@relation R_data_frame

@attribute V1 numeric
@attribute V2 {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute V3 {1,2,3}
@attribute V4 {1,2,3,4}
@attribute V5 {1,2}
@attribute V6 numeric
@attribute V7 {1,2}
@attribute V8 {1,2}
@attribute V9 {1,2,3}
@attribute V10 numeric
@attribute V11 {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 {1,2,3,4}
@attribute Class {1,2}

@data
81,6,2,1,1,243,1,1,1,27,5,340,1,92,1,3,2
35,10,2,2,1,746,1,2,1,27,5,240,1,-1,0,4,1
42,12,3,4,1,942,1,1,1,27,5,245,1,92,2,3,2
28,10,3,4,1,0,2,1,1,27,5,183,1,92,2,3,1
36,10,2,3,1,6,2,1,1,27,5,100,1,435,1,1,1
38,2,3,2,1,0,1,1,1,27,5,240,1,92,4,3,1
48,1,1,2,1,1180,1,1,1,27,5,142,1,238,3,2,2
52,8,2,2,1,992,2,1,1,27,5,342,1,92,2,3,2
38,4,1,2,1,70,1,1,1,27,5,164,4,92,4,3,2
55,5,2,4,1,831,2,2,2,27,5,100,1,100,6,1,1
71,12,2,3,1,353,1,1,1,27,5,208,1,93,2,1,1
61,1,2,4,1,4629,2,1,1,27,5,181,1,92,1,3,2
30,2,2,2,1,319,1,1,1,27,5,210,2,-1,0,4,1
20,9,3,4,1,829,1,1,1,27,5,196,3,202,2,3,2
50,2,2,4,1,51,1,1,2,27,5,199,3,-1,0,4,1
70,6,2,2,1,2626,1,1,2,27,5,175,3,147,2,3,1
69,6,1,2,1,4572,1,1,1,27,5,185,2,92,3,3,1
54,1,2,2,1,0,1,1,1,27,5,565,1,-1,0,4,2
39,1,2,2,1,0,1,1,1,27,5,366,1,436,10,1,2
44,10,2,2,1,2776,2,1,1,27,5,701,1,-1,0,4,2
26,1,3,2,1,614,1,1,1,27,5,103,1,-1,0,4,1
56,11,1,1,1,282,1,1,1,28,5,156,2,-1,0,4,1
73,6,2,1,1,279,1,1,1,28,5,399,3,-1,0,4,2
44,1,2,2,1,2403,2,1,1,28,5,180,2,-1,0,4,1
61,6,2,2,1,89,1,1,1,28,5,477,2,92,3,1,1
66,6,2,3,1,908,1,1,1,28,5,156,2,-1,0,4,1
36,9,3,3,1,129,1,1,1,28,5,918,1,93,1,3,2
33,5,3,3,1,373,1,2,1,28,5,169,3,93,1,1,1
76,6,2,4,1,8919,1,1,1,28,5,231,1,-1,0,4,1
48,5,2,3,1,157,1,1,1,28,5,417,4,-1,0,4,2
52,8,2,2,1,659,1,1,1,28,5,390,4,93,1,3,2
66,6,2,1,1,747,1,1,2,28,5,203,3,93,1,1,1
38,10,3,3,1,6889,2,1,1,28,5,194,1,286,3,1,1
32,1,3,3,1,291,1,1,2,28,5,223,6,275,5,2,1
48,5,2,3,1,3494,1,1,1,28,5,145,3,97,1,2,1
30,2,2,2,1,2493,1,1,1,28,5,293,2,-1,0,4,2
39,1,2,3,1,1022,2,2,1,28,5,123,2,-1,0,4,1
36,5,2,3,1,3949,1,1,1,28,5,130,2,-1,0,4,2
49,10,1,4,1,387,1,1,1,28,5,325,1,-1,0,4,2
29,5,3,3,1,187,2,1,1,28,5,154,2,555,2,1,1
35,10,2,2,1,481,2,2,2,28,5,141,4,164,1,2,1
42,5,3,3,1,7560,1,1,1,28,5,132,1,-1,0,4,2
80,6,2,1,1,997,1,1,1,28,5,151,1,91,3,3,2
68,6,3,1,1,363,1,1,1,28,5,193,1,-1,0,4,1
31,4,3,3,1,2017,2,1,1,28,5,167,1,286,5,1,1
33,10,2,3,1,1699,1,1,1,28,5,202,1,83,3,3,2
56,10,2,3,1,1181,1,1,1,28,5,186,1,433,1,1,2
64,5,2,3,1,3951,1,1,1,28,5,134,1,91,1,3,2
54,1,2,2,1,0,1,1,1,28,5,161,1,98,2,1,2
27,12,3,3,1,6421,1,1,2,28,5,147,4,-1,0,4,1
52,10,2,3,1,2557,1,1,1,28,5,134,5,204,2,3,2
63,10,2,2,1,896,2,1,1,28,5,115,3,91,4,2,1
34,1,2,3,1,0,1,1,1,28,5,155,2,-1,0,4,2
50,5,2,3,1,2366,1,1,1,28,5,816,2,149,1,2,2
66,6,2,3,1,1948,1,1,1,28,5,216,1,91,4,3,2
36,5,2,3,1,2283,1,1,1,28,5,213,2,-1,0,4,1
31,7,3,3,1,283,1,1,1,28,5,98,2,241,1,1,1
52,2,2,1,1,306,1,1,1,28,5,223,1,-1,0,4,2
82,4,1,1,1,1381,1,1,1,28,5,86,3,93,1,1,1
62,10,2,4,1,4727,2,1,2,28,5,80,4,90,4,2,1
60,1,2,2,1,438,2,1,2,28,5,176,2,-1,0,4,1
62,3,2,2,1,3904,1,1,2,29,5,403,2,-1,0,4,2
60,6,2,2,1,18967,2,1,1,29,5,177,2,-1,0,4,2
43,7,2,3,1,2501,1,1,1,29,5,153,4,-1,0,4,1
46,1,2,2,1,179,2,1,1,29,5,194,4,436,1,2,1
28,1,3,2,1,261,2,2,1,29,5,254,3,142,6,3,2
26,10,3,2,1,2002,1,1,1,29,5,146,1,-1,0,4,2
56,6,1,1,1,694,1,1,1,29,5,144,1,102,1,2,2
34,5,2,3,1,5878,1,1,1,29,5,159,7,98,3,3,1
36,10,2,3,1,202,1,1,1,29,5,313,1,120,3,1,2
26,1,3,2,1,338,1,1,1,29,5,245,1,92,3,3,1
54,1,3,2,1,1958,1,1,2,29,5,179,1,206,6,1,1
32,5,1,3,1,530,2,1,1,29,5,131,1,127,3,1,1
60,2,2,1,1,5,1,1,1,29,5,533,1,92,1,3,2
26,10,3,3,1,1972,2,1,1,29,5,221,2,-1,0,4,1
48,5,2,3,1,866,1,1,1,29,5,146,2,-1,0,4,1
42,5,3,3,1,706,1,1,1,29,5,132,2,-1,0,4,1
35,11,3,3,1,154,1,1,1,29,5,105,2,-1,0,4,1
26,5,3,3,1,592,1,1,2,29,5,145,2,164,1,2,1
51,5,2,4,1,1708,1,1,2,29,5,92,3,-1,0,4,1
45,5,3,3,1,4831,1,1,1,29,5,479,11,-1,0,4,2
20,9,3,1,1,0,1,1,1,1,4,143,5,91,8,1,1
29,10,2,2,1,1599,2,1,1,1,4,200,2,96,3,1,1
60,5,2,4,1,264,1,1,2,1,4,265,1,-1,0,4,2
33,3,3,2,1,278,1,1,1,1,4,563,5,-1,0,4,2
40,5,3,3,1,257,1,1,1,1,4,147,1,209,1,1,1
40,2,2,2,1,275,2,1,1,1,4,196,2,-1,0,4,1
72,6,3,3,1,1285,1,1,2,1,4,280,2,91,7,1,1
77,6,2,3,1,7802,1,1,2,1,4,483,2,-1,0,4,2
36,1,3,3,1,980,1,1,1,1,4,343,2,95,2,1,1
65,6,2,3,1,1973,1,1,2,2,4,121,1,287,3,3,1
60,5,2,3,1,3401,1,1,1,2,4,121,1,95,2,3,1
37,11,3,3,1,953,2,1,1,2,4,102,1,155,5,1,1
67,5,2,2,1,1287,1,1,1,2,4,511,1,-1,0,4,1
33,5,2,3,1,62,2,1,1,2,4,102,1,264,1,1,1
65,6,2,2,1,23421,1,1,1,2,4,432,1,-1,0,4,1
66,6,2,1,1,3629,1,1,1,2,4,474,1,172,2,2,2
45,5,2,3,1,547,1,1,1,2,4,577,1,-1,0,4,2
30,9,3,4,1,4468,1,1,1,2,4,204,1,-1,0,4,2
33,11,3,3,1,685,2,1,1,2,4,105,1,96,2,1,1
29,1,3,3,1,514,1,1,1,2,4,270,1,-1,0,4,1
31,1,3,2,1,523,1,2,1,2,4,323,1,109,5,1,1
65,6,2,1,1,493,1,1,1,2,4,348,1,109,2,1,1
56,8,2,2,1,1989,1,1,1,3,4,336,2,281,2,1,2
76,6,2,2,1,852,1,1,2,3,4,283,2,-1,0,4,1
53,1,3,2,1,2398,2,1,1,3,4,108,1,92,1,3,1
64,4,2,4,1,2645,1,1,2,3,4,219,2,-1,0,4,2
30,10,3,3,1,4060,1,1,1,3,4,179,1,93,1,2,2
42,1,2,2,1,100,2,1,1,3,4,126,1,-1,0,4,1
33,10,2,2,1,303,2,1,1,3,4,355,1,301,5,3,2
34,1,1,2,1,661,2,1,1,3,4,122,1,96,9,2,1
72,6,2,1,1,2600,1,1,1,3,4,443,2,82,3,3,2
44,10,2,3,1,1818,2,2,1,3,4,508,1,92,4,1,2
37,1,3,2,1,728,1,1,1,3,4,129,1,174,2,2,2
31,11,3,3,1,302,1,1,1,3,4,349,1,357,3,3,2
44,10,3,3,1,678,1,1,1,3,4,111,1,124,2,2,1
52,2,2,2,1,955,1,2,1,3,4,153,1,48,3,3,2
35,10,3,2,1,230,1,1,1,3,4,288,1,-1,0,4,1
34,10,2,2,1,0,2,1,1,3,4,146,1,91,2,2,1
37,10,3,2,1,265,2,2,1,3,4,140,1,366,2,1,2
35,1,2,3,1,221,2,2,1,3,4,142,2,-1,0,4,1
34,5,2,3,1,123,1,1,1,3,4,301,3,-1,0,4,2
78,6,2,4,1,4807,1,1,2,3,4,892,2,104,4,3,2
45,1,2,2,1,205,1,1,1,3,4,373,1,92,1,3,2
37,5,2,3,1,238,1,1,1,3,4,185,1,92,1,3,2
29,10,2,2,1,95,1,2,1,3,4,172,3,-1,0,4,2
77,6,2,4,1,38,1,1,2,3,4,261,1,-1,0,4,1
68,6,2,3,1,2812,1,1,1,3,4,279,2,181,1,1,2
36,7,2,3,1,506,1,1,1,3,4,124,1,92,3,3,1
38,1,3,2,1,262,1,1,1,3,4,315,2,180,6,1,2
53,5,2,3,1,6571,1,1,1,3,4,208,1,-1,0,4,2
59,4,2,2,1,0,1,1,2,3,4,722,1,99,4,1,1
74,6,2,1,1,5539,1,1,1,3,4,253,2,181,1,3,1
39,8,2,2,1,2758,1,1,1,4,4,658,3,-1,0,4,2
55,5,1,3,1,2037,1,1,1,4,4,305,2,94,3,3,2
32,9,3,3,1,0,1,1,1,4,4,233,3,276,2,1,2
62,6,2,2,1,569,1,1,1,4,4,94,5,184,1,3,2
76,6,2,1,1,2223,1,1,2,4,4,429,1,-1,0,4,2
42,10,2,3,1,3777,2,1,1,4,4,139,4,-1,0,4,1
47,4,3,1,1,46,1,1,1,4,4,371,1,-1,0,4,1
35,1,1,2,1,1085,1,1,1,4,4,195,6,97,12,2,2
54,1,1,2,1,0,2,2,1,4,4,330,1,182,3,3,1
37,1,3,2,1,115,1,1,1,4,4,187,1,83,9,1,1
55,1,2,2,1,602,1,1,1,4,4,390,2,150,6,3,2
77,6,2,2,1,2123,1,1,2,4,4,141,4,-1,0,4,1
41,10,3,3,1,1646,2,1,1,4,4,261,1,184,6,3,2
51,1,2,2,1,1574,1,1,1,4,4,149,2,-1,0,4,1
33,1,2,3,1,0,2,2,1,4,4,111,5,98,2,2,1
30,8,2,3,1,1019,1,1,1,4,4,155,1,234,1,2,1
30,9,3,2,1,4,1,1,1,4,4,443,2,-1,0,4,1
35,10,3,3,1,144,2,2,1,4,4,202,4,113,20,1,1
28,5,3,3,1,5474,1,1,1,4,4,181,4,191,5,3,1
35,11,3,3,1,415,1,1,1,4,4,649,1,176,1,1,2
21,9,3,2,1,210,1,1,2,4,4,123,2,174,1,1,1
80,6,2,2,1,2354,1,1,2,4,4,739,1,181,2,1,2
61,5,2,3,1,175,1,1,2,4,4,79,2,183,2,3,1
38,10,2,2,1,318,1,1,1,4,4,383,1,181,5,1,2
63,4,2,2,1,2,1,1,1,4,4,45,2,93,1,3,1
48,2,2,2,1,1730,2,1,1,4,4,489,1,178,2,1,2
76,6,2,3,1,0,1,1,2,4,4,92,3,169,1,1,1
28,8,3,2,1,1059,1,1,1,4,4,146,5,276,1,2,1
29,8,3,3,1,1788,1,1,1,4,4,303,1,100,1,3,1
39,10,2,2,1,0,2,2,1,4,4,60,1,-1,0,4,1
29,5,3,3,1,308,1,1,1,4,4,162,2,184,1,1,1
30,2,3,2,1,228,1,1,1,5,4,232,1,365,1,1,1
33,10,3,3,1,696,1,2,1,5,4,193,1,176,8,1,1
32,2,3,2,1,228,1,1,2,5,4,176,1,288,3,1,1
25,5,2,4,1,448,1,1,1,5,4,151,1,297,1,3,2
34,5,3,3,1,382,1,1,1,5,4,148,1,94,1,1,1
76,6,2,2,1,2302,1,1,2,5,4,110,1,87,2,1,1
34,5,2,3,1,1778,1,1,1,5,4,99,1,93,3,3,1
30,9,3,4,1,145,1,1,1,5,4,96,3,175,1,1,1
36,1,3,3,1,994,1,1,1,5,4,195,1,176,5,1,2
32,1,3,3,1,3188,1,1,1,5,4,65,2,242,1,2,1
42,1,2,3,1,1536,1,1,1,5,4,132,1,182,3,3,1
36,5,1,3,1,1057,1,1,1,5,4,383,2,-1,0,4,1
37,1,2,2,1,96,1,1,1,5,4,102,1,182,3,3,1
71,6,2,3,1,4388,1,1,1,5,4,346,1,183,3,2,1
29,4,3,3,1,19,1,1,1,5,4,110,2,64,2,3,2
27,5,3,2,1,145,2,1,1,5,4,67,3,-1,0,4,1
43,5,2,3,1,0,2,1,1,5,4,280,2,-1,0,4,1
58,11,2,2,1,1625,1,1,1,5,4,286,2,-1,0,4,2
73,6,2,3,1,443,1,1,1,5,4,133,2,-1,0,4,1
34,2,2,2,1,1221,2,1,1,5,4,210,2,274,6,1,1
29,2,2,2,1,3310,1,1,1,5,4,276,2,-1,0,4,1
49,2,2,2,1,171,1,1,2,5,4,260,6,-1,0,4,1
52,5,2,4,1,339,1,1,2,5,4,124,7,-1,0,4,1
65,6,2,1,1,343,1,1,2,5,4,159,2,-1,0,4,1
33,5,2,3,1,2750,1,1,1,5,4,242,1,-1,0,4,1
25,5,3,3,1,145,1,1,1,5,4,145,1,182,1,1,1
32,10,2,3,1,2976,2,1,1,5,4,783,1,175,5,1,2
41,1,1,2,1,1232,1,1,1,5,4,217,1,-1,0,4,1
42,1,1,2,1,490,2,1,1,8,4,203,2,188,1,1,1
46,2,2,2,1,1144,2,1,1,8,4,376,2,129,3,2,2
23,1,3,3,1,897,2,1,1,8,4,190,2,280,8,1,2
84,6,1,1,1,2619,1,1,2,8,4,145,2,115,2,1,1
67,6,1,2,1,704,1,1,1,8,4,186,2,97,1,3,2
34,10,2,2,1,3000,2,2,1,8,4,215,3,221,1,1,1
30,5,2,3,1,1996,1,1,1,8,4,1133,3,101,1,2,2
22,9,3,2,1,216,1,1,1,8,4,363,1,187,1,3,2
56,1,2,4,1,2038,1,1,1,8,4,405,1,305,1,3,1
24,10,2,2,1,556,2,1,1,8,4,278,1,94,4,3,2
47,1,2,3,1,97,2,1,1,8,4,340,3,-1,0,4,1
53,6,2,2,1,4968,1,1,1,8,4,94,1,333,1,2,1
45,1,2,2,1,1206,1,1,2,8,4,309,1,446,3,1,2
28,5,3,3,1,266,1,1,1,8,4,108,1,-1,0,4,1
39,5,2,3,1,1301,1,1,1,8,4,185,2,179,1,1,1
40,5,2,3,1,1855,1,1,2,8,4,78,6,-1,0,4,2
79,6,1,2,1,631,1,1,2,8,4,105,2,181,1,1,1
29,5,3,4,1,698,1,1,1,8,4,186,1,-1,0,4,1
35,5,2,3,1,62,1,1,1,8,4,469,2,185,2,1,2
36,5,2,3,1,1257,1,1,1,8,4,108,9,101,1,2,1
53,1,2,2,1,1228,2,2,1,8,4,116,2,188,1,3,1
52,5,2,3,1,3634,1,1,1,8,4,341,8,-1,0,4,2
33,9,2,2,1,1536,1,1,1,9,4,359,1,92,3,3,2
60,10,2,2,1,824,2,1,1,9,4,127,1,558,7,2,2
24,9,3,3,1,235,1,1,1,9,4,98,1,92,1,3,2
18,9,3,4,1,108,1,1,1,9,4,92,1,183,1,3,2
65,3,2,3,1,2331,1,1,2,9,4,290,1,92,1,3,2
25,9,3,2,1,125,1,1,1,9,4,215,1,92,2,3,2
58,10,2,2,1,7554,1,1,2,9,4,167,1,469,1,3,1
36,10,3,2,1,27,2,1,1,9,4,631,1,260,2,3,2
27,5,3,3,1,390,1,1,1,9,4,120,2,104,2,1,2
32,10,3,3,1,1527,2,1,1,9,4,172,1,92,3,1,1
35,1,3,2,1,-32,1,2,1,9,4,63,4,182,5,1,2
39,2,3,3,1,172,2,1,1,9,4,125,2,183,2,1,2
53,1,2,2,1,10541,1,1,1,9,4,164,2,92,1,3,2
23,9,3,2,1,480,1,1,1,9,4,742,2,182,1,1,2
34,1,2,2,1,2374,2,1,1,9,4,243,2,92,3,3,2
33,5,3,3,1,935,1,1,1,9,4,385,2,92,8,3,2
33,10,3,2,1,2085,1,1,1,9,4,501,2,-1,0,4,2
36,5,3,3,1,479,1,1,1,9,4,629,2,-1,0,4,2
47,1,2,2,1,0,1,2,1,10,4,86,2,93,2,2,1
52,11,2,2,1,94,1,1,1,10,4,153,1,92,13,3,2
33,5,2,3,1,22867,2,1,1,10,4,165,1,92,5,3,1
36,9,3,4,1,417,1,1,1,10,4,151,1,-1,0,4,2
42,8,3,3,1,94,2,1,1,10,4,151,1,183,6,3,1
55,10,1,2,1,3450,1,1,1,10,4,169,1,183,1,1,2
60,6,2,2,1,1853,1,1,1,10,4,234,1,183,1,3,2
38,1,3,3,1,3954,2,1,1,10,4,201,1,182,3,1,1
61,6,2,3,1,2557,2,1,1,10,4,158,2,92,5,3,2
58,10,2,2,1,589,2,1,1,10,4,511,3,183,6,3,2
48,11,1,2,1,201,1,1,1,10,4,406,2,92,2,3,2
35,10,2,3,1,7050,1,1,1,10,4,278,3,187,1,3,2
34,5,1,3,1,2885,1,1,1,10,4,314,2,156,4,2,2
58,5,2,2,1,2155,1,2,1,10,4,135,2,92,5,3,2
39,10,1,2,1,902,2,1,1,10,4,691,2,180,5,1,2
70,6,2,1,1,579,1,1,1,11,4,82,2,181,1,1,1
44,5,2,3,1,1791,1,1,1,11,4,71,1,190,1,3,2
54,12,2,2,1,2206,1,1,1,11,4,449,1,91,3,3,2
27,9,3,3,1,5291,1,1,1,11,4,293,1,91,4,3,2
33,11,2,2,1,1211,1,1,1,11,4,535,1,188,1,3,2
77,6,2,2,1,638,1,1,1,11,4,288,1,188,1,3,2
75,6,1,1,1,37127,1,1,1,11,4,505,1,-1,0,4,1
57,4,2,1,1,501,2,2,1,11,4,105,7,188,2,1,1
30,1,3,2,1,4448,1,1,1,11,4,112,8,-1,0,4,2
31,5,3,3,1,533,1,1,1,11,4,144,1,91,9,3,2
61,6,2,3,1,5267,1,1,1,11,4,226,3,-1,0,4,2
76,6,2,1,1,3324,1,1,1,11,4,309,1,90,4,3,2
75,2,2,2,1,6053,1,1,1,11,4,865,2,190,1,1,1
28,2,2,2,1,61,2,1,1,11,4,253,1,174,4,3,2
35,5,2,3,1,0,2,1,1,11,4,391,2,92,5,3,2
59,10,2,2,1,116,1,1,1,11,4,268,1,183,7,3,2
42,2,2,2,1,413,2,1,1,11,4,456,2,184,2,3,2
35,7,3,3,1,353,1,1,1,11,4,352,1,183,1,3,2
48,3,3,2,1,315,1,1,3,11,4,271,1,-1,0,4,2
44,10,3,2,1,451,1,1,1,11,4,203,1,183,2,3,1
71,6,2,2,1,1712,1,1,1,11,4,660,1,-1,0,4,2
60,6,2,2,1,523,1,1,1,11,4,467,1,182,3,3,2
34,2,2,2,1,1454,2,1,1,11,4,231,2,297,2,1,2
57,6,2,1,1,9367,1,1,1,11,4,981,1,90,6,3,2
49,10,1,2,1,0,2,1,1,11,4,283,3,-1,0,4,1
75,6,2,2,1,291,1,1,1,11,4,515,1,183,1,1,2
39,2,2,2,1,1382,2,1,1,11,4,397,2,-1,0,4,2
64,6,2,3,1,846,1,1,1,11,4,671,1,181,3,1,2
66,6,2,2,1,780,1,1,1,12,4,388,4,-1,0,4,1
36,10,2,3,1,341,1,1,1,12,4,419,2,183,1,3,2
27,1,3,2,1,255,1,1,1,12,4,123,1,182,4,3,1
29,10,3,2,1,113,1,1,1,12,4,328,2,183,4,3,2
34,5,3,3,1,13014,1,1,1,12,4,637,1,183,1,3,2
26,11,3,2,1,632,1,1,1,12,4,218,1,-1,0,4,2
34,5,3,3,1,417,2,1,1,12,4,155,10,149,5,1,1
41,5,2,3,1,27696,1,1,1,12,4,138,2,184,3,3,2
47,2,2,2,1,3715,1,1,1,12,4,171,2,182,4,2,2
52,5,2,3,1,4675,1,1,1,12,4,181,3,-1,0,4,2
36,2,1,2,1,2843,1,1,1,12,4,473,1,182,1,3,1
32,10,2,2,1,3271,1,1,1,12,4,375,1,374,1,2,2
51,5,2,3,1,346,1,1,1,12,4,122,1,92,5,3,2
34,5,2,3,1,8000,1,1,1,12,4,291,1,260,2,1,2
21,9,3,2,1,123,1,1,2,12,4,379,5,93,2,3,2
41,10,1,3,1,4276,2,1,1,12,4,103,3,-1,0,4,1
54,10,2,2,1,10185,1,1,1,12,4,251,1,186,3,3,2
35,10,3,3,1,992,2,1,2,12,4,1416,1,170,4,1,1
29,5,3,3,1,1026,1,1,1,12,4,138,2,92,2,3,2
32,5,2,3,1,905,1,1,1,12,4,666,4,-1,0,4,2
38,8,2,2,1,775,1,1,1,12,4,1835,3,182,2,3,2
48,11,2,2,1,926,1,1,1,15,4,382,4,185,6,3,2
46,5,2,3,1,349,1,1,1,15,4,295,2,616,1,1,2
32,10,2,2,1,484,2,1,1,15,4,83,6,187,3,3,2
49,8,2,1,1,1830,2,1,1,15,4,136,1,-1,0,4,2
75,6,2,4,1,7819,1,1,1,15,4,261,1,97,4,2,1
37,5,2,3,1,2987,2,1,1,15,4,93,1,91,9,1,2
37,10,3,3,1,197,1,1,1,15,4,531,1,91,2,3,2
23,9,3,2,1,431,1,1,1,15,4,201,3,186,2,3,2
58,1,2,2,1,169,1,1,1,15,4,216,1,91,4,3,2
45,5,2,3,1,226,2,1,1,15,4,91,4,185,6,3,2
47,11,3,3,1,44,1,1,1,15,4,374,1,185,1,3,1
30,11,3,2,1,2424,1,1,1,15,4,337,1,95,2,3,2
30,1,3,3,1,41,2,1,1,15,4,68,4,186,2,3,1
25,8,3,2,1,199,1,1,1,15,4,101,2,-1,0,4,1
23,9,3,2,1,1234,1,1,1,15,4,379,1,91,1,3,2
34,5,2,3,1,271,2,1,1,15,4,308,1,94,4,3,2
27,5,3,3,1,-69,2,1,1,15,4,205,3,-1,0,4,2
28,9,3,3,1,1562,1,1,1,15,4,659,4,-1,0,4,2
65,6,2,2,1,3409,1,1,1,15,4,92,2,-1,0,4,1
77,6,2,1,1,2590,1,1,2,15,4,112,5,94,15,3,1
61,7,1,3,1,52587,1,1,1,15,4,394,3,189,1,3,2
27,2,3,2,1,535,1,1,1,15,4,171,1,91,2,3,2
34,5,3,3,1,2159,1,1,3,18,4,386,1,-1,0,4,2
28,1,2,3,1,167,2,2,1,18,4,126,2,-1,0,4,1
50,1,2,2,1,5361,1,1,1,18,4,276,3,195,1,1,1
58,5,2,3,1,473,1,1,1,18,4,1109,1,262,1,3,2
52,10,2,2,1,195,2,1,1,18,4,220,1,63,5,1,2
26,10,3,3,1,3411,1,1,1,18,4,236,1,183,2,3,1
59,5,2,3,1,2764,1,1,1,18,4,459,1,56,3,1,1
64,6,2,2,1,1612,1,1,1,18,4,362,1,183,4,1,1
38,1,1,2,1,407,2,2,1,18,4,146,1,183,1,1,1
48,1,2,2,1,660,1,1,1,18,4,318,1,561,2,3,2
28,10,3,2,1,154,2,1,1,18,4,416,2,-1,0,4,2
35,5,3,3,1,681,1,1,1,18,4,737,1,561,2,3,2
66,6,2,2,1,2326,1,2,1,18,4,232,1,181,1,3,2
25,7,3,4,1,1179,1,1,1,18,4,150,2,185,3,1,1
33,5,2,3,1,2213,1,1,1,18,4,240,1,385,9,1,1
52,8,2,2,1,961,1,2,1,18,4,222,1,553,4,1,2
26,1,3,3,1,2532,2,2,1,18,4,269,1,-1,0,4,2
36,11,2,2,1,1466,2,1,3,19,4,124,1,-1,0,4,1
38,5,3,3,1,455,2,1,1,19,4,255,2,555,6,3,2
59,7,2,3,1,2013,1,1,1,19,4,222,4,94,2,3,2
53,10,2,2,1,4807,1,1,2,19,4,255,3,-1,0,4,1
47,2,2,2,1,1568,2,1,1,19,4,388,1,262,7,3,2
48,5,2,3,1,0,1,2,1,19,4,204,4,182,1,3,2
56,6,2,1,1,16432,1,1,1,19,4,702,2,189,2,1,1
22,9,3,4,1,1215,1,1,1,19,4,145,3,192,1,1,2
82,6,2,2,1,121,1,1,2,19,4,330,1,-1,0,4,2
27,2,3,1,1,377,1,1,1,19,4,645,2,-1,0,4,2
60,6,1,2,1,1,1,1,1,19,4,302,1,184,1,3,2
44,2,2,1,1,622,2,1,3,21,4,66,1,-1,0,4,1
53,5,2,3,1,597,1,1,3,22,4,392,1,-1,0,4,2
27,9,3,3,1,5741,1,1,1,22,4,368,1,185,2,1,1
57,6,2,2,1,1230,1,1,1,22,4,200,1,-1,0,4,1
59,11,1,2,1,7469,1,1,1,22,4,287,1,130,1,1,1
39,5,3,3,1,763,1,1,1,22,4,543,1,189,1,1,2
27,12,3,4,1,326,1,1,1,22,4,326,1,-1,0,4,2
39,1,1,3,1,1176,1,1,1,22,4,327,1,-1,0,4,1
64,6,2,2,1,243,1,1,1,22,4,144,1,175,1,1,1
55,6,1,2,1,2204,1,1,1,22,4,261,1,264,1,1,2
57,2,2,2,1,1686,1,1,2,22,4,219,4,311,2,1,1
51,5,3,4,1,1277,1,1,1,22,4,143,5,294,1,1,1
37,2,2,2,1,4321,1,1,1,22,4,276,3,167,3,1,1
33,11,3,3,1,4874,1,1,2,22,4,363,2,-1,0,4,1
60,5,2,2,1,0,1,1,2,22,4,230,2,126,6,1,1
33,11,3,1,1,396,1,1,1,22,4,382,3,-1,0,4,1
35,5,2,3,1,1380,1,1,1,23,4,155,1,-1,0,4,2
26,5,3,3,1,0,1,1,1,23,4,176,1,-1,0,4,1
30,10,3,2,1,341,1,1,3,23,4,20,1,-1,0,4,1
23,9,3,2,1,381,1,1,1,23,4,696,1,189,2,2,2
80,4,2,1,1,0,1,1,1,23,4,639,1,189,1,1,2
29,9,3,2,1,67,1,1,1,23,4,211,1,187,5,3,2
47,1,2,2,1,368,1,1,1,23,4,269,1,187,5,3,2
72,6,1,3,1,438,1,1,1,23,4,279,1,-1,0,4,2
45,5,3,3,1,483,1,1,1,23,4,95,2,265,11,2,2
35,4,2,3,1,11219,1,1,1,23,4,135,1,195,3,1,1
37,11,2,3,1,7620,1,1,2,23,4,367,1,176,6,1,2
29,7,3,3,1,805,1,1,1,23,4,132,1,103,7,1,2
40,5,3,3,1,0,2,1,1,23,4,228,2,182,6,1,2
33,5,3,3,1,101,2,1,1,23,4,393,2,130,1,2,1
32,10,3,2,1,324,1,2,1,23,4,432,1,-1,0,4,2
35,5,3,3,1,747,1,1,1,23,4,141,2,176,3,1,1
32,5,2,3,1,302,2,2,3,23,4,61,1,384,2,1,2
40,2,3,1,1,118,1,1,3,23,4,16,1,-1,0,4,1
79,6,1,1,1,1910,1,1,2,24,4,98,2,-1,0,4,1
48,11,2,3,1,1571,2,1,1,24,4,104,3,-1,0,4,1
43,7,2,3,1,10072,1,1,1,24,4,145,1,100,4,1,1
54,10,2,2,1,65,1,1,1,24,4,87,1,91,3,1,1
40,10,2,2,1,826,1,1,3,24,4,174,1,267,2,2,1
20,9,3,2,1,215,1,1,1,24,4,175,1,92,6,3,2
48,4,2,3,1,5473,1,1,1,24,4,127,2,184,2,3,2
38,2,3,2,1,711,2,1,1,24,4,254,5,140,1,2,1
53,1,2,3,1,944,2,1,1,24,4,128,1,-1,0,4,1
60,1,2,2,1,106,1,1,1,24,4,137,1,187,4,3,2
34,10,2,3,1,31,1,1,3,24,4,108,1,-1,0,4,1
70,6,2,1,1,2346,1,1,1,24,4,694,1,184,5,1,2
78,6,1,2,1,3219,1,1,1,24,4,151,1,-1,0,4,2
61,5,2,3,1,87,2,1,1,24,4,190,2,-1,0,4,1
