%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au4-2500

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 {v1,v2,v3,v4,v5,v6}
@attribute V4 {v1,v2,v3,v4}
@attribute V5 numeric
@attribute V6 {v1,v2,v3}
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 {v1,v2,v3,v4}
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 {v1,v2,v3}
@attribute V13 {v1,v2}
@attribute V14 {v1,v2,v3,v4,v5}
@attribute V15 {v1,v2,v3,v4,v5,v6}
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 {v1,v2}
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 {v1,v2,v3,v4}
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 {v1,v2}
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 {v1,v2,v3,v4,v5,v6}
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 {v1,v2,v3,v4,v5}
@attribute V38 {v1,v2,v3,v4}
@attribute V39 {v1,v2,v3,v4,v5}
@attribute V40 {v1,v2}
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 {v1,v2,v3,v4,v5}
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 {v1,v2,v3,v4,v5,v6}
@attribute V48 {v1,v2,v3}
@attribute V49 {v1,v2,v3,v4,v5,v6}
@attribute V50 numeric
@attribute V51 {v1,v2,v3,v4,v5}
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 {v1,v2,v3,v4,v5}
@attribute V56 {v1,v2,v3,v4,v5}
@attribute V57 {v1,v2,v3}
@attribute V58 {v1,v2,v3}
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 {v1,v2,v3,v4,v5}
@attribute V65 numeric
@attribute V66 {v1,v2}
@attribute V67 numeric
@attribute V68 {v1,v2,v3,v4,v5}
@attribute V69 {v1,v2,v3,v4}
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute V77 numeric
@attribute V78 numeric
@attribute V79 {v1,v2,v3,v4,v5}
@attribute V80 numeric
@attribute V81 {v1,v2,v3,v4}
@attribute V82 numeric
@attribute V83 {v1,v2,v3}
@attribute V84 {v1,v2}
@attribute V85 numeric
@attribute V86 numeric
@attribute V87 numeric
@attribute V88 numeric
@attribute V89 {v1,v2,v3,v4,v5,v6}
@attribute V90 {v1,v2,v3}
@attribute V91 numeric
@attribute V92 {v1,v2}
@attribute V93 {v1,v2}
@attribute V94 numeric
@attribute V95 numeric
@attribute V96 {v1,v2,v3,v4,v5}
@attribute V97 {v1,v2,v3}
@attribute V98 {v1,v2,v3,v4,v5,v6}
@attribute V99 {v1,v2}
@attribute V100 {v1,v2,v3,v4,v5}
@attribute Class {class1,class2,class3}

@data
0,2,v2,v2,0.26,v2,0,1,v1,2,71918,v1,v2,v2,v2,0.14,769,31.5,v1,34,70.9,0.804,196,0,v3,1,453,0,0.939,552,v1,0.655,606,v4,5113,0.846,v2,v4,v3,v2,3,5963,0,v3,8.25,0,v5,v3,v5,0,v5,2,5.73,1,v1,v3,v2,v1,48396,6002,73.1,1,31.3,v4,1,v2,14328,v4,v4,6.92,0,6953,0.15,2343,2,91,83.7,0,v3,1,v3,6.5,v1,v1,53,4.58,2,448,v1,v2,0,v1,v2,1,5685,v2,v3,v1,v1,v2,class2
0,4,v4,v2,0.04,v1,1,2,v4,1,71990,v1,v2,v5,v3,0.1,772,37.2,v2,50,79.3,0.865,209,1,v4,0,477,2,0.94,833,v2,0.558,600,v3,4054,0.445,v2,v2,v4,v1,2,6204,3,v1,7.76,3,v4,v1,v6,2,v2,0,3.66,0,v1,v2,v2,v3,53975,5728,85.5,1,36.9,v5,0,v2,16073,v5,v3,5.57,2,6090,0.15,2469,2,91,81.8,2,v5,0,v4,6.39,v2,v1,45.5,4.15,0,558,v4,v3,2,v1,v2,0,5446,v4,v3,v3,v2,v4,class2
1,0,v5,v4,0.04,v2,1,3,v3,1,74347,v1,v1,v5,v3,0.23,301,26.3,v2,38,69.3,0.848,189,2,v1,1,281,2,0.927,687,v2,0.656,599,v4,5041,0.358,v4,v2,v5,v1,3,7272,1,v5,8.56,0,v6,v3,v6,0,v5,3,5.8,0,v4,v4,v2,v2,67509,5773,49.2,1,41.5,v5,2,v1,17912,v5,v3,7.49,1,6058,0.32,2796,2,69,83.9,5,v2,0,v3,6.4,v3,v1,63.8,4.07,0,438,v4,v1,0,v1,v2,0,5595,v2,v2,v4,v2,v2,class1
1,4,v3,v4,0.36,v2,1,0,v2,0,91265,v2,v1,v3,v1,0.41,297,37.1,v1,51,73.1,0.825,249,2,v1,1,458,4,0.943,710,v2,0.445,600,v2,3987,0.53,v5,v4,v2,v2,2,6099,3,v4,7.59,0,v1,v1,v3,0,v1,1,4.95,0,v5,v4,v1,v3,46285,6416,27.1,1,36.7,v5,1,v2,16713,v3,v4,5.58,1,6835,0.15,2759,1,68,79,3,v5,0,v1,3.79,v3,v1,46.2,5,2,390,v6,v3,0,v2,v2,0,5119,v3,v3,v4,v2,v2,class1
0,1,v3,v1,0.22,v1,0,1,v1,0,57294,v1,v1,v1,v5,0.25,857,37.1,v2,38,75.5,0.916,254,1,v1,1,352,0,0.929,818,v2,0.6,599,v5,5307,0.42,v3,v2,v2,v1,1,6254,2,v1,8.43,3,v6,v3,v6,1,v3,1,3.8,0,v1,v3,v2,v2,68530,6348,15.3,0,29.6,v1,2,v1,20324,v3,v1,6.66,3,6916,0.63,3996,2,78,82.2,2,v1,1,v3,3.73,v2,v1,45.7,7.71,2,434,v3,v3,1,v2,v1,0,5533,v2,v3,v3,v1,v4,class1
0,2,v4,v4,0.08,v3,0,3,v4,0,88981,v2,v1,v2,v2,0.11,780,33.9,v2,44,67.1,0.917,194,3,v3,1,440,4,0.929,858,v1,0.606,657,v2,4016,0.476,v4,v1,v4,v1,1,6128,2,v5,7.4,0,v5,v3,v4,1,v4,3,4,0,v1,v2,v3,v1,52558,6114,46.4,0,30.8,v5,1,v1,16070,v5,v3,6.89,0,6559,0.27,2804,1,87,79.6,1,v1,1,v4,6.87,v2,v2,46.7,4.57,0,444,v5,v3,0,v1,v1,1,5650,v2,v2,v4,v2,v2,class1
1,0,v2,v3,0.25,v3,0,2,v4,1,35715,v1,v1,v3,v4,0.3,325,35.1,v2,39,84.4,0.887,247,4,v2,1,326,0,0.939,554,v1,0.653,656,v6,5117,0.502,v4,v3,v5,v2,0,6139,0,v2,7.76,0,v3,v1,v5,0,v2,0,6.41,0,v4,v2,v1,v2,59681,6127,48.6,1,61.1,v4,2,v1,21680,v2,v1,5.93,0,5857,0.25,5961,0,67,79.1,3,v3,1,v4,6.9,v2,v2,43.8,4.62,3,549,v6,v2,2,v2,v1,1,5486,v4,v1,v5,v1,v3,class2
1,1,v4,v2,0.35,v3,1,1,v2,3,40122,v3,v2,v3,v4,0.27,461,36.2,v1,39,70.6,0.919,207,4,v2,1,312,0,0.931,846,v2,0.593,645,v1,5090,0.536,v1,v4,v5,v1,0,7288,4,v3,8.56,1,v2,v1,v6,0,v3,0,4.09,1,v2,v5,v1,v2,67332,6375,19.5,0,34.2,v4,0,v1,22213,v3,v4,7.17,0,7340,0.15,7897,1,76,79.7,5,v5,0,v4,5.73,v1,v2,46.1,7.47,2,473,v3,v2,0,v2,v1,0,5166,v3,v2,v2,v1,v2,class1
1,2,v5,v4,0.47,v1,1,3,v1,2,35749,v1,v1,v3,v1,0.54,446,37.2,v2,55,82.3,0.958,277,1,v2,1,469,3,0.942,573,v2,0.567,648,v2,3998,0.717,v3,v3,v1,v2,2,6190,2,v3,7.47,3,v5,v3,v4,0,v2,0,3.98,0,v4,v1,v3,v1,47835,6290,46.7,0,41.7,v2,0,v1,18344,v4,v2,6.89,2,6187,0.6,5098,1,83,81.6,2,v5,1,v3,6.34,v3,v2,52.3,4.25,2,895,v6,v2,1,v2,v1,0,5414,v2,v3,v4,v1,v2,class1
1,1,v2,v4,0.49,v3,1,2,v4,2,71932,v1,v1,v4,v6,0.25,800,26.6,v1,44,74.7,0.859,276,3,v1,0,459,2,0.935,822,v1,0.594,604,v3,5542,0.75,v2,v3,v1,v1,2,5596,0,v3,8.84,3,v2,v3,v4,2,v5,0,3.67,1,v5,v3,v3,v2,60533,6771,51,1,48.6,v4,0,v1,15336,v1,v2,6.64,3,6964,0.49,2838,2,74,80.2,2,v4,1,v4,6.33,v1,v2,52.1,4.52,0,437,v4,v1,1,v1,v2,1,5984,v4,v3,v5,v1,v3,class3
0,1,v5,v4,0.47,v3,0,1,v4,1,34589,v2,v1,v1,v6,0.34,386,33.6,v2,66,72.4,0.917,268,4,v4,1,429,2,0.935,548,v2,0.623,653,v3,5408,0.648,v2,v4,v1,v2,3,6397,2,v1,7.77,3,v3,v3,v1,0,v4,2,5.63,1,v2,v4,v1,v3,54741,6342,51.9,0,34.6,v1,1,v2,15215,v4,v1,5.57,0,6004,0.24,3089,2,69,82.4,4,v3,0,v4,4.08,v2,v1,46.7,3.73,0,446,v1,v1,0,v2,v2,0,5144,v1,v1,v1,v2,v3,class1
1,0,v2,v3,0.35,v1,0,2,v4,3,32032,v2,v2,v1,v4,0.28,765,34,v2,50,73.6,0.899,256,2,v2,1,316,0,0.941,841,v1,0.557,621,v5,4183,0.524,v4,v3,v3,v1,0,6381,4,v1,8.76,3,v3,v1,v2,0,v2,3,6.57,1,v2,v4,v2,v2,54391,5767,58.7,0,60.8,v4,2,v2,18442,v2,v4,7.04,1,6582,0.49,2352,2,76,81.9,1,v5,1,v4,6.49,v2,v1,45.9,7.03,1,733,v1,v3,0,v1,v1,1,5750,v1,v2,v6,v2,v1,class2
0,4,v4,v4,0.48,v3,0,0,v4,3,33979,v3,v2,v1,v6,0.17,382,33.3,v2,61,76.6,0.884,238,4,v4,1,340,4,0.925,704,v1,0.574,639,v6,5268,0.511,v4,v2,v2,v1,3,6265,3,v5,8.14,0,v3,v1,v5,1,v2,2,6.91,1,v2,v4,v3,v1,42026,6395,18.4,0,60.6,v4,0,v2,17308,v2,v1,6.96,1,6172,0.63,6740,1,68,79.7,4,v2,1,v2,3.63,v1,v2,44.1,4.84,2,887,v6,v3,0,v2,v1,0,5635,v3,v3,v2,v1,v2,class2
0,1,v4,v2,0.44,v2,0,0,v3,2,35721,v2,v2,v5,v4,0.29,395,29.9,v2,50,80,0.913,222,1,v4,0,287,2,0.909,548,v2,0.549,597,v2,5470,0.154,v2,v4,v4,v2,2,6401,2,v2,7.34,3,v4,v2,v5,2,v2,2,4.77,0,v5,v1,v2,v2,45719,7064,76.7,1,29.9,v2,2,v1,13423,v3,v2,5.58,1,6602,0.38,7948,2,82,84.3,2,v1,1,v1,3.35,v2,v2,60.4,6.16,1,449,v2,v3,0,v2,v2,1,5661,v3,v1,v1,v2,v3,class1
1,3,v3,v3,0.34,v3,0,0,v1,0,42920,v3,v2,v5,v3,0.54,857,29.7,v2,31,66.3,0.958,220,2,v1,1,384,1,0.91,636,v2,0.582,658,v6,5212,0.471,v3,v1,v3,v2,1,5385,3,v5,7.32,3,v5,v2,v5,1,v3,3,4.43,1,v3,v2,v2,v2,53582,5835,38,0,30.5,v1,0,v1,20348,v1,v1,6.64,0,6161,0.15,3069,1,69,80.6,5,v2,0,v1,3.65,v2,v1,56.3,5.92,3,485,v6,v2,2,v1,v2,1,5768,v3,v3,v6,v2,v4,class1
1,0,v6,v2,0.06,v3,1,1,v2,3,43698,v3,v1,v2,v2,0.5,337,33.7,v1,66,83.6,0.932,258,3,v2,0,314,3,0.936,881,v1,0.612,593,v3,4593,0.917,v1,v2,v1,v1,1,7289,3,v2,8.58,2,v1,v1,v4,2,v3,0,5.06,0,v2,v4,v1,v1,53327,6273,37.8,0,30.2,v4,0,v2,21334,v5,v2,6.97,1,6861,0.2,5871,2,91,79,1,v4,0,v1,3.95,v2,v1,55.2,5.58,1,444,v2,v1,1,v1,v2,0,5283,v4,v1,v1,v1,v2,class1
1,0,v2,v4,0.36,v1,1,2,v2,3,72033,v2,v1,v3,v2,0.22,741,29.5,v1,35,80.9,0.901,228,3,v2,1,446,1,0.916,603,v1,0.618,655,v4,6617,0.376,v4,v2,v4,v2,2,7075,3,v3,7.44,3,v5,v3,v4,0,v5,0,3.85,1,v1,v1,v3,v1,44921,6296,86.5,0,29.6,v1,1,v1,16082,v4,v1,5.57,0,6642,0.35,3137,1,87,84.5,2,v2,1,v2,6.73,v3,v2,46,4.34,3,903,v2,v3,1,v1,v1,0,5102,v5,v3,v2,v1,v2,class2
0,4,v4,v2,0.05,v1,0,0,v4,3,35535,v1,v2,v1,v3,0.29,741,29.2,v1,27,69.4,0.942,188,3,v3,0,331,4,0.931,749,v2,0.613,599,v1,6279,0.133,v1,v3,v3,v1,2,5392,3,v2,7.39,1,v4,v3,v4,2,v2,0,4.71,0,v5,v3,v2,v2,65664,6343,28.9,1,32.7,v2,0,v2,19147,v2,v4,5.57,1,6324,0.31,5387,2,74,79.7,3,v5,0,v2,5.44,v1,v1,48,7.81,3,579,v5,v3,2,v2,v2,0,5484,v5,v1,v4,v2,v2,class1
0,2,v2,v1,0.21,v1,1,2,v4,3,71939,v2,v2,v4,v6,0.48,879,33.3,v2,58,81.8,0.873,253,1,v2,1,312,1,0.914,707,v2,0.584,623,v5,4043,0.329,v2,v2,v2,v1,2,5428,2,v4,7.65,2,v4,v2,v6,0,v3,0,4.98,1,v1,v1,v2,v3,52344,6164,48,1,60.3,v3,2,v1,18059,v1,v2,7.52,0,6911,0.49,6170,2,68,79.3,3,v2,1,v4,5.36,v3,v1,43.8,6.52,1,740,v1,v2,2,v1,v2,1,5833,v4,v2,v6,v2,v3,class2
0,4,v2,v2,0.34,v3,0,2,v2,3,71940,v1,v1,v4,v3,0.13,341,33.3,v1,42,80.4,0.938,207,0,v2,0,290,4,0.943,566,v1,0.642,625,v3,5261,0.162,v1,v1,v2,v1,1,6247,3,v4,7.47,0,v2,v2,v1,2,v1,3,3.68,0,v1,v5,v2,v2,54355,5881,74.2,0,37.1,v4,1,v1,16076,v5,v1,7.47,2,5778,0.43,5282,0,68,79.6,5,v1,1,v2,4.06,v2,v1,45.1,7.89,0,777,v3,v3,1,v2,v2,1,5132,v4,v1,v1,v2,v5,class2
0,4,v3,v2,0.21,v3,1,0,v2,0,54889,v2,v1,v2,v2,0.47,896,34.7,v2,50,84.3,0.931,239,2,v3,1,322,2,0.914,761,v2,0.446,637,v1,6467,0.399,v5,v4,v5,v2,3,6400,3,v5,7.94,0,v1,v2,v2,2,v4,0,6.44,0,v5,v1,v1,v3,50423,6039,45.5,0,29.3,v4,1,v2,18079,v1,v2,7.24,0,6817,0.71,3247,0,90,82.7,3,v1,1,v2,6.31,v3,v2,44.8,4.41,1,559,v5,v2,1,v1,v2,1,5566,v5,v3,v6,v2,v1,class2
1,4,v1,v4,0.49,v2,1,3,v1,1,40906,v2,v2,v1,v3,0.47,858,37.2,v2,50,72.1,0.84,266,2,v4,0,303,3,0.909,881,v2,0.649,636,v5,6292,0.478,v4,v4,v3,v2,0,6232,0,v3,7.75,0,v2,v2,v6,0,v2,0,6.74,1,v5,v3,v3,v3,58995,5736,33.8,1,61.3,v4,0,v1,17013,v3,v4,6.66,3,6087,0.48,5310,2,68,79.6,0,v2,0,v3,6.36,v1,v2,50.9,4.48,2,550,v4,v3,0,v2,v1,0,5904,v1,v1,v3,v2,v3,class1
1,2,v5,v4,0.05,v1,1,3,v3,0,72090,v1,v1,v4,v3,0.51,440,33,v1,51,84.6,0.953,251,4,v3,0,466,0,0.91,709,v1,0.454,653,v4,5300,0.393,v5,v2,v1,v2,3,5955,3,v1,7.49,3,v3,v1,v4,1,v5,2,5.6,0,v1,v5,v1,v2,53261,6457,51.1,0,37,v4,1,v1,20019,v5,v2,5.58,3,6163,0.39,2771,2,71,79.4,4,v3,0,v1,3.63,v2,v1,43.9,3.45,2,656,v6,v2,2,v2,v2,1,5948,v4,v1,v4,v2,v1,class3
1,2,v5,v4,0.21,v3,1,1,v2,2,42142,v2,v1,v5,v2,0.09,318,31.3,v2,61,81.3,0.851,275,2,v1,1,446,2,0.937,549,v1,0.619,653,v1,6473,0.586,v5,v4,v2,v1,0,6248,0,v1,7.61,1,v5,v2,v5,1,v3,2,4.56,1,v3,v2,v1,v2,54638,6112,48.8,1,53.4,v1,1,v1,20308,v4,v1,6.7,2,6222,0.57,6178,2,89,79.8,3,v2,1,v4,6.36,v1,v2,57.8,4.57,0,440,v1,v1,0,v1,v1,0,5676,v1,v3,v3,v2,v2,class3
1,1,v5,v4,0.48,v2,0,1,v3,3,40968,v1,v2,v4,v5,0.28,425,30.9,v2,27,67.8,0.837,282,0,v2,0,285,0,0.915,878,v2,0.601,652,v5,5020,0.138,v4,v2,v3,v1,1,6178,0,v4,7.86,3,v2,v1,v4,1,v4,2,5.31,1,v5,v2,v1,v1,53983,6273,37.4,0,61.2,v2,1,v1,16480,v4,v4,6.3,0,6860,0.67,3036,1,68,79.4,1,v1,0,v1,3.63,v2,v2,49.3,4.98,2,493,v4,v3,0,v2,v1,1,5362,v1,v2,v5,v2,v5,class1
0,1,v3,v2,0.38,v2,0,1,v2,0,71931,v3,v1,v5,v6,0.39,901,32.7,v1,45,67.2,0.906,241,4,v2,1,410,4,0.939,881,v1,0.597,596,v3,5032,0.149,v1,v2,v2,v2,3,6243,4,v5,7.91,0,v2,v2,v5,0,v2,1,4.01,0,v2,v1,v1,v1,42716,6455,13.5,0,38.3,v1,2,v1,18430,v1,v4,6.83,3,6121,0.15,3459,2,82,82.7,5,v1,0,v4,6.5,v1,v1,45.1,6.54,3,386,v4,v2,0,v2,v1,0,5920,v3,v3,v6,v1,v3,class1
0,4,v3,v4,0.41,v3,0,2,v4,3,31271,v2,v2,v3,v3,0.3,808,30.9,v1,61,68.8,0.957,250,4,v1,0,334,3,0.936,664,v2,0.477,622,v1,4778,0.602,v1,v2,v5,v2,0,5450,2,v4,7.64,3,v5,v1,v2,2,v2,1,6.93,0,v2,v3,v3,v2,65656,6328,17.2,0,60.1,v3,0,v2,18908,v3,v2,7.12,3,7340,0.73,2355,1,72,83.6,0,v4,0,v4,3.7,v1,v2,44.9,5.19,2,482,v5,v3,1,v1,v1,0,5874,v1,v3,v1,v1,v5,class2
1,4,v4,v2,0.45,v3,1,1,v3,1,32111,v1,v2,v4,v1,0.21,361,26.4,v2,29,79.9,0.85,191,1,v3,0,359,0,0.941,695,v1,0.458,645,v3,6662,0.521,v3,v3,v5,v2,2,6079,0,v5,8.5,0,v2,v3,v6,2,v2,0,3.91,1,v3,v2,v1,v3,54344,5679,51.6,0,51.7,v4,2,v2,21825,v4,v2,5.57,0,6013,0.36,3561,2,68,79.4,3,v2,1,v4,4.12,v1,v1,45,4.6,2,457,v5,v1,2,v2,v1,1,5528,v1,v3,v4,v1,v1,class1
1,2,v3,v1,0.23,v2,1,2,v2,1,31130,v1,v1,v3,v2,0.57,452,27.8,v1,48,75.8,0.899,284,3,v2,1,433,0,0.925,548,v1,0.647,597,v3,6148,0.319,v1,v4,v4,v2,3,5509,3,v5,7.29,3,v5,v1,v2,2,v3,2,5.01,0,v1,v5,v2,v1,73041,6429,66.3,1,61.2,v1,0,v1,21075,v2,v4,6.81,3,6544,0.55,2819,1,79,79,5,v2,0,v4,3.38,v2,v1,47.6,4.26,3,432,v6,v1,1,v1,v1,0,5530,v3,v3,v5,v2,v4,class2
0,2,v5,v1,0.04,v2,0,1,v1,2,62131,v1,v2,v3,v1,0.57,809,35.5,v2,42,73.3,0.929,271,3,v1,1,426,0,0.919,865,v1,0.628,601,v3,5294,0.662,v5,v1,v2,v2,1,6201,0,v1,7.68,3,v4,v1,v5,1,v1,1,7.38,0,v2,v3,v1,v2,44902,5890,67.4,1,34.3,v3,0,v1,20786,v1,v1,5.59,0,7058,0.33,2978,0,75,79.4,2,v2,1,v2,6.77,v2,v2,44.2,6.05,1,888,v5,v2,0,v2,v2,0,5732,v2,v3,v4,v1,v4,class2
1,2,v6,v4,0.05,v1,1,3,v3,1,72075,v2,v1,v3,v5,0.32,898,37.1,v1,29,77.5,0.861,264,2,v1,0,462,1,0.939,558,v1,0.605,655,v1,6339,0.542,v5,v4,v2,v2,1,5740,3,v5,8.01,2,v4,v1,v1,0,v4,1,4.65,1,v4,v3,v3,v1,53408,6416,79.2,0,41.5,v3,0,v1,16407,v2,v1,6.64,2,7053,0.15,2801,0,87,79.6,0,v4,0,v1,3.8,v3,v2,47.3,7.73,2,404,v1,v3,2,v1,v1,1,5142,v2,v2,v3,v2,v2,class3
0,3,v4,v4,0.31,v3,0,3,v4,3,81649,v3,v2,v5,v3,0.39,839,35.4,v2,36,69.8,0.848,276,2,v2,1,353,3,0.909,701,v1,0.557,659,v4,6193,0.494,v5,v2,v5,v2,1,6150,1,v3,7.41,3,v5,v2,v3,0,v5,0,5.36,0,v4,v2,v3,v3,45131,6966,14.9,0,31.3,v5,1,v1,20222,v3,v1,5.57,2,6634,0.15,2768,2,69,79.3,1,v4,0,v3,3.98,v3,v2,45.6,6.81,0,460,v1,v1,1,v2,v1,0,5632,v2,v2,v2,v1,v5,class1
1,0,v5,v1,0.32,v1,1,0,v4,2,42611,v3,v1,v2,v3,0.21,796,33.5,v1,52,70.2,0.872,277,4,v4,1,485,0,0.943,868,v1,0.583,653,v6,5061,0.254,v4,v2,v4,v2,2,5908,4,v3,7.7,0,v6,v3,v3,0,v2,1,3.91,0,v5,v5,v3,v1,70918,6320,40.7,1,30.6,v4,0,v1,19374,v5,v1,6.96,1,6382,0.63,3451,0,68,79.2,4,v3,0,v2,6.5,v2,v1,60.5,7.94,1,797,v3,v3,0,v1,v1,0,6063,v3,v2,v2,v1,v5,class2
1,2,v6,v3,0.49,v2,1,3,v4,3,94089,v3,v2,v1,v3,0.17,824,33.5,v1,33,69.9,0.833,230,1,v2,1,371,3,0.909,578,v1,0.633,649,v6,5916,0.171,v1,v1,v1,v2,2,6271,2,v5,7.38,3,v5,v1,v1,1,v3,3,6.91,0,v5,v2,v1,v2,53506,6433,45.4,0,49.4,v4,0,v1,16814,v1,v3,6.97,2,6926,0.21,2993,1,86,79.7,5,v2,1,v3,6.94,v3,v1,47.3,8.01,2,452,v4,v1,0,v1,v1,0,5264,v3,v3,v4,v2,v2,class2
1,2,v2,v3,0.43,v2,1,2,v1,1,47561,v1,v1,v4,v4,0.25,758,33.3,v1,50,73.1,0.829,269,2,v3,1,334,0,0.943,621,v1,0.614,658,v4,6591,0.527,v3,v3,v5,v1,2,6375,2,v2,7.52,3,v5,v2,v6,2,v1,0,6.83,0,v3,v3,v2,v2,53941,6728,50.8,1,60.2,v5,1,v1,17048,v5,v4,5.57,1,7156,0.57,3002,1,68,79.5,5,v1,1,v4,4.53,v3,v2,45.8,3.95,2,891,v2,v2,1,v2,v1,0,5162,v4,v2,v3,v2,v1,class2
0,4,v5,v3,0.26,v2,0,2,v1,2,37828,v1,v1,v4,v1,0.55,517,37.1,v2,38,73.6,0.885,237,4,v3,1,441,1,0.929,610,v2,0.492,604,v3,5148,0.461,v2,v2,v1,v2,1,6105,1,v2,8.76,3,v2,v1,v4,2,v2,2,7.26,0,v5,v4,v1,v1,64149,5776,33.3,0,37.5,v1,0,v2,19887,v5,v2,6.84,2,6976,0.7,5695,1,67,79,0,v1,0,v4,3.64,v3,v2,55.6,3.93,3,463,v1,v3,1,v1,v2,1,5331,v1,v2,v4,v2,v4,class1
0,0,v3,v3,0.48,v1,0,2,v4,2,30698,v3,v1,v3,v4,0.33,362,37.2,v2,45,66.6,0.917,250,3,v3,1,396,1,0.923,838,v2,0.612,659,v4,4619,0.252,v5,v4,v1,v1,0,5437,4,v1,7.6,3,v2,v1,v5,1,v3,0,3.68,0,v3,v3,v2,v1,54544,5680,45.3,0,53,v2,1,v1,20022,v2,v1,6.98,2,6713,0.58,7863,1,67,79.1,3,v4,0,v4,5.16,v1,v2,45.9,7.49,1,426,v3,v2,1,v2,v2,0,5053,v2,v1,v3,v2,v1,class2
