%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au6-cd1-400

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 {v1,v2}
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 {v1,v2}
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 {v1,v2,v3}
@attribute Class {class1,class2,class3,class4,class5,class6,class7,class8}

@data
3.53,54527,27.7,2.22,92090,0.315,72.5,71,4.67,4.9,50.9,v1,0.695,92.5,4257,804,0.884,6.12,0.13,783,33.7,0.3,2.57,86.8,7.47,0.395,0.608,0.45,9.04,0.22,v2,56.6,0.55,63.9,57.2,0.74,18917,7.11,0.769,v2,class4
3.87,53627,38.6,0.54,60102,0.314,71.6,56,4.59,8.7,50.7,v1,0.646,93.6,7308,769,0.255,5.98,0.58,454,34.2,0.32,1.9,93.4,6.73,0.099,0.465,0.74,9.03,0.46,v1,47.5,0.44,81,57.5,0.75,53750,7.23,0.723,v1,class6
3.66,52909,19.4,3.25,22808,0.316,80.7,92,4.63,4,50.2,v1,0.633,84.3,5322,744,0.643,3.59,0.13,817,30.4,0.32,3.63,94.3,6.74,0.217,0.621,0.55,9.04,0.29,v2,56.1,0.63,27.6,56.3,0.32,53947,7.3,0.79,v1,class8
3.72,54863,44.4,3.23,20632,0.157,77.3,87,4.58,5.6,53.2,v1,0.645,86.4,5123,772,0.624,5.68,0.56,691,34.1,0.2,3.14,79.4,6.83,0.626,0.403,0.66,9.06,0.46,v1,59.5,0.58,21,59.7,0.84,17938,6.98,0.711,v1,class3
3.64,48108,38.7,1.96,20715,0.158,73.6,85,4.68,6.2,55.7,v2,0.624,96.2,5094,760,0.446,5.85,0.72,609,26.2,0.18,2.67,84.6,7.32,0.103,0.365,0.89,9.17,0.43,v2,58.9,0.4,22.8,58.3,0.74,55238,6.27,0.765,v1,class3
1.77,53602,27.8,2.01,58444,0.496,73,81,4.66,8.7,50.2,v1,0.65,95.2,7503,765,0.237,4.15,0.7,822,24.3,0.25,1.24,89,6.7,0.214,0.62,0.88,9.2,0.33,v1,60,0.61,62.2,71.6,0.88,68051,6.67,0.686,v1,class2
2.59,55357,37.3,2.06,23504,0.497,73.4,94,4.36,4.5,50.5,v2,0.863,88.4,6598,795,0.378,6.11,0.21,341,24,0.3,2.75,80.4,6.76,0.377,0.45,0.91,9.11,0.38,v1,61.1,0.36,17.8,57.5,0.87,23999,7.42,0.734,v2,class3
3.59,55077,33.2,1.9,57391,0.154,72.8,93,4.26,7.9,50.2,v1,0.676,48.8,6970,744,0.571,3.15,0.42,222,25.8,0.16,3.01,63.9,7.19,0.687,0.469,0.96,9.69,0.61,v1,59.9,0.59,69.4,70.3,0.84,68973,7.58,0.736,v3,class3
1.74,56632,25.1,2.24,88037,0.495,81,89,4.42,8.2,50.2,v2,0.709,83.8,4982,764,0.295,6,0.58,485,26.3,0.43,2.52,93.9,6.7,0.528,0.345,0.49,9.88,0.21,v1,61.5,0.45,59.6,69,0.53,54336,6.66,0.769,v3,class1
3.82,55404,12,1.83,19451,0.316,77.8,88,4.26,6.7,50.6,v2,0.644,88.3,5164,769,0.667,3.44,0.41,722,31.8,0.26,3.46,95,7.03,0.193,0.446,0.9,9.65,0.4,v1,54.2,0.49,68.5,72.6,0.34,56051,7.61,0.724,v3,class3
3.86,49494,46.7,1.51,58042,0.438,73.2,94,4.31,4,54.6,v2,0.864,95.7,4211,763,0.243,6.27,0.71,293,26.3,0.45,0.69,79.2,8.01,0.219,0.622,0.87,9.32,0.26,v2,55.6,0.42,67.8,70.4,0.76,25142,7.45,0.699,v3,class6
2.92,53780,26.3,1.99,23168,0.315,74.9,74,4.41,6.9,50.3,v2,0.593,87.8,4978,804,0.726,4.59,0.43,258,25.1,0.23,3.96,97.8,6.72,0.927,0.429,0.51,9.1,0.49,v2,56.5,0.42,19.2,54.7,0.89,50393,8.01,0.794,v1,class3
2.18,53517,37.6,0.95,19654,0.315,77.8,71,4.57,3.7,51,v2,0.656,77.3,5041,740,0.766,3.15,0.4,721,34.4,0.46,2.27,83.5,7.06,0.494,0.393,0.43,9.11,0.39,v2,61.3,0.62,27.8,71.2,0.64,70878,7.61,0.747,v3,class6
2.35,55804,38.2,0.94,33641,0.147,84.5,70,4.61,8,54.7,v2,0.635,89.4,7079,763,0.596,3.98,0.13,340,30.3,0.25,1.7,94.5,7.85,0.215,0.624,0.6,9.1,0.22,v1,61.5,0.38,70.7,68.7,0.74,15668,8.2,0.74,v3,class3
3.69,55239,18.1,0.91,20472,0.158,79.6,93,4.65,9.2,50.2,v2,0.675,81.8,4599,766,0.647,4.61,0.53,603,26.4,0.32,2.96,93.9,8.56,0.864,0.598,0.95,9.11,0.36,v2,59,0.49,60.2,72.5,0.88,28347,6.59,0.765,v2,class4
3.09,51056,44.4,0.4,61554,0.316,74.4,78,4.68,3.8,52.2,v1,0.864,80.4,5803,788,0.47,4.74,0.15,607,32.8,0.27,3.13,88.5,8.03,0.487,0.358,0.5,9.05,0.22,v2,51.1,0.5,24,65.8,0.63,53930,8.59,0.739,v2,class3
3.46,49354,38.7,2.34,19432,0.167,76.4,86,4.24,4.6,55.2,v1,0.645,69.8,4710,791,0.65,5.78,0.72,306,24.2,0.41,1.8,87.5,7.12,0.2,0.326,0.97,9.58,0.48,v1,56.2,0.44,76.6,70.2,0.88,54494,7.13,0.716,v3,class1
3.82,55314,30.1,1.8,21188,0.315,77,68,4.48,3.5,50.3,v1,0.61,95.9,5949,810,0.59,5.91,0.5,596,30.1,0.27,4.04,84.7,6.79,0.198,0.405,0.85,9.05,0.56,v1,58.1,0.36,59.8,66.1,0.21,55952,7.22,0.743,v1,class3
3.88,56594,23.6,1.85,72841,0.166,78.6,86,4.34,3.6,50.9,v2,0.657,44.9,5196,760,0.234,6.31,0.63,815,29.4,0.29,3.74,94.5,7.33,0.591,0.334,0.93,9.37,0.39,v1,58.8,0.5,83.3,60.8,0.39,21400,7.46,0.745,v1,class3
2.01,55010,51.2,1.98,19187,0.164,79,78,4.69,5.6,50.5,v2,0.634,81.2,6144,798,0.721,4.75,0.7,773,25.8,0.47,0.62,84.2,7.89,0.207,0.523,0.84,9.13,0.3,v1,49.4,0.48,87.4,64.4,0.85,53807,6.44,0.807,v3,class8
3.76,54757,51.3,2.8,59170,0.166,75.7,60,4.3,9.2,50.2,v1,0.645,83.5,6074,757,0.553,4.28,0.58,468,29.8,0.29,1.4,89,6.72,0.174,0.622,0.48,9.04,0.55,v1,60.8,0.57,21.3,60.2,0.55,20113,7.46,0.822,v1,class8
1.94,56686,39.6,3.06,21465,0.497,75.8,94,4.59,4.2,56,v1,0.546,74.6,5819,747,0.648,4.87,0.14,784,24.1,0.19,0.74,82.8,6.73,0.496,0.36,0.54,9.23,0.3,v1,58.3,0.54,46,57.2,0.75,53228,7.23,0.78,v2,class3
2.23,46521,40,0.61,22330,0.498,79.7,65,4.55,7.8,52.8,v1,0.686,78.2,6658,748,0.571,5.83,0.58,817,34,0.27,3.71,93.4,7.03,0.105,0.355,0.55,9.1,0.43,v1,58.9,0.54,32.9,59.3,0.67,68764,7.73,0.811,v1,class3
3.69,53377,21.5,1.83,58519,0.167,76.5,91,4.28,8,50.2,v2,0.749,79.2,5343,800,0.733,6.14,0.69,419,26.4,0.46,1.44,63.6,7.98,0.345,0.61,0.88,9.1,0.3,v1,57.5,0.45,78.3,54.8,0.33,55628,7.3,0.735,v3,class6
1.62,51621,26.2,1.07,84378,0.495,83.5,93,4.36,5,53.2,v2,0.68,60.3,6350,760,0.636,6.01,0.68,817,28.2,0.15,0.99,85.9,7.28,0.652,0.586,0.95,9.59,0.5,v1,48.7,0.59,52.1,59,0.76,24184,7.94,0.786,v2,class2
3.56,53008,46,1.89,24312,0.164,78.1,73,4.7,6.6,53.8,v2,0.675,75.9,6806,801,0.735,6.13,0.53,602,27.7,0.26,1.14,68.1,6.97,0.579,0.58,0.49,9.08,0.23,v1,49.5,0.47,23.7,60.9,0.51,32646,6.88,0.763,v2,class4
2.64,56308,35.8,1.69,59722,0.315,77.5,88,4.64,3.6,51.5,v1,0.654,85.2,6840,740,0.65,5.04,0.16,819,26.2,0.22,4.08,98.8,6.89,0.212,0.622,0.79,9.1,0.27,v2,58.8,0.5,59.4,63.1,0.81,80521,7.81,0.763,v2,class2
3.35,52010,22.1,3.15,60127,0.315,71.5,52,4.49,6,51.2,v2,0.671,61.3,5059,773,0.405,6.01,0.52,599,28.3,0.22,1.22,84.3,7.02,0.231,0.444,0.42,9.06,0.62,v2,59.6,0.45,86.5,66.1,0.33,30111,7.98,0.749,v3,class4
3.24,49822,18.4,1.85,23438,0.145,76.9,62,4.63,9.1,52.7,v1,0.649,88.4,4343,767,0.267,6.1,0.14,400,29.6,0.47,1.5,83.3,7.04,0.184,0.621,0.81,9.18,0.22,v2,60,0.44,66.2,72.7,0.88,25052,6.58,0.724,v1,class2
3.54,54439,39,0.85,96532,0.349,78.2,68,4.7,8.3,53.5,v2,0.644,82.4,6252,763,0.241,5.9,0.53,603,29.1,0.21,3.76,69.7,7.44,0.67,0.618,0.82,8.25,0.62,v1,59.6,0.63,88.9,55.1,0.84,26360,6.27,0.825,v1,class3
2.07,53619,28.1,0.82,22759,0.154,77.1,71,4.3,8,52.6,v2,0.864,54.3,7149,806,0.643,5.9,0.28,562,25.2,0.37,3.85,92.8,7.27,0.395,0.554,0.96,9.08,0.25,v1,61.2,0.51,27.8,57,0.59,31501,7.08,0.833,v1,class5
3.66,55912,51,2.71,58139,0.435,73.5,71,4.64,4.4,51.3,v1,0.645,95.7,4761,762,0.239,4.29,0.41,345,25,0.2,3.46,91,7.11,0.281,0.497,0.9,9.13,0.55,v1,59.3,0.47,21.8,59,0.73,21090,6.25,0.738,v1,class4
2.86,56264,42.6,0.8,74453,0.315,78.4,64,4.64,3.6,50.2,v1,0.687,84,4910,760,0.646,5.97,0.69,606,33.4,0.44,2.39,87.3,6.95,0.218,0.443,0.64,9.05,0.29,v1,53.2,0.54,18.6,57.3,0.29,19630,6.91,0.763,v3,class7
2.48,51896,34.9,1.84,48630,0.155,82.5,79,4.44,9,50.9,v2,0.604,77.2,6743,806,0.664,5.95,0.54,332,30.4,0.26,2.74,92.1,6.9,0.123,0.622,0.48,9.47,0.62,v2,58.7,0.34,21.9,65.6,0.63,48041,7.15,0.72,v3,class1
3.28,52803,34.4,1.73,24160,0.316,79.6,74,4.66,3.5,50.2,v1,0.652,80.9,7064,800,0.49,4.91,0.65,699,34.1,0.25,1.17,85.6,6.88,0.539,0.369,0.54,9.34,0.27,v1,60.2,0.36,22.5,66.4,0.89,57292,7.94,0.826,v2,class2
2.5,49249,15.6,3.16,82322,0.153,77.1,89,4.36,5.9,53.3,v1,0.846,79.6,6322,762,0.648,5.94,0.37,317,31.3,0.18,1.95,95.5,7.92,0.284,0.49,0.73,9.37,0.27,v2,55.4,0.46,19.5,58.5,0.63,16926,6.78,0.838,v2,class3
3.8,49571,51.1,1.83,88358,0.294,71.7,87,4.55,7.2,51.2,v2,0.651,80.4,5545,805,0.247,4.66,0.37,823,31.3,0.26,1.64,74.2,8.68,0.482,0.508,0.83,8.22,0.44,v1,60.1,0.43,28.5,71.1,0.18,51569,7.42,0.779,v3,class7
2.19,52460,39.9,0.44,20358,0.149,73,59,4.24,9.1,50.3,v2,0.601,53.9,6693,760,0.465,5.41,0.42,738,27.5,0.47,3.53,94.8,7.04,0.109,0.625,0.9,9.78,0.23,v1,53.8,0.52,21.9,62.7,0.63,42388,6.97,0.825,v3,class3
3.41,46744,44.8,0.43,93096,0.316,76.3,68,4.46,9.5,53.3,v1,0.73,74.2,6406,761,0.648,3.99,0.37,244,29.9,0.17,1.08,95.8,7.13,0.819,0.346,0.9,9.03,0.24,v2,58.2,0.62,24.7,63.4,0.64,74655,6.95,0.763,v2,class4
3.65,46914,15.7,1.85,58071,0.492,81.7,94,4.37,9,50.2,v2,0.738,89.1,6509,785,0.24,4.82,0.71,740,25.2,0.15,3.95,81.5,6.95,0.116,0.571,0.54,9.63,0.42,v2,50.9,0.61,67.2,70.8,0.79,52498,7.53,0.722,v3,class8
3.41,55270,48.5,1.84,29871,0.165,71.7,80,4.45,5.2,54,v1,0.69,90.9,6960,806,0.244,4.02,0.33,633,32.9,0.28,3.87,78.7,8.45,0.222,0.325,0.46,9.5,0.38,v2,59.4,0.35,27.2,59.7,0.49,85604,6.48,0.735,v1,class3
3.71,50863,12,2.37,59891,0.498,77.9,88,4.7,4.8,50.3,v2,0.668,86.3,5529,745,0.596,5.62,0.5,265,32.6,0.23,0.41,98,7.93,0.251,0.514,0.59,8.95,0.62,v1,55.2,0.45,26.4,58.6,0.53,87163,6.6,0.757,v3,class1
2.72,49746,40,3.35,19336,0.496,73.1,84,4.28,7,52.3,v2,0.65,78.4,6398,771,0.609,5.67,0.17,789,25.1,0.24,2.73,81.7,6.86,0.112,0.371,0.64,8.97,0.39,v1,47.4,0.48,79.5,64.2,0.41,58343,6.47,0.74,v2,class3
3.48,52967,36.6,1.95,23959,0.315,77.7,87,4.67,9.4,50.2,v2,0.685,90.3,6272,752,0.646,5.94,0.49,325,24.8,0.22,0.7,83.7,7.8,0.529,0.626,0.92,9.74,0.26,v1,50.9,0.42,23.6,59.5,0.8,54276,7.65,0.819,v2,class4
3.53,47391,51.2,1.2,82965,0.293,75.1,65,4.67,3.8,54.7,v2,0.655,77.7,4523,757,0.344,3.31,0.14,694,27.7,0.18,3.04,65.5,7.29,0.915,0.622,0.76,9.07,0.26,v1,60.2,0.54,19.6,62.8,0.58,72873,6.87,0.686,v1,class4
3.62,46680,51,2.09,22708,0.316,72.4,65,4.65,7.2,51.1,v2,0.651,43,6381,779,0.869,6.03,0.69,823,24.1,0.16,2.41,92.9,6.99,0.174,0.425,0.96,9.11,0.47,v2,59.6,0.4,68.6,59.6,0.64,85620,6.6,0.749,v1,class1
3.67,54865,42.9,1.88,58668,0.266,71.8,65,4.6,6.9,51,v1,0.863,81,4791,809,0.24,5.09,0.67,356,24.8,0.19,1.51,93.1,6.8,0.918,0.599,0.86,9.08,0.58,v2,51.3,0.45,49.5,59.9,0.53,54618,8.37,0.767,v3,class7
3.8,50097,37.4,2.04,58018,0.496,72.6,62,4.34,8.4,53.1,v2,0.626,77.7,5217,763,0.439,5.25,0.62,815,33.7,0.28,0.97,80.3,6.88,0.243,0.444,0.75,9.11,0.43,v1,58.1,0.42,88.4,62.3,0.39,14470,7.46,0.682,v3,class7
2.13,55020,34.4,0.51,23107,0.287,77.4,79,4.62,4.1,55.5,v1,0.674,90.8,6168,793,0.647,4.49,0.7,822,34.2,0.26,2.66,95.8,6.76,0.417,0.626,0.51,9.54,0.35,v2,47.2,0.4,71.7,56.6,0.64,25700,8.54,0.778,v1,class8
3.75,48882,16.2,1.08,64644,0.498,76,94,4.23,7.2,50.2,v1,0.687,92.9,6119,764,0.247,5.8,0.61,713,24.1,0.28,1.33,64.2,6.94,0.181,0.409,0.48,9.24,0.26,v1,59.2,0.46,22.1,69.2,0.5,17594,7.1,0.757,v2,class4
3.62,55320,39.5,0.37,43406,0.495,73.8,89,4.7,7.1,51.8,v1,0.724,33.8,6607,760,0.258,6.26,0.15,629,24.4,0.27,0.55,93.4,7,0.123,0.622,0.73,9.06,0.59,v1,60.6,0.39,59.9,66.6,0.39,23269,7.35,0.758,v2,class4
1.72,51047,28.7,1.66,22934,0.315,85.2,55,4.65,8.2,50.2,v1,0.681,96.9,7029,774,0.407,4.17,0.19,813,27.1,0.16,1.73,90.8,7.01,0.506,0.502,0.87,8.47,0.62,v1,57.3,0.35,26.3,60.8,0.81,57336,8.37,0.758,v3,class6
3.55,54703,34,3.11,30482,0.254,77.7,93,4.59,7.4,52.8,v1,0.65,95.6,6335,761,0.248,5.83,0.25,577,24.4,0.27,0.67,68.8,6.93,0.248,0.353,0.68,9.06,0.43,v1,61.1,0.55,73.5,61.1,0.38,84615,6.83,0.73,v3,class1
1.95,53175,40,1.95,43114,0.316,79.3,89,4.59,9.5,50.2,v1,0.864,95.4,6777,809,0.65,3.31,0.4,595,24,0.34,4.08,96.7,8.15,0.107,0.625,0.97,9.41,0.41,v2,61.3,0.42,73.5,62.3,0.83,58776,6.58,0.727,v2,class7
1.21,54739,11.8,3.19,37050,0.316,77.6,53,4.7,7.8,54.4,v2,0.485,94.5,6078,774,0.647,3.41,0.61,493,32.7,0.39,2.85,63.1,7.06,0.832,0.461,0.44,9.08,0.47,v1,56.4,0.37,28.9,72.4,0.88,14426,6.58,0.687,v3,class1
2.96,55889,37.8,1.76,81123,0.496,76.3,90,4.61,9.2,51.1,v1,0.685,87.6,6328,803,0.642,5.51,0.17,733,34.3,0.27,3.76,62.8,6.91,0.757,0.618,0.84,8.61,0.62,v2,58.1,0.51,32.3,70.8,0.46,40056,6.28,0.822,v3,class2
2.23,55260,39.7,2.93,95310,0.165,77.9,94,4.69,4.4,52.2,v1,0.693,75.4,5954,740,0.784,6.11,0.62,379,24.6,0.25,0.39,74.8,7.45,0.476,0.474,0.9,9.12,0.62,v2,59.6,0.45,17.9,72.5,0.28,42937,6.81,0.731,v1,class4
2.45,46481,51,0.56,23611,0.496,72.1,91,4.35,9,51.2,v1,0.675,75.5,4557,795,0.59,6.31,0.73,503,30.8,0.3,3.78,65,6.76,0.776,0.368,0.46,9.05,0.48,v1,59.4,0.45,42.9,61.1,0.31,48318,7.21,0.738,v3,class4
3.29,55599,51.2,1.88,78321,0.152,79.4,60,4.54,5.1,50.7,v1,0.661,46.5,5157,763,0.48,6.37,0.38,639,30,0.22,1.83,65,6.83,0.25,0.439,0.88,8.51,0.34,v2,57.1,0.43,64.4,66.5,0.88,55442,8.43,0.705,v2,class3
2.81,51093,37.5,2.39,21748,0.495,78,93,4.65,9.5,55.9,v1,0.685,77.8,6162,746,0.315,6.27,0.59,819,31.8,0.29,2.11,86.6,7.82,0.726,0.624,0.93,9.78,0.27,v1,58.8,0.37,86.3,59.8,0.47,55033,8.29,0.84,v1,class3
3.54,51447,47,2.74,33324,0.261,80.4,94,4.61,9.1,52.3,v2,0.621,82.6,7381,741,0.626,3.82,0.37,706,26.7,0.16,0.97,85.6,7.04,0.107,0.625,0.78,9.73,0.27,v1,62.1,0.35,59.7,70.5,0.59,83387,7.71,0.772,v2,class2
3.34,54840,17.9,2.32,46565,0.229,78.8,89,4.59,5.5,54.5,v1,0.645,93.6,5746,745,0.603,4.76,0.36,678,30.6,0.43,2.33,76,8.64,0.286,0.422,0.86,9.64,0.6,v2,60.3,0.45,22,71.4,0.71,32710,6.85,0.699,v2,class5
3.44,51439,35.5,1.84,82559,0.169,78.5,85,4.37,7.6,51.2,v1,0.526,95.6,7033,762,0.647,4.77,0.7,672,24.8,0.25,2.61,91.4,7.21,0.281,0.626,0.93,9.83,0.25,v1,60.8,0.43,29.1,71.6,0.84,33849,7.49,0.83,v2,class4
3.64,46875,51.1,2.86,59837,0.432,78.5,82,4.59,4.6,55.1,v2,0.638,84.4,7042,764,0.609,3.72,0.39,814,30.2,0.15,3.18,68.7,6.9,0.103,0.61,0.97,9.2,0.31,v2,57.8,0.45,59.9,62.9,0.71,57954,7.91,0.769,v3,class6
3.71,52534,49.4,0.6,24209,0.316,72.3,93,4.57,6,53.1,v2,0.754,94,7333,746,0.66,5.96,0.5,601,25.3,0.38,1.48,86.5,7.01,0.665,0.52,0.91,8.68,0.31,v1,60.4,0.4,79.5,71.8,0.35,19739,6.92,0.691,v1,class6
2.54,49870,32.5,2.71,56904,0.161,72.8,70,4.61,7,50.7,v1,0.648,42.6,6307,799,0.269,6.32,0.39,433,28.8,0.45,3.2,77.8,7.58,0.258,0.622,0.68,9.37,0.4,v2,61.5,0.46,45.4,59.1,0.78,60262,7.31,0.718,v1,class8
3.25,53925,51.3,1.84,23780,0.49,76.9,62,4.63,6.6,50.2,v1,0.524,98.9,5167,777,0.464,5.98,0.17,558,25.8,0.25,3.51,86.4,7.02,0.889,0.338,0.52,9.64,0.24,v2,49.2,0.38,63.2,72.7,0.63,56131,6.6,0.708,v1,class1
2.85,46431,39.9,2.23,54753,0.145,75.7,68,4.43,3.7,50.4,v1,0.642,89.1,6046,769,0.719,6.17,0.14,609,30.1,0.32,1.56,94.6,7.01,0.522,0.427,0.85,9.04,0.29,v1,48.8,0.37,22.1,71.6,0.48,38554,7.03,0.763,v1,class7
3.76,46011,49.5,2.24,19902,0.151,79.6,75,4.54,6.7,50.2,v1,0.664,78.6,4913,747,0.645,6.24,0.71,814,34.6,0.26,1.29,85.8,7.79,0.379,0.615,0.5,9.4,0.62,v2,60.3,0.37,20.2,55.6,0.25,55627,7.31,0.755,v3,class3
1.39,47153,26.7,1.84,21807,0.491,78.2,93,4.32,5.8,50.2,v2,0.608,50.2,6387,804,0.887,5.94,0.33,433,25.1,0.23,3.4,95.7,7.04,0.517,0.33,0.87,9.27,0.26,v1,61.9,0.36,64.2,60.5,0.72,22175,6.74,0.693,v3,class3
3.74,51165,40,3.18,18916,0.214,74.3,92,4.34,5.9,52.5,v1,0.494,95.7,6912,804,0.272,5.72,0.15,600,30.8,0.45,0.61,85.7,7.36,0.154,0.548,0.62,9.03,0.62,v1,61.1,0.47,24.7,71.8,0.6,15714,7.3,0.768,v2,class4
1.6,45977,51.1,2.11,23477,0.165,73.6,75,4.64,3.6,50.9,v2,0.863,67.2,6140,803,0.25,3.58,0.71,604,26.9,0.29,4.03,73.3,8.3,0.741,0.616,0.47,8.61,0.49,v1,61.8,0.39,18.1,55.6,0.59,18769,7.18,0.742,v1,class6
3.73,55311,28.2,2.93,58750,0.497,71.3,66,4.42,9.3,50.2,v2,0.863,76.5,5199,775,0.632,5.9,0.14,606,28.8,0.37,0.91,97.7,7.99,0.333,0.325,0.95,9.13,0.24,v2,61,0.44,70,56.5,0.33,16644,7.19,0.802,v2,class6
3.39,53089,44.6,2.02,35137,0.497,78.8,89,4.63,6.8,51,v1,0.673,82.5,5862,773,0.65,4.11,0.71,596,29.5,0.28,3.96,81.8,6.8,0.444,0.6,0.82,9.3,0.61,v1,58.7,0.38,60.2,56.7,0.29,13961,6.76,0.745,v1,class2
2.62,53015,38.4,2.06,31569,0.172,77.5,94,4.27,4.4,54,v2,0.67,86.5,6211,741,0.848,5.17,0.54,811,24.7,0.39,0.68,63.8,7.02,0.221,0.372,0.78,9.05,0.4,v1,58.7,0.56,65,64.7,0.61,52920,7.65,0.762,v3,class3
3.19,51801,24.9,2.32,18985,0.315,77.4,55,4.65,8.8,52.1,v1,0.688,80,7465,809,0.644,5.34,0.15,802,24.1,0.17,3.08,82.7,8.3,0.29,0.446,0.85,8.47,0.6,v2,61.5,0.43,63.9,72,0.35,58954,6.25,0.735,v2,class3
3.41,52659,16.7,1.87,32818,0.316,78.2,62,4.45,9.1,55.4,v1,0.686,95.3,5403,806,0.578,6.05,0.68,691,25.1,0.27,0.68,86.6,7.9,0.486,0.622,0.54,9.03,0.22,v1,49.3,0.42,28.8,71.1,0.86,77313,7.29,0.686,v3,class4
2.51,51480,28.8,1.64,57190,0.156,77.5,81,4.65,6.7,50.2,v2,0.63,77.4,6499,784,0.645,6.34,0.39,772,31,0.36,2.27,85.7,6.99,0.26,0.611,0.96,9.28,0.51,v2,48.9,0.38,23.7,64.7,0.64,56470,6.6,0.714,v3,class3
3.58,50171,46.4,2.39,49805,0.32,79.7,53,4.66,3.6,51,v1,0.487,78.4,5066,764,0.291,6.27,0.59,587,24.3,0.26,2.96,69.4,7.68,0.222,0.53,0.51,8.23,0.41,v1,62.1,0.36,87.4,64.2,0.78,57829,7.08,0.714,v3,class3
3.54,55998,49.3,3.08,22818,0.372,76.8,71,4.6,6.7,52.1,v2,0.67,92.7,7198,757,0.297,3.17,0.17,809,26.4,0.17,3.58,84.3,6.74,0.381,0.481,0.87,8.29,0.48,v1,61.7,0.37,18.7,62.2,0.39,14805,6.78,0.77,v2,class1
