@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute Class {1,2,3,4}

@data
0.776,0.792,2
0.775,0.769,2
0.775,0.789,2
0.778,0.805,2
0.778,0.775,2
0.784,0.768,2
0.805,0.765,2
1.529,0.762,1
1.531,0.758,1
0.791,0.756,2
1.532,0.753,1
1.53,0.752,1
1.529,0.751,1
1.528,0.751,1
1.528,0.751,1
1.527,0.75,1
1.527,0.75,1
1.525,0.75,1
1.521,0.748,1
1.514,0.745,1
1.504,0.742,1
1.493,0.738,1
1.48,0.732,1
1.465,0.726,1
1.45,0.72,1
1.433,0.714,1
1.416,0.706,1
1.397,0.7,1
1.379,0.693,1
1.361,0.686,1
1.342,0.679,1
1.323,0.673,1
1.304,0.666,1
1.285,0.658,1
1.267,0.652,1
1.248,0.645,1
1.229,0.638,1
1.209,0.631,1
1.19,0.624,1
1.17,0.617,1
1.151,0.609,1
1.132,0.602,1
1.114,0.595,1
1.096,0.587,1
1.078,0.58,1
1.06,0.573,1
1.042,0.566,1
1.024,0.559,1
1.006,0.551,1
0.987,0.544,1
0.969,0.536,1
0.715,0.529,2
0.677,0.522,2
0.651,0.514,2
0.628,0.506,2
0.606,0.498,2
0.591,0.49,2
0.585,0.484,2
0.573,0.478,2
0.835,0.479,2
0.837,0.483,2
0.839,0.482,2
0.839,0.481,2
0.839,0.479,2
0.837,0.476,2
0.831,0.475,2
0.834,0.47,2
0.834,0.47,2
0.831,0.469,2
0.831,0.468,2
0.527,0.466,2
0.832,0.464,2
0.836,0.462,2
0.839,0.46,2
0.842,0.455,2
0.843,0.456,2
0.843,0.454,2
0.841,0.453,2
0.838,0.451,2
0.838,0.449,2
0.838,0.447,2
0.834,0.445,2
0.837,0.443,2
0.845,0.441,2
0.846,0.439,2
0.845,0.437,2
0.845,0.435,2
0.846,0.433,2
0.847,0.431,2
0.836,0.428,2
0.835,0.425,2
0.834,0.423,2
0.834,0.42,2
0.842,0.417,2
0.841,0.415,2
0.841,0.414,2
0.844,0.412,2
0.843,0.411,2
0.831,0.413,2
0.827,0.414,2
0.826,0.413,2
0.825,0.408,2
0.826,0.408,2
0.828,0.408,2
0.83,0.411,2
0.829,0.423,2
0.828,0.441,2
0.83,0.467,2
0.836,0.418,2
0.84,0.419,2
5,0.427,4
0.828,0.484,2
0.827,0.999,2
0.83,0.431,2
0.832,0.433,2
0.835,0.434,2
0.835,0.43,2
0.835,0.43,2
0.835,0.43,2
0.839,0.428,2
0.852,0.431,2
0.856,0.432,2
3.332,0.433,4
3.333,0.437,4
3.334,0.442,4
3.334,0.453,4
3.335,0.817,1
3.334,0.818,1
3.334,0.801,1
3.333,0.818,1
3.332,0.814,1
3.329,0.817,1
3.323,0.81,1
3.314,0.803,1
3.302,0.799,1
3.288,0.79,1
3.271,0.783,1
3.256,0.78,1
3.242,0.77,1
3.224,0.762,1
3.203,0.754,1
3.188,0.591,1
3.168,0.741,1
3.149,0.632,1
3.129,0.654,1
3.11,0.715,1
0.881,0.707,2
3.071,0.699,1
3.051,0.691,1
3.031,0.683,1
3.012,0.675,1
2.994,0.668,1
2.973,0.661,1
2.957,0.654,1
2.94,0.648,1
0.811,0.641,2
0.795,0.638,2
0.778,0.648,2
0.781,0.636,2
2.859,0.629,1
0.749,0.62,2
2.835,0.612,1
2.829,0.608,1
2.828,0.607,1
2.828,0.604,1
2.827,0.607,1
2.826,0.608,1
2.825,0.607,1
2.823,0.607,1
2.821,0.606,1
2.819,0.606,1
2.817,0.606,1
2.815,0.605,1
2.813,0.605,1
2.809,0.6,1
2.801,0.599,1
2.791,0.6,1
2.78,0.597,1
2.767,0.592,1
2.752,0.589,1
2.736,0.587,1
2.719,0.58,1
2.702,0.575,1
2.684,0.565,1
2.665,0.562,1
2.647,0.558,1
2.628,0.558,1
2.609,0.575,1
2.589,0.538,1
2.569,0.529,1
2.55,0.523,1
2.53,0.512,1
2.51,0.512,1
2.491,0.503,1
2.471,0.496,1
2.451,0.486,4
2.431,0.479,4
2.411,0.47,4
2.391,0.464,4
2.372,0.458,4
2.354,0.452,4
2.337,0.448,4
2.32,0.444,4
2.304,0.441,4
2.288,0.439,4
2.274,0.44,4
2.258,0.439,4
2.248,0.445,4
2.233,0.45,4
2.222,0.449,4
2.214,0.459,4
2.205,0.466,4
2.195,0.445,4
2.184,0.441,4
2.179,0.437,4
2.181,0.436,4
2.181,0.436,4
2.179,0.436,4
2.179,0.436,4
2.181,0.436,4
2.177,0.436,4
2.174,0.436,4
2.169,0.436,4
2.163,0.436,4
2.155,0.507,1
2.147,0.444,4
2.138,0.442,4
2.129,0.487,4
2.119,0.486,4
2.107,0.495,1
2.096,3.091,3
2.085,3.097,3
2.074,0.457,4
2.062,0.458,4
2.049,0.462,4
2.035,0.473,4
2.021,0.492,4
2.008,0.481,4
1.995,1.464,3
1.981,1.455,3
1.968,1.452,3
1.956,1.447,3
1.943,1.446,3
1.931,1.444,3
1.918,1.442,3
1.905,1.441,3
1.891,1.437,3
1.877,1.435,3
1.862,1.434,3
1.848,1.433,3
1.833,1.431,3
1.818,1.43,3
1.804,1.431,3
1.79,1.43,3
1.776,1.431,3
1.762,1.44,3
1.686,1.432,3
1.677,1.424,3
1.658,1.422,3
1.646,1.421,3
1.637,0.664,1
1.524,0.665,1
1.425,0.675,1
1.418,0.686,1
1.416,0.693,1
1.403,0.696,1
1.393,0.795,1
1.413,0.805,1
1.414,0.819,1
1.41,0.83,1
1.359,0.915,3
1.345,0.982,3
1.332,2.168,3
1.318,0.88,1
1.304,2.192,3
1.29,2.204,3
1.277,2.217,3
1.263,2.229,3
1.249,1.292,3
1.236,1.297,3
1.223,1.305,3
1.21,1.312,3
1.201,1.319,3
1.19,2.29,3
1.181,2.298,3
1.17,2.304,3
1.157,1.762,3
1.144,1.772,3
1.132,2.326,3
1.12,2.333,3
1.108,2.34,3
1.096,2.347,3
1.083,0.844,1
1.071,0.848,1
1.059,0.814,1
1.046,0.82,1
1.032,0.82,1
1.017,0.859,1
0.999,0.825,1
0.982,0.828,1
0.965,0.831,1
0.947,0.829,1
0.929,0.828,1
0.91,0.83,1
0.891,0.833,2
0.872,0.835,2
0.853,0.835,2
0.834,0.837,2
0.814,0.84,2
0.796,0.843,2
0.78,0.845,2
0.775,0.844,2
0.778,0.843,2
0.78,0.842,2
0.782,0.841,2
0.783,0.841,2
0.782,0.844,2
0.782,0.844,2
0.782,0.842,2
0.783,0.845,2
0.786,0.841,2
0.783,0.84,2
0.784,0.838,2
0.787,0.834,2
0.786,0.833,2
0.786,0.831,2
0.782,0.829,2
0.781,0.828,2
0.78,0.826,2
0.78,0.825,2
0.779,0.823,2
0.779,0.822,2
0.781,0.83,2
0.781,0.905,2
0.78,0.834,2
0.778,0.825,2
0.772,0.831,2
0.77,0.821,2
0.769,0.82,2
0.768,0.854,2
0.767,0.89,2
0.766,0.884,2
0.766,0.826,2
0.769,0.822,2
0.768,0.798,2
0.78,0.794,2
0.796,0.791,2
0.767,0.787,2
0.766,0.784,2
0.766,0.78,2
0.768,0.773,2
0.771,0.77,2
0.784,0.767,2
0.843,0.763,2
0.885,0.755,2
0.887,0.752,2
0.885,0.749,2
1.333,0.748,1
1.338,0.742,1
1.339,0.735,1
1.335,0.733,1
1.333,0.732,1
1.331,0.732,1
1.329,0.732,1
1.323,0.732,1
1.315,0.731,1
1.304,0.731,1
1.295,0.724,1
1.28,0.719,1
1.264,0.715,1
1.247,0.71,1
1.23,0.709,1
1.211,0.7,1
1.048,0.694,1
1.025,0.689,1
1.005,0.684,1
0.988,0.678,1
0.971,0.673,1
0.955,0.667,1
0.938,0.662,1
0.922,0.656,1
0.905,0.65,1
0.886,0.638,2
0.954,0.627,1
0.935,0.618,1
0.915,0.612,1
0.897,0.606,2
0.88,0.601,2
0.864,0.597,2
0.849,0.593,2
0.835,0.589,2
0.824,0.585,2
0.822,0.583,2
0.825,0.578,2
0.826,0.578,2
0.826,0.582,2
0.826,0.578,2
0.826,0.578,2
0.826,0.577,2
0.826,0.576,2
0.827,0.572,2
0.827,0.572,2
0.827,0.572,2
0.827,0.571,2
0.827,0.57,2
0.828,0.569,2
0.828,0.568,2
0.828,0.566,2
0.828,0.564,2
0.828,0.564,2
0.826,0.562,2
0.826,0.561,2
0.825,0.566,2
0.825,0.565,2
0.825,0.565,2
0.825,0.565,2
0.825,0.56,2
0.826,0.559,2
0.825,0.554,2
0.826,0.553,2
0.826,0.552,2
0.826,0.55,2
0.827,0.549,2
0.827,0.547,2
0.828,0.546,2
0.827,0.545,2
0.826,0.547,2
0.825,0.55,2
0.823,0.547,2
0.822,0.545,2
0.821,0.538,2
0.82,0.532,2
0.82,0.53,2
0.82,0.529,2
0.82,0.528,2
0.823,0.527,2
0.821,0.527,2
0.824,0.526,2
0.824,0.526,2
0.823,0.525,2
0.822,0.524,2
0.818,0.527,2
0.817,0.527,2
0.816,0.542,2
0.816,0.707,2
0.814,0.524,2
0.813,0.52,2
0.813,0.523,2
0.812,0.527,2
0.812,0.572,2
0.811,0.867,2
0.813,0.842,2
0.879,0.838,2
0.816,0.548,2
0.812,0.667,2
0.811,0.665,2
0.814,0.666,2
0.817,0.546,2
1.554,0.538,1
0.837,0.805,2
0.903,0.549,1
1.58,0.799,1
1.719,0.795,1
1.721,0.793,1
1.717,0.793,1
1.717,0.796,1
1.716,0.793,1
1.715,0.796,1
1.569,0.791,1
1.566,0.792,1
1.696,0.788,1
1.685,0.78,1
1.669,0.775,1
0.902,0.616,1
1.637,0.632,1
1.62,0.753,1
1.596,0.745,1
1.569,0.737,1
1.553,0.729,1
1.552,0.721,1
1.533,0.712,1
0.835,0.704,2
0.806,0.697,2
0.791,0.688,2
0.78,0.68,2
0.858,0.672,2
1.416,0.664,1
1.407,0.657,1
1.403,0.652,1
1.401,0.65,1
0.854,0.651,2
0.857,0.651,2
1.404,0.652,1
0.854,0.65,2
0.851,0.65,2
0.855,0.649,2
0.851,0.649,2
0.847,0.649,2
0.847,0.651,2
0.853,0.651,2
1.395,0.649,1
1.394,0.656,1
1.394,0.645,1
1.392,0.643,1
1.391,0.643,1
1.389,0.643,1
1.387,0.642,1
1.382,0.641,1
0.858,0.635,2
1.364,0.631,1
1.348,0.627,1
1.334,0.622,1
1.316,0.617,1
0.907,0.612,1
1.291,0.607,1
1.275,0.603,1
1.262,0.599,1
1.242,0.594,1
1.226,0.59,1
1.209,0.585,1
1.191,0.58,1
1.171,0.576,1
1.153,0.572,1
1.136,0.567,1
1.118,0.562,1
1.1,0.557,1
1.084,0.552,1
1.066,0.547,1
1.047,0.542,1
0.842,0.537,2
0.815,0.531,2
0.992,0.526,1
0.977,0.521,1
0.958,0.516,1
0.746,0.512,2
0.729,0.508,2
0.91,0.504,1
0.895,0.5,2
0.888,0.497,2
0.868,0.493,2
0.858,0.489,2
0.852,0.487,2
0.853,0.487,2
0.854,0.487,2
0.854,0.487,2
0.854,0.486,2
0.853,0.486,2
0.853,0.485,2
0.852,0.484,2
0.852,0.483,2
0.851,0.482,2
0.847,0.481,2
0.846,0.48,2
0.846,0.479,2
0.849,0.476,2
0.848,0.474,2
0.848,0.473,2
0.848,0.473,2
0.851,0.472,2
0.851,0.471,2
0.851,0.471,2
1.482,0.469,4
1.482,0.468,4
1.132,0.466,4
1.54,0.465,4
1.132,0.464,4
1.117,0.463,4
1.12,0.464,4
1.132,0.464,4
1.125,0.464,4
1.12,0.465,4
1.114,0.465,4
1.109,0.466,4
1.103,0.466,4
1.104,0.468,4
1.504,0.469,4
1.496,0.47,4
1.485,0.472,4
1.476,0.473,4
1.468,0.475,4
1.46,0.476,4
1.451,0.478,4
1.443,0.479,4
1.435,0.481,4
1.427,0.483,4
1.419,0.485,4
1.412,0.487,4
1.404,0.489,4
1.399,0.492,4
1.391,0.495,1
1.321,0.497,1
1.306,0.499,1
1.298,0.502,1
1.289,0.505,1
1.279,0.509,1
1.271,0.513,1
1.329,0.517,1
1.318,0.522,1
1.307,0.526,1
1.294,0.531,1
1.282,0.538,1
1.268,0.545,1
1.25,0.552,1
1.232,0.56,1
1.214,0.567,1
1.198,0.574,1
1.178,0.581,1
1.127,0.587,1
1.105,0.594,1
1.082,0.6,1
1.062,0.607,1
1.043,0.615,1
1.024,0.623,1
1.004,0.631,1
0.985,0.639,1
0.966,0.647,1
0.947,0.655,1
0.929,0.662,1
0.914,0.669,1
0.897,0.676,2
0.885,0.684,2
1.124,0.681,1
1.116,0.683,1
1.497,0.686,1
1.479,0.689,1
1.462,0.694,1
1.446,0.7,1
1.431,0.705,1
1.058,0.711,1
1.047,0.716,1
1.039,0.721,1
1.031,0.727,1
1.023,0.733,1
0.684,0.74,2
0.663,0.75,2
0.648,0.757,2
0.632,0.765,2
0.617,0.772,2
0.604,0.776,2
0.592,0.779,2
0.591,0.775,2
1.04,0.774,1
1.041,0.772,1
1.042,0.772,1
1.041,0.772,1
1.039,0.773,1
1.037,0.774,1
1.036,0.774,1
1.034,0.775,1
1.033,0.776,1
1.032,0.776,1
1.03,0.777,1
1.029,0.777,1
1.027,0.778,1
1.026,0.778,1
1.025,0.778,1
1.02,0.779,1
1.02,0.78,1
1.015,0.779,1
1.007,0.778,1
0.997,0.78,1
0.983,0.779,1
0.974,0.782,1
0.96,0.808,1
0.945,0.782,1
0.93,0.785,1
0.914,0.782,1
0.895,0.782,2
0.875,0.779,2
0.859,0.78,2
0.842,0.782,2
0.823,0.784,2
0.808,0.786,2
0.795,0.787,2
0.789,0.787,2
0.79,0.789,2
0.791,0.791,2
0.792,0.794,2
0.792,0.892,2
0.792,0.888,2
0.792,0.891,2
0.792,0.887,2
0.792,0.887,2
0.792,0.887,2
0.792,0.886,2
0.791,0.885,2
0.79,0.791,2
0.79,0.789,2
0.789,0.784,2
0.788,0.779,2
0.787,0.773,2
0.786,0.771,2
0.785,0.77,2
0.787,0.768,2
0.79,0.398,2
0.8,0.389,2
0.785,0.387,2
0.785,0.384,2
0.784,0.383,2
0.787,0.777,2
0.786,0.765,2
0.793,0.863,2
0.81,0.78,2
0.82,0.371,2
1.799,0.368,4
0.949,0.366,4
0.944,0.364,4
0.94,0.761,1
0.939,0.76,1
0.942,0.767,1
0.939,0.76,1
0.942,0.76,1
0.937,0.76,1
0.933,0.77,1
0.926,0.865,1
0.914,0.75,1
0.911,0.746,1
1.742,0.742,1
1.726,0.384,4
1.708,0.386,4
1.693,0.389,4
2.678,0.396,4
2.089,0.438,4
2.642,0.444,4
2.625,0.698,1
2.609,0.693,1
2.593,0.688,1
2.579,0.683,1
2.564,0.678,1
2.551,0.471,4
2.537,0.48,4
2.524,0.662,1
2.51,0.658,1
0.723,0.577,2
2.481,0.649,1
2.467,0.559,1
2.451,0.64,1
1.984,0.626,1
1.413,0.631,1
1.967,0.607,1
1.965,0.623,1
0.69,0.619,2
2.356,0.615,1
1.329,0.61,1
1.309,0.606,1
1.292,0.601,1
1.275,0.597,1
1.266,0.592,1
1.247,0.588,1
1.228,0.583,1
1.231,0.582,1
2.2,0.575,1
2.182,0.568,1
2.163,0.565,1
1.156,0.562,1
2.125,0.559,1
2.105,0.555,1
2.086,0.551,1
2.067,0.547,1
2.047,0.544,1
2.027,0.54,1
2.007,0.536,1
1.988,0.533,1
1.968,0.529,1
1.949,0.526,1
1.93,0.522,1
1.91,0.519,1
1.891,0.516,1
0.914,0.512,1
0.884,0.509,2
0.867,0.506,2
0.848,0.503,2
0.831,0.499,2
0.816,0.496,2
0.802,0.493,2
0.789,0.49,2
0.783,0.488,2
0.784,0.487,2
0.802,0.487,2
0.802,0.486,2
1.528,0.486,4
1.525,0.485,4
1.525,0.485,4
1.528,0.485,4
1.525,0.485,4
1.524,0.485,4
1.527,0.485,4
1.526,0.485,4
1.523,0.485,4
1.522,0.485,4
1.525,0.485,4
1.522,0.485,4
1.522,0.484,4
1.521,0.485,4
1.521,0.484,4
1.524,0.484,4
1.527,0.484,4
1.523,0.484,4
1.523,0.484,4
1.525,0.484,4
1.522,0.484,4
1.525,0.484,4
1.527,0.483,4
1.527,0.483,4
1.523,0.483,4
1.735,0.483,4
1.735,0.483,4
1.525,0.483,4
1.734,0.483,4
1.733,0.483,4
1.525,0.483,4
1.733,0.483,4
1.732,0.483,4
1.732,0.483,4
1.731,0.483,4
1.731,0.483,4
1.731,0.482,4
1.731,0.482,4
1.731,0.482,4
1.731,0.482,4
1.729,0.483,4
1.726,0.482,4
1.722,0.482,4
1.716,0.481,4
1.707,0.48,4
0.583,0.479,2
0.584,0.478,2
1.678,0.477,4
1.668,0.477,4
1.658,0.476,4
1.65,0.475,4
1.644,0.475,4
1.637,0.475,4
1.431,0.475,4
1.425,0.475,4
1.617,0.475,4
1.417,0.476,4
1.403,0.476,4
1.392,0.478,4
1.384,0.478,4
1.376,0.479,4
1.371,0.481,4
1.363,0.483,4
1.355,0.484,4
1.532,0.486,4
1.522,0.488,4
1.511,0.49,4
1.501,0.492,4
1.491,0.494,4
1.481,0.495,1
1.471,0.498,1
1.461,0.5,1
1.45,0.502,1
1.44,0.505,1
1.427,0.509,1
1.414,0.513,1
1.398,0.517,1
1.383,0.522,1
1.367,0.527,1
1.35,0.532,1
1.332,0.538,1
1.314,0.544,1
1.297,0.55,1
1.279,0.556,1
1.262,0.562,1
1.244,0.568,1
1.226,0.574,1
1.207,0.581,1
1.189,0.588,1
1.17,0.594,1
1.151,0.601,1
1.132,0.608,1
1.112,0.615,1
1.093,0.621,1
1.073,0.628,1
1.056,0.635,1
1.037,0.642,1
1.014,0.646,1
0.994,0.654,1
0.974,0.666,1
0.956,0.67,1
0.937,0.678,1
0.919,0.685,1
0.9,0.692,2
0.882,0.699,2
0.864,0.706,2
0.846,0.714,2
0.828,0.72,2
0.811,0.727,2
0.798,0.731,2
0.793,0.731,2
0.794,0.729,2
0.796,0.727,2
0.797,0.727,2
0.797,0.727,2
0.796,0.727,2
0.796,0.727,2
0.795,0.727,2
0.795,0.726,2
0.798,0.726,2
0.797,0.725,2
0.796,0.725,2
0.792,0.727,2
0.791,0.739,2
0.789,0.728,2
0.788,0.727,2
0.787,0.723,2
0.786,0.722,2
0.785,0.721,2
0.784,0.721,2
0.783,0.724,2
0.783,0.727,2
0.783,0.733,2
0.785,1.152,2
0.896,0.73,2
0.835,0.733,2
0.784,0.736,2
0.783,0.754,2
0.786,0.827,2
0.785,0.757,2
0.792,0.785,2
0.809,0.779,2
0.819,0.772,2
1.564,0.75,1
1.565,0.758,1
1.566,0.761,1
1.566,0.758,1
1.564,0.776,1
1.557,0.758,1
1.557,0.758,1
1.556,0.757,1
1.555,0.757,1
1.552,0.755,1
1.545,0.753,1
1.535,0.746,1
1.524,0.742,1
1.511,0.74,1
1.496,0.735,1
1.48,0.729,1
1.463,0.724,1
1.447,0.717,1
1.429,0.71,1
1.411,0.704,1
1.392,0.7,1
1.377,0.699,1
1.355,0.689,1
1.336,0.684,1
1.318,0.677,1
1.298,0.671,1
1.278,0.665,1
1.261,0.656,1
1.241,0.65,1
1.22,0.643,1
1.196,0.633,1
1.178,0.626,1
1.154,0.619,1
1.135,0.612,1
1.115,0.605,1
1.096,0.599,1
1.078,0.593,1
1.06,0.586,1
1.042,0.58,1
1.024,0.573,1
0.775,0.567,2
0.763,0.561,2
0.71,0.555,2
0.698,0.548,2
0.68,0.545,2
0.667,0.539,2
0.901,0.533,1
0.897,0.526,2
0.9,0.522,2
0.905,0.522,1
0.905,0.522,1
0.904,0.521,1
0.578,0.521,2
0.901,0.521,1
0.901,0.52,1
0.576,0.519,2
0.574,0.516,2
0.573,0.513,2
0.571,0.51,2
0.862,0.507,2
0.853,0.503,2
0.842,0.501,2
0.835,0.499,2
0.833,0.497,2
0.834,0.497,2
0.835,0.496,2
0.835,0.495,2
0.836,0.495,2
0.837,0.494,2
0.838,0.493,2
0.84,0.492,2
0.841,0.49,2
0.843,0.489,2
0.84,0.488,2
0.84,0.486,2
0.587,0.484,2
0.845,0.481,2
0.846,0.479,2
0.845,0.477,2
0.845,0.474,2
0.845,0.473,2
0.844,0.471,2
0.844,0.469,2
0.84,0.468,2
0.836,0.464,2
0.838,0.461,2
0.84,0.459,2
0.839,0.456,2
0.839,0.454,2
0.839,0.451,2
0.839,0.449,2
0.842,0.448,2
0.833,0.446,2
0.84,0.451,2
0.827,0.446,2
0.833,0.445,2
0.832,0.443,2
0.831,0.443,2
0.83,0.442,2
0.829,0.445,2
0.828,0.458,2
0.828,0.483,2
0.83,0.523,2
0.867,0.452,2
0.844,0.453,2
0.832,0.474,2
0.829,0.521,2
0.828,0.85,2
0.831,0.473,2
0.834,0.465,2
0.85,0.463,2
3.3,0.468,4
3.301,0.47,4
3.302,0.479,4
3.3,0.812,1
3.3,0.808,1
3.299,0.808,1
3.298,0.811,1
3.294,0.806,1
3.287,0.803,1
3.281,0.8,1
3.272,0.795,1
3.256,0.79,1
3.238,0.784,1
0.979,0.776,1
3.21,0.572,1
3.196,0.586,1
3.174,0.754,1
3.153,0.749,1
3.137,0.738,1
3.118,0.73,1
3.099,0.722,1
3.077,0.714,1
3.061,0.707,1
3.041,0.702,1
3.022,0.692,1
3.002,0.688,1
2.983,0.68,1
0.859,0.674,2
0.84,0.667,2
0.822,0.663,2
2.909,0.667,1
2.892,0.652,1
2.876,0.643,1
2.861,0.638,1
2.846,0.634,1
2.833,0.627,1
2.82,0.623,1
2.808,0.62,1
2.796,0.618,1
2.783,0.615,1
2.769,0.614,1
2.754,0.609,1
2.738,0.599,1
2.722,0.597,1
2.704,0.588,1
2.686,0.583,1
2.668,0.578,1
2.65,0.573,1
2.631,0.568,1
2.612,0.563,1
2.593,0.558,1
2.573,0.553,1
2.553,0.548,1
2.533,0.543,1
2.513,0.539,1
2.493,0.534,1
2.473,0.53,1
2.453,0.525,1
2.433,0.52,1
2.411,0.516,1
2.394,0.512,1
2.371,0.508,1
2.351,0.504,1
2.332,0.501,1
2.312,0.499,1
2.292,0.5,1
2.272,0.516,1
2.253,0.51,1
2.233,0.503,1
2.212,0.502,1
2.192,0.502,1
2.172,0.504,1
2.152,0.506,1
2.132,0.602,1
2.112,0.513,1
2.093,0.591,1
2.074,0.57,1
1.972,0.566,1
1.952,0.573,1
1.874,1.496,3
1.855,1.492,3
1.836,1.488,3
1.817,1.485,3
1.797,1.481,3
1.779,1.481,3
1.76,1.474,3
1.742,1.473,3
1.724,1.466,3
1.706,1.466,3
1.688,1.462,3
1.671,1.459,3
1.659,1.456,3
1.641,1.457,3
1.626,1.477,3
1.612,1.485,3
1.598,1.449,3
1.584,1.446,3
1.57,1.444,3
1.557,1.442,3
1.545,1.439,3
1.47,1.444,3
1.44,2.738,3
1.431,0.821,1
1.424,0.828,1
1.433,0.833,1
1.436,0.84,1
1.411,0.853,1
1.395,0.988,3
1.389,2.278,3
1.382,2.283,3
1.37,1.432,3
1.357,1.746,3
1.346,1.748,3
1.335,1.754,3
1.327,1.762,3
1.318,1.774,3
1.306,2.35,3
1.292,2.359,3
1.279,1.001,3
1.267,2.373,3
1.251,2.38,3
1.238,2.387,3
1.229,2.394,3
1.216,2.401,3
1.204,2.408,3
1.191,2.415,3
1.177,2.424,3
1.163,2.429,3
1.149,1.6,3
1.132,1.601,3
1.119,0.943,3
1.105,0.94,3
1.091,0.938,3
1.08,0.938,3
1.067,0.938,3
1.053,0.939,3
1.038,0.933,3
1.019,0.933,3
1.005,0.933,3
0.991,0.933,3
0.975,0.933,3
0.961,0.935,3
0.946,0.935,3
0.935,0.937,3
0.922,0.939,3
0.908,2.468,3
0.894,2.47,2
0.876,2.483,2
0.862,3.642,2
0.848,3.646,2
0.835,3.652,2
0.823,3.658,2
0.815,0.885,2
0.815,3.663,2
0.818,3.661,2
0.82,4.409,2
0.822,4.409,2
0.822,4.409,2
0.821,4.408,2
0.821,3.672,2
0.822,0.914,2
0.826,0.906,2
0.827,0.908,2
0.827,0.862,2
0.828,0.856,2
0.827,0.854,2
0.824,0.849,2
0.823,0.847,2
0.822,0.845,2
0.822,0.843,2
0.822,0.842,2
0.823,0.84,2
0.823,0.844,2
0.824,0.838,2
0.826,0.831,2
0.822,0.83,2
0.821,0.827,2
0.821,0.825,2
0.82,0.823,2
0.82,0.822,2
0.82,0.824,2
0.823,0.865,2
0.822,0.82,2
0.821,0.815,2
0.816,0.81,2
0.815,0.808,2
0.814,0.806,2
0.813,0.804,2
0.813,0.809,2
0.816,0.919,2
0.816,0.916,2
0.817,0.813,2
0.81,0.805,2
0.809,0.801,2
0.807,0.8,2
0.806,0.823,2
0.806,0.863,2
0.805,0.859,2
0.808,0.887,2
0.808,0.896,2
0.807,0.868,2
0.826,0.841,2
0.825,0.834,2
0.841,0.826,2
0.805,0.823,2
0.808,0.829,2
0.808,0.825,2
0.814,0.805,2
0.871,0.798,2
0.889,0.794,2
0.932,0.792,1
0.934,0.792,1
0.926,0.789,1
1.213,0.783,1
1.352,0.782,1
1.349,0.782,1
1.343,0.781,1
1.335,0.781,1
0.91,0.776,1
0.897,0.768,2
1.297,0.766,1
1.282,0.759,1
1.265,0.753,1
1.249,0.745,1
1.233,0.738,1
1.217,0.732,1
1.201,0.725,1
1.184,0.718,1
1.168,0.712,1
1.151,0.706,1
1.133,0.699,1
1.116,0.692,1
1.098,0.686,1
1.08,0.678,1
1.062,0.672,1
1.043,0.665,1
1.024,0.657,1
0.894,0.649,2
0.873,0.642,2
0.967,0.635,1
0.854,0.628,2
