%%  Note: character.tar contains everything in this directory, as well as
%%        train and test sets.
%%  
%%  1. TITLE: Artificial Character Database
%%  
%%  2. SOURCES: 
%%                     Marco Botta
%%  		   Dipartimento di Informatica
%%  		   Universita` di Torino
%%  		   Corso Svizzera 185
%%                     10149  Torino
%%                     ITALY
%%                     Tel. (+39)(11)7712002
%%                     Fax. (+39)(11)751603
%%                     email: botta@di.unito.it
%%                     July, 1992
%%  
%%  3. PAST USAGE:
%%      (a) M. Botta, A. Giordana, L. Saitta: "Learning Fuzzy Concept Definitions",
%%  	submitted to IEEE-Fuzzy Conference.
%%  
%%  	We made three type of experiments: we run Smart+ by using default
%%  	values for the parameter constants in the fuzzy definitions of the
%%  	predicates, a local optimization algorithm and a genetic algorithm
%%  	to automatically acquire parameter values. The local optimization
%%  	algorithm and the GA are also described in:
%%  
%%  	M. Botta, A. Giordana: "Learning Quantitative Feature in a Symbolic
%%  	Environment", LNAI 542, 1991, pp. 296-305.
%%  
%%  	The results obtained on this data sets are the following:
%%  
%%  	Type of Optimization  Recognition Rate  Error Rate  Ambiguity Rate
%%  	  
%%  	  No OPT		  41.48%	   3.82%	 54.70%
%%  	  Loacl OPT		  98.68%	   0.12%	  1.20%
%%  	  Local+GA OPT		  99.70%	   0.0%		  0.30%
%%  
%%  4. RELEVANT INFORMATION:
%%  
%%        This database has been artificially generated by using a first order
%%        theory which describes the structure of ten capitol letters of the
%%        English alphabet and a random choice theorem prover which accounts
%%        for etherogeneity in the instances. The capitol letters represented
%%        are the following: A, C, D, E, F, G, H, L, P, R.
%%        Each instance is structured and is described by a set of segments (lines)
%%        which resemble the way an automatic program would segment an image.
%%        Each instance is stored in a separate file whose format is the following:
%%                CLASS OBJNUM TYPE XX1 YY1 XX2 YY2 SIZE DIAG
%%        where CLASS is an integer number indicating the class as described below,
%%        OBJNUM is an integer identifier of a segment (starting from 0) in the
%%        instance and the remaining columns represent attribute values.
%%        For further details contact the author.
%%  
%%  5. NUMBER OF INSTANCES:
%%        1000 instance (100 per class) as learning set.
%%        5000 instance (500 per class) as test set.
%%  
%%  6. NUMBER OF ATTRIBUTES:
%%        Each segment in an instance is described by seven attributes, four of
%%        which are the most important, one is superflous, and the other two can be
%%        computed from the important ones, but are present for efficiency reasons.
%%  
%%  7. ATTRIBUTE INFORMATION:
%%  
%%        TYPE: the first attribute describes the type of segment and is always
%%  	    set to the string "line". Its C language type is char.
%%  
%%        XX1,YY1,XX2,YY2: these attributes contain the initial and final coordinates
%%  		   of a segment in a cartesian plane. Their C language type is
%%  		   int.
%%  
%%        SIZE: this is the length of a segment computed by using the geometric
%%  	    distance between two points A(X1,Y1) and B(X2,Y2). Its C language
%%  	    type is float.
%%  
%%        DIAG: this is the length of the diagonal of the smallest rectangle
%%  	    which includes the picture of the character. The value of this
%%  		attribute is the same in each object. Its C language
%%  		type is float.
%%  
%%  8. MISSING ATTRIBUTE VALUES: None
%%  
%%  9. CLASS DISTRIBUTION:
%%          the class value (CLASS) can take ten different values. Each 
%%  	letter belongs to only one of classes.
%%  
%%  
%%          CLASS	NAME  TRAINING  TESTING  TOTAL     
%%  
%%            1	  A 	100	  500	  600
%%            2	  C	100	  500	  600
%%            3	  D	100	  500	  600
%%            4	  E	100	  500	  600
%%            5	  F	100	  500	  600
%%            6	  G	100	  500	  600
%%            7	  H	100	  500	  600
%%            8	  L	100	  500	  600
%%            9	  P	100	  500	  600
%%            10	  R	100	  500	  600
%%            -----------------------------------------------------------
%%            TOTAL        1000      5000    6000

@relation artificial-characters

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10}

@data
2,0,8,9,8,9,34.83,7
3,1,25,22,27,21.1,34.83,7
0,0,0,0,20,20,50.21,7
1,0,20,2,35,15.13,50.21,7
2,0,20,22,20,22,50.21,7
3,2,35,36,34,34.01,50.21,7
0,0,0,0,14,14,42.72,7
1,0,14,0,36,22,42.72,7
2,0,14,12,14,12,42.72,7
3,0,36,23,36,23,42.72,7
0,0,0,0,24,24,45.28,7
1,0,24,2,33,9.22,45.28,7
2,0,24,31,23,31.02,45.28,7
3,2,33,28,32,26.02,45.28,7
0,0,0,0,10,10,30.46,7
1,0,10,1,28,18.03,30.46,7
2,0,10,8,10,8,30.46,7
3,1,28,12,28,11,30.46,7
0,0,0,0,6,6,24.76,7
1,0,6,1,18,12.04,24.76,7
2,0,6,6,4,6.32,24.76,7
3,1,18,17,18,16,24.76,7
0,0,0,0,21,21,48.51,7
1,0,21,2,46,25.08,48.51,7
2,0,21,11,22,11.05,48.51,7
3,2,46,12,47,10.05,48.51,7
0,0,0,0,18,18,50.99,7
1,0,18,0,37,19,50.99,7
2,0,18,7,20,7.28,50.99,7
3,0,37,34,38,34.01,50.99,7
0,0,0,0,7,7,27.2,7
1,0,7,2,26,19.1,27.2,7
2,0,7,7,7,7,27.2,7
3,2,26,8,26,6,27.2,7
0,0,0,0,9,9,17.89,7
1,0,9,1,16,7.07,17.89,7
2,0,9,6,11,6.32,17.89,7
3,1,16,8,14,7.28,17.89,7
0,0,0,0,18,18,45.45,7
1,0,18,0,34,16,45.45,7
2,0,18,9,19,9.06,45.45,7
3,0,34,29,35,29.02,45.45,7
0,0,0,0,25,25,45.65,7
1,0,25,0,40,15,45.65,7
2,0,25,22,24,22.02,45.65,7
3,0,40,8,39,8.06,45.65,7
0,0,0,0,20,20,35.47,7
1,0,20,2,27,7.28,35.47,7
2,0,20,9,21,9.06,35.47,7
3,2,27,23,25,21.1,35.47,7
0,0,0,0,15,15,26,7
1,0,15,2,22,7.28,26,7
2,0,15,10,13,10.2,26,7
3,2,22,10,24,8.25,26,7
0,0,0,0,6,6,20.12,7
1,0,6,0,18,12,20.12,7
2,0,6,7,6,7,20.12,7
3,0,18,9,16,9.22,20.12,7
0,15,0,1,8,16.12,33.54,8
1,1,8,0,15,7.07,33.54,8
2,0,15,1,23,8.06,33.54,8
3,1,23,15,30,15.65,33.54,8
4,15,0,14,11,11.05,33.54,8
5,15,11,11,11,4,33.54,8
0,10,0,1,5,10.3,23.85,8
1,1,5,0,10,5.1,23.85,8
2,0,10,1,15,5.1,23.85,8
3,1,15,10,20,10.3,23.85,8
4,10,0,11,9,9.06,23.85,8
5,13,9,8,9,5,23.85,8
0,7,0,3,2,4.47,14.42,8
1,3,2,0,4,3.61,14.42,8
2,0,4,0,8,4,14.42,8
3,0,8,3,10,3.61,14.42,8
4,3,10,7,12,4.47,14.42,8
5,7,0,6,6,6.08,14.42,8
6,8,6,2,6,6,14.42,8
0,7,0,0,4,8.06,15.65,8
1,0,4,0,7,3,15.65,8
2,0,7,0,11,4,15.65,8
3,0,11,7,14,7.62,15.65,8
4,7,0,6,11,11.05,15.65,8
5,7,11,4,11,3,15.65,8
0,12,0,2,4,10.77,27.29,8
1,2,4,0,8,4.47,27.29,8
2,0,8,0,16,8,27.29,8
3,0,16,2,20,4.47,27.29,8
4,2,20,12,24,10.77,27.29,8
5,12,0,13,11,11.05,27.29,8
6,13,11,9,11,4,27.29,8
0,13,0,0,5,13.93,19.8,8
1,0,5,0,10,5,19.8,8
2,0,10,13,14,13.6,19.8,8
3,13,0,12,7,7.07,19.8,8
4,14,7,9,7,5,19.8,8
0,12,0,0,9,15,31.3,8
1,0,9,0,18,9,31.3,8
2,0,18,12,28,15.62,31.3,8
3,12,0,13,6,6.08,31.3,8
4,14,6,10,6,4,31.3,8
0,37,0,0,15,39.92,58.8,8
1,0,15,0,30,15,58.8,8
2,0,30,37,44,39.56,58.8,8
3,37,0,39,10,10.2,58.8,8
4,39,10,34,10,5,58.8,8
0,38,0,14,12,26.83,59.67,8
1,14,12,0,23,17.8,59.67,8
2,0,23,14,35,18.44,59.67,8
3,14,35,38,46,26.4,59.67,8
4,38,0,38,9,9,59.67,8
5,38,9,34,9,4,59.67,8
0,26,0,10,9,18.36,45.61,8
1,10,9,0,18,13.45,45.61,8
2,0,18,10,27,13.45,45.61,8
3,10,27,26,36,18.36,45.61,8
4,26,0,26,11,11,45.61,8
5,28,11,21,11,7,45.61,8
0,29,0,0,14,32.2,51.61,8
1,0,14,0,28,14,51.61,8
2,0,28,29,42,32.2,51.61,8
3,29,0,29,7,7,51.61,8
4,30,7,24,7,6,51.61,8
0,17,0,13,3,5,26.91,8
1,13,3,0,6,13.34,26.91,8
2,0,6,0,12,6,26.91,8
3,0,12,13,15,13.34,26.91,8
4,13,15,17,18,5,26.91,8
5,17,0,19,8,8.25,26.91,8
6,20,8,14,8,6,26.91,8
0,17,0,0,13,21.4,43.86,8
1,0,13,0,26,13,43.86,8
2,0,26,17,40,22.02,43.86,8
3,17,0,16,8,8.06,43.86,8
4,18,8,13,8,5,43.86,8
0,11,0,1,4,10.77,24.6,8
1,1,4,0,8,4.12,24.6,8
2,0,8,0,15,7,24.6,8
3,0,15,1,19,4.12,24.6,8
4,1,19,11,22,10.44,24.6,8
5,11,0,11,6,6,24.6,8
6,11,6,8,6,3,24.6,8
0,46,0,34,8,14.42,69.31,8
1,34,8,0,16,34.93,69.31,8
2,0,16,0,33,17,69.31,8
3,0,33,34,41,34.93,69.31,8
4,34,41,46,50,15,69.31,8
5,46,0,44,9,9.22,69.31,8
6,48,9,42,9,6,69.31,8
0,25,0,13,7,13.89,38.9,8
1,13,7,0,14,14.76,38.9,8
2,0,14,13,21,14.76,38.9,8
3,13,21,25,28,13.89,38.9,8
4,25,0,25,7,7,38.9,8
5,27,7,21,7,6,38.9,8
0,21,0,2,8,20.62,38.83,8
1,2,8,0,16,8.25,38.83,8
2,0,16,2,24,8.25,38.83,8
3,2,24,21,32,20.62,38.83,8
4,21,0,21,11,11,38.83,8
5,22,11,18,11,4,38.83,8
0,8,0,1,3,7.62,18.36,8
1,1,3,0,6,3.16,18.36,8
2,0,6,0,11,5,18.36,8
3,0,11,1,14,3.16,18.36,8
4,1,14,8,16,7.28,18.36,8
5,8,0,7,10,10.05,18.36,8
6,9,10,4,10,5,18.36,8
0,7,0,0,5,8.6,17.46,8
1,0,5,0,10,5,17.46,8
2,0,10,7,16,9.22,17.46,8
3,7,0,6,10,10.05,17.46,8
4,7,10,3,10,4,17.46,8
0,28,0,18,5,11.18,43.19,8
1,18,5,0,10,18.68,43.19,8
2,0,10,0,21,11,43.19,8
3,0,21,18,26,18.68,43.19,8
4,18,26,28,32,11.66,43.19,8
5,28,0,28,10,10,43.19,8
6,29,10,25,10,4,43.19,8
0,17,0,0,14,22.02,46.1,8
1,0,14,0,28,14,46.1,8
2,0,28,17,42,22.02,46.1,8
3,17,0,17,10,10,46.1,8
4,19,10,14,10,5,46.1,8
0,14,0,0,11,17.8,37.16,8
1,0,11,0,22,11,37.16,8
2,0,22,14,34,18.44,37.16,8
3,14,0,12,8,8.25,37.16,8
4,15,8,9,8,6,37.16,8
0,22,0,10,7,13.89,51.11,8
1,10,7,0,14,12.21,51.11,8
2,0,14,0,29,15,51.11,8
3,0,29,10,36,12.21,51.11,8
4,10,36,22,44,14.42,51.11,8
5,22,0,24,7,7.28,51.11,8
6,26,7,20,7,6,51.11,8
0,7,0,0,5,8.6,16.12,8
1,0,5,0,10,5,16.12,8
2,0,10,7,14,8.06,16.12,8
3,7,0,8,9,9.06,16.12,8
4,8,9,5,9,3,16.12,8
0,23,0,2,12,24.19,51.88,8
1,2,12,0,23,11.18,51.88,8
2,0,23,2,35,12.17,51.88,8
3,2,35,23,46,23.71,51.88,8
4,23,0,24,10,10.05,51.88,8
5,24,10,19,10,5,51.88,8
0,17,0,4,6,14.32,38.47,8
1,4,6,0,12,7.21,38.47,8
2,0,12,0,23,11,38.47,8
3,0,23,4,29,7.21,38.47,8
4,4,29,17,34,13.93,38.47,8
5,17,0,15,8,8.25,38.47,8
6,18,8,13,8,5,38.47,8
0,13,0,7,4,7.21,29.07,8
1,7,4,0,8,8.06,29.07,8
2,0,8,0,17,9,29.07,8
3,0,17,7,21,8.06,29.07,8
4,7,21,13,26,7.81,29.07,8
5,13,0,12,7,7.07,29.07,8
6,13,7,10,7,3,29.07,8
0,13,0,7,4,7.21,27.29,8
1,7,4,0,8,8.06,27.29,8
2,0,8,0,16,8,27.29,8
3,0,16,7,20,8.06,27.29,8
4,7,20,13,24,7.21,27.29,8
5,13,0,13,8,8,27.29,8
6,13,8,9,8,4,27.29,8
0,18,0,1,9,19.24,40.71,8
1,1,9,0,18,9.06,40.71,8
2,0,18,1,27,9.06,40.71,8
3,1,27,18,36,19.24,40.71,8
4,18,0,19,7,7.07,40.71,8
5,19,7,16,7,3,40.71,8
0,7,0,0,5,8.6,17.2,8
1,0,5,0,10,5,17.2,8
2,0,10,7,14,8.06,17.2,8
3,7,0,8,6,6.08,17.2,8
4,10,6,4,6,6,17.2,8
0,14,0,7,5,8.6,31.3,8
1,7,5,0,10,8.6,31.3,8
2,0,10,0,19,9,31.3,8
3,0,19,7,24,8.6,31.3,8
4,7,24,14,28,8.06,31.3,8
5,14,0,14,11,11,31.3,8
6,14,11,10,11,4,31.3,8
0,8,0,0,5,9.43,16.12,8
1,0,5,0,10,5,16.12,8
2,0,10,8,14,8.94,16.12,8
3,8,0,8,9,9,16.12,8
4,8,9,4,9,4,16.12,8
0,17,0,3,5,14.87,32.76,8
1,3,5,0,10,5.83,32.76,8
2,0,10,0,19,9,32.76,8
3,0,19,3,24,5.83,32.76,8
4,3,24,17,28,14.56,32.76,8
5,17,0,16,10,10.05,32.76,8
6,17,10,14,10,3,32.76,8
0,19,0,0,12,22.47,41.18,8
1,0,12,0,24,12,41.18,8
2,0,24,19,36,22.47,41.18,8
3,19,0,19,7,7,41.18,8
4,20,7,14,7,6,41.18,8
0,7,0,3,2,4.47,16.64,8
1,3,2,0,4,3.61,16.64,8
2,0,4,0,9,5,16.64,8
3,0,9,3,11,3.61,16.64,8
4,3,11,7,14,5,16.64,8
5,7,0,7,10,10,16.64,8
6,9,10,3,10,6,16.64,8
0,10,0,4,2,6.32,16.97,8
1,4,2,0,4,4.47,16.97,8
2,0,4,0,8,4,16.97,8
3,0,8,4,10,4.47,16.97,8
4,4,10,10,12,6.32,16.97,8
5,10,0,10,8,8,16.97,8
6,12,8,6,8,6,16.97,8
0,20,0,8,5,13,36.62,8
1,8,5,0,10,9.43,36.62,8
2,0,10,0,20,10,36.62,8
3,0,20,8,25,9.43,36.62,8
4,8,25,20,30,13,36.62,8
5,20,0,20,6,6,36.62,8
6,21,6,17,6,4,36.62,8
0,5,0,0,4,6.4,13.89,8
1,0,4,0,8,4,13.89,8
2,0,8,5,12,6.4,13.89,8
3,5,0,4,8,8.06,13.89,8
4,7,8,2,8,5,13.89,8
0,20,0,10,6,11.66,34.71,8
1,10,6,0,13,12.21,34.71,8
2,0,13,10,19,11.66,34.71,8
3,10,19,20,26,12.21,34.71,8
4,20,0,21,6,6.08,34.71,8
5,23,6,18,6,5,34.71,8
0,25,0,4,12,24.19,56.36,8
1,4,12,0,25,13.6,56.36,8
2,0,25,4,37,12.65,56.36,8
3,4,37,25,50,24.7,56.36,8
4,25,0,24,6,6.08,56.36,8
5,26,6,20,6,6,56.36,8
0,16,0,2,5,14.87,36.24,8
1,2,5,0,10,5.39,36.24,8
2,0,10,0,21,11,36.24,8
3,0,21,2,26,5.39,36.24,8
4,2,26,16,32,15.23,36.24,8
5,16,0,14,10,10.2,36.24,8
6,17,10,11,10,6,36.24,8
0,21,0,9,7,13.89,36.24,8
1,9,7,0,14,11.4,36.24,8
2,0,14,9,21,11.4,36.24,8
3,9,21,21,28,13.89,36.24,8
4,21,0,22,10,10.05,36.24,8
5,23,10,18,10,5,36.24,8
0,15,0,0,5,15.81,24.84,8
1,0,5,0,10,5,24.84,8
2,0,10,15,16,16.16,24.84,8
3,15,0,17,11,11.18,24.84,8
4,19,11,13,11,6,24.84,8
0,35,0,14,12,24.19,62.2,8
1,14,12,0,25,19.1,62.2,8
2,0,25,14,37,18.44,62.2,8
3,14,37,35,50,24.7,62.2,8
4,35,0,33,8,8.25,62.2,8
5,37,8,31,8,6,62.2,8
0,30,0,0,15,33.54,53.25,8
1,0,15,0,30,15,53.25,8
2,0,30,30,44,33.11,53.25,8
3,30,0,30,10,10,53.25,8
4,30,10,27,10,3,53.25,8
0,11,0,7,3,5,20,8
1,7,3,0,6,7.62,20,8
2,0,6,0,11,5,20,8
3,0,11,7,14,7.62,20,8
4,7,14,11,16,4.47,20,8
5,11,0,12,9,9.06,20,8
6,12,9,7,9,5,20,8
0,12,0,6,4,7.21,27.78,8
1,6,4,0,8,7.21,27.78,8
2,0,8,0,16,8,27.78,8
3,0,16,6,20,7.21,27.78,8
4,6,20,12,24,7.21,27.78,8
5,12,0,14,10,10.2,27.78,8
6,14,10,9,10,5,27.78,8
0,6,0,2,2,4.47,15.62,8
1,2,2,0,4,2.83,15.62,8
2,0,4,0,8,4,15.62,8
3,0,8,2,10,2.83,15.62,8
4,2,10,6,12,4.47,15.62,8
5,6,0,8,9,9.22,15.62,8
6,10,9,3,9,7,15.62,8
0,17,0,0,13,21.4,42.49,8
1,0,13,0,26,13,42.49,8
2,0,26,17,38,20.81,42.49,8
3,17,0,18,9,9.06,42.49,8
4,19,9,13,9,6,42.49,8
0,32,0,11,12,24.19,56.61,8
1,11,12,0,23,15.56,56.61,8
2,0,23,11,35,16.28,56.61,8
3,11,35,32,46,23.71,56.61,8
4,32,0,30,9,9.22,56.61,8
5,33,9,29,9,4,56.61,8
0,29,0,4,11,27.31,53.25,8
1,4,11,0,22,11.7,53.25,8
2,0,22,4,33,11.7,53.25,8
3,4,33,29,44,27.31,53.25,8
4,29,0,29,7,7,53.25,8
5,30,7,26,7,4,53.25,8
0,32,0,24,6,10,46.69,8
1,24,6,0,12,24.74,46.69,8
2,0,12,0,23,11,46.69,8
3,0,23,24,29,24.74,46.69,8
4,24,29,32,34,9.43,46.69,8
5,32,0,32,9,9,46.69,8
6,32,9,29,9,3,46.69,8
0,20,0,0,9,21.93,34.06,8
1,0,9,0,18,9,34.06,8
2,0,18,20,26,21.54,34.06,8
3,20,0,20,9,9,34.06,8
4,22,9,15,9,7,34.06,8
0,5,0,0,4,6.4,13.89,8
1,0,4,0,8,4,13.89,8
2,0,8,5,12,6.4,13.89,8
3,5,0,5,11,11,13.89,8
4,7,11,0,11,7,13.89,8
0,15,0,0,5,15.81,24.84,8
1,0,5,0,10,5,24.84,8
2,0,10,15,16,16.16,24.84,8
3,15,0,17,7,7.28,24.84,8
4,19,7,12,7,7,24.84,8
0,33,0,8,8,26.25,59.91,8
1,8,8,0,16,11.31,59.91,8
2,0,16,0,33,17,59.91,8
3,0,33,8,41,11.31,59.91,8
4,8,41,33,50,26.57,59.91,8
5,33,0,32,6,6.08,59.91,8
6,33,6,28,6,5,59.91,8
0,21,0,11,7,12.21,47.41,8
1,11,7,0,14,13.04,47.41,8
2,0,14,0,28,14,47.41,8
3,0,28,11,35,13.04,47.41,8
4,11,35,21,42,12.21,47.41,8
5,21,0,21,6,6,47.41,8
6,22,6,17,6,5,47.41,8
0,8,0,2,3,6.71,17.89,8
1,2,3,0,6,3.61,17.89,8
2,0,6,0,11,5,17.89,8
3,0,11,2,14,3.61,17.89,8
4,2,14,8,16,6.32,17.89,8
5,8,0,8,6,6,17.89,8
6,8,6,5,6,3,17.89,8
0,37,0,0,13,39.22,55.17,8
1,0,13,0,26,13,55.17,8
2,0,26,37,40,39.56,55.17,8
3,37,0,36,6,6.08,55.17,8
4,38,6,32,6,6,55.17,8
0,17,0,0,13,21.4,42.49,8
1,0,13,0,26,13,42.49,8
2,0,26,17,38,20.81,42.49,8
3,17,0,15,7,7.28,42.49,8
4,19,7,14,7,5,42.49,8
0,29,0,0,13,31.78,50,8
1,0,13,0,26,13,50,8
2,0,26,29,40,32.2,50,8
3,29,0,28,8,8.06,50,8
4,30,8,25,8,5,50,8
0,17,0,0,8,18.79,30.61,8
1,0,8,0,16,8,30.61,8
2,0,16,17,24,18.79,30.61,8
3,17,0,17,8,8,30.61,8
4,19,8,12,8,7,30.61,8
0,11,0,0,5,12.08,17.8,8
1,0,5,0,10,5,17.8,8
2,0,10,11,14,11.7,17.8,8
3,11,0,9,8,8.25,17.8,8
4,11,8,7,8,4,17.8,8
0,11,0,1,6,11.66,25.06,8
1,1,6,0,11,5.1,25.06,8
2,0,11,1,17,6.08,25.06,8
3,1,17,11,22,11.18,25.06,8
4,11,0,11,6,6,25.06,8
5,12,6,8,6,4,25.06,8
0,11,0,1,6,11.66,25.55,8
1,1,6,0,11,5.1,25.55,8
2,0,11,1,17,6.08,25.55,8
3,1,17,11,22,11.18,25.55,8
4,11,0,9,9,9.22,25.55,8
5,13,9,6,9,7,25.55,8
0,19,0,0,9,21.02,34.41,8
1,0,9,0,18,9,34.41,8
2,0,18,19,28,21.47,34.41,8
3,19,0,18,10,10.05,34.41,8
4,20,10,14,10,6,34.41,8
0,18,0,8,6,11.66,32.2,8
1,8,6,0,13,10.63,32.2,8
2,0,13,8,19,10,32.2,8
3,8,19,18,26,12.21,32.2,8
4,18,0,17,10,10.05,32.2,8
5,19,10,14,10,5,32.2,8
0,30,0,0,12,32.31,46.86,8
1,0,12,0,24,12,46.86,8
2,0,24,30,36,32.31,46.86,8
3,30,0,30,11,11,46.86,8
4,30,11,26,11,4,46.86,8
0,8,0,0,6,10,21.1,8
1,0,6,0,12,6,21.1,8
2,0,12,8,18,10,21.1,8
3,8,0,9,11,11.05,21.1,8
4,11,11,4,11,7,21.1,8
0,22,0,8,8,16.12,39.7,8
1,8,8,0,15,10.63,39.7,8
2,0,15,8,23,11.31,39.7,8
3,8,23,22,30,15.65,39.7,8
4,22,0,24,6,6.32,39.7,8
5,26,6,19,6,7,39.7,8
0,39,0,25,8,16.12,65.3,8
1,25,8,0,16,26.25,65.3,8
2,0,16,0,33,17,65.3,8
3,0,33,25,41,26.25,65.3,8
4,25,41,39,50,16.64,65.3,8
5,39,0,40,11,11.05,65.3,8
6,42,11,35,11,7,65.3,8
0,7,0,1,2,6.32,16.64,8
1,1,2,0,4,2.24,16.64,8
2,0,4,0,9,5,16.64,8
3,0,9,1,11,2.24,16.64,8
4,1,11,7,14,6.71,16.64,8
5,7,0,8,6,6.08,16.64,8
6,9,6,5,6,4,16.64,8
0,17,0,0,13,21.4,42.49,8
1,0,13,0,26,13,42.49,8
2,0,26,17,38,20.81,42.49,8
3,17,0,17,11,11,42.49,8
4,19,11,14,11,5,42.49,8
0,21,0,0,7,22.14,32.56,8
1,0,7,0,14,7,32.56,8
2,0,14,21,22,22.47,32.56,8
3,21,0,23,7,7.28,32.56,8
4,24,7,20,7,4,32.56,8
0,11,0,5,4,7.21,24.6,8
1,5,4,0,8,6.4,24.6,8
2,0,8,0,15,7,24.6,8
3,0,15,5,19,6.4,24.6,8
4,5,19,11,22,6.71,24.6,8
5,11,0,10,10,10.05,24.6,8
6,11,10,6,10,5,24.6,8
0,13,0,7,4,7.21,29.53,8
1,7,4,0,8,8.06,29.53,8
2,0,8,0,17,9,29.53,8
3,0,17,7,21,8.06,29.53,8
4,7,21,13,26,7.81,29.53,8
5,13,0,13,9,9,29.53,8
6,14,9,10,9,4,29.53,8
0,22,0,3,11,21.95,50.12,8
1,3,11,0,22,11.4,50.12,8
2,0,22,3,33,11.4,50.12,8
3,3,33,22,44,21.95,50.12,8
4,22,0,22,6,6,50.12,8
5,24,6,19,6,5,50.12,8
0,25,0,3,6,22.8,37.48,8
1,3,6,0,13,7.62,37.48,8
2,0,13,3,19,6.71,37.48,8
3,3,19,25,26,23.09,37.48,8
4,25,0,26,6,6.08,37.48,8
5,27,6,22,6,5,37.48,8
0,15,0,6,5,10.3,35.51,8
1,6,5,0,10,7.81,35.51,8
2,0,10,0,20,10,35.51,8
3,0,20,6,25,7.81,35.51,8
4,6,25,15,30,10.3,35.51,8
5,15,0,17,11,11.18,35.51,8
6,19,11,12,11,7,35.51,8
0,9,0,1,4,8.94,17.8,8
1,1,4,0,7,3.16,17.8,8
2,0,7,1,11,4.12,17.8,8
3,1,11,9,14,8.54,17.8,8
4,9,0,10,7,7.07,17.8,8
5,11,7,6,7,5,17.8,8
0,24,0,7,5,17.72,39.7,8
1,7,5,0,10,8.6,39.7,8
2,0,10,0,20,10,39.7,8
3,0,20,7,25,8.6,39.7,8
4,7,25,24,30,17.72,39.7,8
5,24,0,24,7,7,39.7,8
6,26,7,19,7,7,39.7,8
0,42,0,0,15,44.6,60.83,8
1,0,15,0,30,15,60.83,8
2,0,30,42,44,44.27,60.83,8
3,42,0,41,7,7.07,60.83,8
4,42,7,37,7,5,60.83,8
0,19,0,2,10,19.72,43.91,8
1,2,10,0,19,9.22,43.91,8
2,0,19,2,29,10.2,43.91,8
3,2,29,19,38,19.24,43.91,8
4,19,0,21,8,8.25,43.91,8
5,22,8,18,8,4,43.91,8
0,30,0,0,13,32.7,49.04,8
1,0,13,0,26,13,49.04,8
2,0,26,30,38,32.31,49.04,8
3,30,0,30,7,7,49.04,8
4,31,7,26,7,5,49.04,8
0,14,0,2,7,13.89,33.29,8
1,2,7,0,14,7.28,33.29,8
2,0,14,2,21,7.28,33.29,8
3,2,21,14,28,13.89,33.29,8
4,14,0,16,10,10.2,33.29,8
5,18,10,12,10,6,33.29,8
0,10,0,7,2,3.61,16.28,8
1,7,2,0,4,7.28,16.28,8
2,0,4,0,8,4,16.28,8
3,0,8,7,10,7.28,16.28,8
4,7,10,10,12,3.61,16.28,8
5,10,0,8,11,11.18,16.28,8
6,11,11,7,11,4,16.28,8
0,14,0,7,5,8.6,31.3,8
1,7,5,0,10,8.6,31.3,8
2,0,10,0,19,9,31.3,8
3,0,19,7,24,8.6,31.3,8
4,7,24,14,28,8.06,31.3,8
5,14,0,14,11,11,31.3,8
6,14,11,9,11,5,31.3,8
0,16,0,6,6,11.66,31.62,8
1,6,6,0,13,9.22,31.62,8
2,0,13,6,19,8.49,31.62,8
3,6,19,16,26,12.21,31.62,8
4,16,0,18,8,8.25,31.62,8
5,18,8,15,8,3,31.62,8
0,17,0,0,7,18.38,27.59,8
1,0,7,0,14,7,27.59,8
2,0,14,17,20,18.03,27.59,8
3,17,0,15,8,8.25,27.59,8
4,19,8,13,8,6,27.59,8
0,22,0,3,11,21.95,50.61,8
1,3,11,0,22,11.4,50.61,8
2,0,22,3,33,11.4,50.61,8
3,3,33,22,44,21.95,50.61,8
4,22,0,23,8,8.06,50.61,8
5,25,8,20,8,5,50.61,8
0,7,0,0,5,8.6,18.36,8
1,0,5,0,10,5,18.36,8
2,0,10,7,16,9.22,18.36,8
3,7,0,7,8,8,18.36,8
4,9,8,2,8,7,18.36,8
0,9,0,1,3,8.54,20.59,8
1,1,3,0,6,3.16,20.59,8
2,0,6,0,12,6,20.59,8
3,0,12,1,15,3.16,20.59,8
4,1,15,9,18,8.54,20.59,8
5,9,0,9,8,8,20.59,8
6,10,8,6,8,4,20.59,8
0,19,0,0,15,24.21,48.33,8
1,0,15,0,30,15,48.33,8
2,0,30,19,44,23.6,48.33,8
3,19,0,18,9,9.06,48.33,8
4,20,9,14,9,6,48.33,8
0,25,0,2,8,24.35,56.82,8
1,2,8,0,16,8.25,56.82,8
2,0,16,0,33,17,56.82,8
3,0,33,2,41,8.25,56.82,8
4,2,41,25,50,24.7,56.82,8
5,25,0,24,8,8.06,56.82,8
6,27,8,22,8,5,56.82,8
0,12,0,6,4,7.21,25.06,8
1,6,4,0,8,7.21,25.06,8
2,0,8,0,15,7,25.06,8
3,0,15,6,19,7.21,25.06,8
4,6,19,12,22,6.71,25.06,8
5,12,0,12,8,8,25.06,8
6,12,8,8,8,4,25.06,8
0,15,0,5,6,11.66,26.63,8
1,5,6,0,11,7.07,26.63,8
