@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute Class {1,2,3,4}

@data
0.882,0.909,1.619,2.171,2.97,5,5,5,5,1.412,1.397,1.412,1.653,1.654,1.679,0.706,0.694,0.7,0.732,0.744,0.883,0.866,0.855,0.891,1
0.903,0.93,1.635,2.185,2.977,5,5,1.444,5,1.394,1.379,1.411,1.634,1.635,1.653,0.699,0.687,0.693,0.718,0.738,0.901,0.884,0.873,0.882,1
0.921,0.948,1.653,2.2,2.987,5,5,5,5,1.372,1.361,1.379,1.614,1.616,1.637,0.692,0.68,0.686,0.708,0.731,0.919,0.903,0.892,0.931,1
1.716,5,1.009,2.211,2.992,3.039,5,1.426,1.381,1.356,1.342,1.353,1.595,1.597,1.615,0.685,0.673,0.679,0.704,0.724,0.938,0.921,0.91,0.967,1
0.958,0.982,1.028,2.229,2.999,3.051,5,1.384,5,1.338,1.323,1.377,1.576,1.581,1.593,0.678,0.666,0.673,0.694,0.717,0.957,0.94,0.929,0.99,1
0.974,1.008,1.717,2.241,3.006,3.053,5,1.364,1.343,1.319,1.304,1.337,1.556,1.565,1.576,0.671,0.659,0.666,0.691,0.711,0.975,0.958,0.947,0.995,1
0.993,2.269,2.251,2.256,3.017,5,5,1.343,1.321,1.297,1.285,1.301,1.537,1.545,1.554,0.664,0.652,0.658,0.684,0.704,0.993,0.977,0.966,0.978,1
1.012,2.281,2.265,2.27,3.024,5,5,1.323,1.302,1.278,1.267,1.275,1.517,1.525,1.572,0.658,0.646,0.652,0.678,0.698,1.012,0.996,0.985,1.025,1
1.031,2.292,2.277,2.285,3.032,5,5,1.304,1.283,1.262,1.248,1.259,1.495,1.506,1.527,0.651,0.639,0.645,0.668,0.691,1.03,1.014,1.004,1.013,1
1.05,1.084,2.292,2.3,3.04,5,5,1.285,1.27,1.24,1.229,1.272,1.475,1.486,1.505,0.64,0.632,0.638,0.737,0.685,1.049,1.033,1.023,1.032,1
1.07,2.323,2.308,2.319,3.049,5,5,1.269,1.25,1.22,1.209,1.218,1.455,1.472,1.487,0.633,0.624,0.631,0.66,0.677,1.069,1.052,1.042,1.051,1
1.089,1.132,2.326,2.338,3.061,5,5,1.252,1.227,1.2,1.19,1.198,1.435,1.45,1.464,0.626,0.617,0.624,0.65,0.671,1.087,1.071,1.061,1.074,1
1.108,1.142,2.341,2.357,3.083,5,5,5,1.208,1.181,1.17,1.179,1.415,1.426,1.444,0.618,0.61,0.617,0.643,0.664,1.109,1.09,1.08,1.09,1
1.127,2.369,2.354,2.369,3.128,5,5,1.213,1.188,1.161,1.151,1.16,1.395,1.409,1.418,0.61,0.602,0.609,0.742,0.657,1.128,1.11,1.099,1.112,1
1.146,2.387,2.369,2.384,3.093,5,5,5,5,1.143,1.132,1.142,1.375,1.39,1.411,0.603,0.595,0.602,0.632,0.65,1.147,1.128,1.118,1.131,1
1.164,2.402,2.387,2.399,3.109,5,5,5,5,1.124,1.114,1.123,1.356,1.367,5,0.596,0.588,0.595,0.621,0.642,1.162,1.146,1.136,1.149,1
1.183,2.414,2.402,3.043,3.122,5,5,1.157,5,1.106,1.096,1.105,1.336,1.347,5,0.589,0.58,0.587,0.614,0.635,1.18,1.168,1.155,1.168,1
1.2,1.237,2.414,2.436,3.126,5,5,1.139,5,1.089,1.078,1.088,1.315,1.331,5,0.581,0.573,0.58,1.416,0.628,1.197,1.182,1.172,1.182,1
1.219,2.443,2.429,2.447,3.129,5,5,1.121,1.096,1.07,1.06,1.069,1.296,1.319,5,0.574,0.566,0.573,0.6,0.621,1.215,1.2,1.19,1.2,1
1.237,1.27,2.444,2.465,3.146,5,5,5,1.281,1.052,1.042,1.048,1.277,1.294,5,0.567,0.559,0.566,1.442,0.614,1.236,1.221,1.208,1.221,1
1.255,1.282,2.459,3.094,3.165,3.173,5,1.084,1.275,1.034,1.024,1.033,1.26,1.274,5,0.56,0.552,0.559,0.595,0.607,1.255,1.239,1.226,1.239,1
1.273,1.3,2.475,2.521,3.154,5,5,1.063,5,1.016,1.006,1.015,1.241,1.255,5,0.553,0.544,0.551,0.575,0.599,1.269,1.258,1.245,1.258,1
1.288,1.318,2.49,3.12,3.176,5,5,1.048,5,0.998,0.987,0.994,1.222,1.235,5,0.545,0.537,0.544,0.571,0.592,1.287,1.272,1.263,1.272,1
1.306,1.336,2.505,3.133,3.16,5,5,1.026,5,0.979,0.969,0.975,1.203,1.216,2.058,0.538,0.53,0.536,1.509,0.585,1.306,1.291,1.281,1.291,1
1.327,1.358,2.521,2.543,3.168,5,5,1.011,5,0.961,0.951,0.957,1.183,1.197,0.715,0.53,0.522,0.529,0.566,0.578,1.327,1.309,1.299,1.309,2
1.346,1.379,2.536,3.16,3.195,5,5,0.99,5,0.942,0.932,0.942,1.163,1.178,0.677,0.522,0.515,0.522,0.555,0.57,1.342,1.327,1.318,1.327,2
1.361,1.395,1.433,3.174,3.192,5,5,0.971,5,0.924,0.914,0.921,1.144,1.155,0.651,0.515,0.507,0.514,0.545,0.563,1.36,1.345,1.336,1.346,2
1.383,1.413,1.449,3.188,3.203,5,5,0.953,5,0.905,0.896,0.902,1.124,1.134,0.628,0.507,0.499,0.506,0.537,0.555,1.379,1.367,1.355,1.364,2
1.401,1.428,2.584,3.202,3.22,5,5,0.934,5,0.887,0.877,0.883,1.105,1.111,0.606,0.499,0.491,0.498,0.522,0.549,1.398,1.386,1.373,1.383,2
1.414,1.444,2.602,3.216,3.22,5,5,0.918,5,0.87,0.86,0.869,1.086,1.093,0.591,0.492,0.484,0.49,0.514,0.538,1.415,1.403,1.39,1.427,2
1.43,1.459,1.501,3.227,3.231,5,5,0.903,0.882,0.855,0.844,0.854,1.07,1.076,0.585,0.485,0.477,0.484,0.504,0.53,1.431,1.415,1.406,1.414,2
1.441,2.639,2.624,3.235,3.236,5,5,0.896,0.874,0.846,0.835,0.846,1.06,1.062,0.573,0.481,0.472,0.478,0.497,0.523,1.442,1.426,1.415,1.438,2
1.545,2.641,1.512,3.233,3.232,5,5,0.896,0.871,0.846,0.835,0.846,1.062,1.061,5,0.483,0.471,0.479,0.498,0.52,1.444,1.427,1.415,1.435,2
1.522,2.647,1.51,1.531,3.235,3.249,5,0.9,0.881,0.849,0.837,0.843,1.064,1.064,1.083,0.484,0.471,0.483,3.275,0.516,1.442,1.424,1.413,1.425,2
1.524,2.647,2.624,1.526,3.235,3.266,5,0.899,0.883,0.851,0.839,0.841,1.065,1.064,1.084,0.484,0.471,0.482,3.273,0.516,1.441,1.424,1.413,1.424,2
1.454,1.663,2.625,2.626,3.243,3.247,5,0.904,5,0.855,0.839,0.841,1.065,1.064,1.083,0.488,0.471,0.481,0.506,0.514,1.441,1.424,1.412,1.42,2
1.443,1.488,1.492,2.627,3.247,3.245,5,0.904,5,0.856,0.839,0.841,1.065,1.064,1.08,0.487,0.47,0.479,0.502,0.512,1.442,1.427,1.412,1.42,2
1.443,1.481,1.488,2.627,3.24,3.245,5,0.909,5,0.859,0.839,0.837,0.867,1.064,1.079,0.491,0.47,0.476,0.497,0.512,1.442,1.424,1.412,1.42,2
1.429,1.48,1.49,2.627,3.248,3.245,5,0.909,5,0.859,0.843,0.831,0.863,1.067,1.079,0.491,0.47,0.475,0.497,0.51,1.446,1.428,1.412,1.417,2
1.428,1.482,1.489,2.627,3.252,3.245,5,5,5,0.86,0.84,0.834,0.862,1.069,1.079,0.494,0.469,0.47,0.492,0.509,1.446,1.428,1.412,1.416,2
1.427,1.639,1.491,2.627,3.25,3.245,5,5,5,0.864,0.844,0.834,0.862,1.058,1.078,0.5,0.469,0.47,0.488,0.507,1.447,1.432,1.412,1.416,2
1.426,1.647,1.483,2.628,3.254,3.246,5,5,5,0.868,0.844,0.831,0.859,1.058,5,0.507,0.468,0.469,0.483,0.509,0.857,1.432,1.412,1.416,2
1.425,1.641,1.48,2.628,2.647,3.246,5,5,5,0.876,0.845,0.831,0.858,1.055,1.076,0.573,0.468,0.468,0.482,0.507,0.832,1.436,1.412,1.412,2
1.424,1.472,1.475,2.629,2.648,3.247,5,5,5,5,0.846,0.831,0.858,1.054,0.527,0.568,0.467,0.466,0.476,0.507,0.827,1.437,1.412,1.415,2
1.419,1.454,1.469,2.627,2.648,3.247,5,5,5,5,0.85,0.832,0.854,1.053,1.069,0.567,0.469,0.464,0.474,0.507,0.823,1.448,1.415,1.414,2
1.418,1.438,1.467,2.628,2.651,3.249,5,5,5,5,0.89,0.836,0.853,0.88,1.066,0.49,0.467,0.462,0.471,3.283,0.821,1.504,1.418,1.409,2
1.416,1.435,1.466,2.629,2.648,3.252,5,5,5,5,0.851,0.839,0.853,0.875,1.067,0.49,0.466,0.46,0.468,1.609,0.531,1.55,1.421,1.408,2
1.414,1.436,1.463,2.631,3.252,3.245,3.263,3.889,5,5,0.852,0.842,0.852,0.871,1.088,0.496,0.465,0.455,0.465,0.491,0.822,1.456,1.417,1.408,2
1.413,1.433,2.169,2.633,3.25,3.244,3.262,5,0.906,5,0.853,0.843,0.849,0.876,1.066,0.506,0.463,0.456,0.462,0.484,0.514,1.455,1.415,1.407,2
1.415,1.441,5,2.637,2.649,3.25,3.261,3.284,5,5,0.855,0.843,0.849,0.872,1.059,0.506,0.463,0.454,0.465,1.596,0.502,1.452,1.418,1.407,2
1.418,1.452,1.459,1.49,2.657,3.262,3.262,5,0.916,5,0.86,0.845,0.841,1.061,1.062,0.506,0.465,0.453,0.458,0.508,0.494,1.454,1.422,1.41,2
1.412,1.449,1.459,1.486,2.642,3.268,3.264,5,5,5,0.865,0.846,0.838,0.871,1.064,0.51,0.468,0.451,0.452,0.5,0.49,0.822,1.423,1.411,2
1.407,1.424,1.453,1.479,2.643,3.257,3.264,3.283,5,5,0.874,0.847,0.838,0.862,1.058,0.515,0.568,0.45,0.449,0.469,0.486,0.817,1.428,1.41,2
1.406,1.421,1.45,1.469,2.644,3.259,3.262,3.277,5,5,5,0.847,0.838,0.858,1.05,1.065,0.516,0.449,0.447,0.46,0.482,0.812,1.44,1.41,2
1.405,1.417,1.448,1.464,2.644,3.281,3.264,3.278,5,5,5,0.851,0.834,0.854,1.049,1.063,0.551,0.448,0.445,0.457,1.485,0.808,1.441,1.417,2
1.404,1.416,1.463,1.461,2.646,3.274,3.269,3.278,5,5,0.874,0.863,0.837,0.856,1.045,1.059,0.546,0.448,0.443,0.451,1.567,0.809,1.493,1.416,2
1.404,1.415,1.437,1.459,2.647,3.273,3.262,3.285,5,5,0.878,0.854,0.845,0.853,1.044,1.061,0.474,0.447,0.441,0.448,1.571,0.808,1.433,1.413,2
1.404,1.414,1.433,1.457,2.648,3.268,3.264,5,5,5,0.877,0.851,0.846,0.852,1.044,1.067,0.483,0.446,0.439,0.445,1.569,1.557,1.432,1.414,2
1.404,1.413,1.452,1.454,2.65,3.27,3.265,5,5,5,5,0.852,0.845,0.854,0.886,1.055,0.541,0.445,0.437,0.446,0.465,0.493,1.434,1.414,2
1.404,1.413,1.447,2.665,2.653,3.277,3.277,3.288,5,5,5,0.853,0.845,0.856,1.054,1.05,0.54,0.444,0.435,0.446,0.461,0.484,1.439,1.415,2
1.405,1.412,1.449,5,1.496,1.512,3.276,3.284,5,5,5,0.855,0.846,0.858,1.046,1.049,0.474,0.443,0.433,0.438,0.45,0.476,1.444,1.416,2
1.406,1.41,1.425,3.292,2.659,2.658,2.682,3.285,5,5,5,0.859,0.847,0.847,1.048,1.048,0.472,0.442,0.431,0.431,0.445,0.474,0.802,1.418,2
1.407,1.41,1.423,5,1.482,2.66,3.282,3.283,5,5,5,0.864,0.85,0.836,1.05,1.046,0.472,0.444,0.433,0.428,0.438,0.468,0.797,1.424,2
1.411,1.409,1.418,1.449,1.475,2.661,3.29,3.285,5,5,5,0.876,0.856,0.835,0.861,1.039,0.476,0.448,0.433,0.425,0.434,5,0.796,1.45,2
1.417,1.406,1.417,1.441,1.469,2.663,3.286,3.287,5,5,5,5,0.852,0.834,0.855,1.034,0.48,0.448,0.429,0.423,0.431,1.524,0.795,1.488,2
1.415,1.406,1.416,1.435,1.466,2.662,2.679,3.278,5,5,5,0.871,0.852,0.834,0.853,1.035,1.045,0.447,0.427,0.42,0.427,1.599,0.797,1.436,2
0.536,1.407,1.416,1.447,2.676,2.665,2.674,3.28,5,5,5,0.872,0.852,0.842,0.851,0.884,1.061,0.521,0.425,0.417,0.424,1.588,0.479,1.436,2
0.527,1.408,1.437,1.588,2.683,2.671,2.675,3.283,5,5,5,0.873,0.852,0.841,0.85,1.041,1.044,0.464,0.424,0.415,0.421,1.578,0.47,0.503,2
0.521,1.409,1.417,1.588,2.69,2.671,2.674,2.695,5,5,5,0.875,0.856,0.841,1.054,1.032,1.036,0.517,0.43,0.414,0.421,1.578,0.461,0.497,2
0.513,1.413,1.414,1.433,2.691,2.676,2.676,2.692,3.305,3.318,5,0.883,0.86,0.844,0.846,1.034,1.034,0.474,0.442,0.412,0.417,0.439,0.456,0.495,2
0.51,1.415,1.412,1.429,3.292,1.489,2.677,3.307,3.306,3.319,5,5,0.868,0.844,0.843,1.036,1.035,0.456,0.532,0.411,0.411,0.432,0.451,0.49,2
0.508,1.417,1.412,1.425,1.623,1.483,2.679,2.69,3.305,5,5,5,0.978,0.847,0.831,0.865,1.024,0.454,0.429,0.413,0.408,0.425,0.45,0.793,2
0.504,1.428,1.413,1.424,1.623,1.477,2.681,2.692,3.306,3.329,5,5,1.013,0.853,0.827,0.856,1.015,0.455,0.431,0.414,0.406,0.419,0.446,0.484,2
1.435,1.421,1.413,1.421,1.448,1.472,2.683,2.693,3.308,5,5,5,1.012,0.853,0.826,0.851,1.017,0.46,0.432,0.413,0.404,0.412,0.445,0.469,2
0.496,1.42,1.414,1.421,1.444,1.474,2.685,3.304,3.309,5,5,5,0.865,0.847,0.825,0.848,1.015,0.461,0.436,0.408,0.402,0.41,0.438,0.461,2
0.485,1.422,1.416,1.422,1.448,1.466,2.687,3.302,3.311,3.326,5,5,0.869,0.843,0.826,0.843,1.013,1.029,0.443,0.408,0.398,0.408,0.432,0.46,2
0.479,1.425,1.417,1.423,1.443,2.705,2.69,2.704,3.31,3.321,5,5,5,0.843,0.828,0.841,1.014,1.051,0.516,0.408,0.399,0.405,0.428,0.452,2
0.471,1.431,1.42,1.428,1.598,1.462,2.696,2.697,3.312,3.316,5,5,0.884,0.845,0.83,0.836,1.022,1.021,1.655,0.411,0.398,0.404,0.429,0.446,2
0.466,1.434,1.422,1.426,1.48,1.465,2.699,2.695,3.314,3.317,5,0.926,1.152,0.845,0.829,0.831,1.015,1.016,5,0.423,0.397,0.399,0.428,0.443,2
0.462,1.438,1.424,1.424,1.445,1.488,2.711,2.697,3.319,3.318,5,5,5,0.852,0.828,0.818,1.013,1.014,5,0.441,0.397,0.397,0.417,0.463,2
0.461,1.445,1.427,1.425,1.442,1.49,3.283,2.698,2.717,3.316,3.336,5,5,5,0.83,0.812,1.035,1.015,4.45,0.467,0.396,0.395,0.408,0.456,2
0.466,1.455,1.435,1.426,1.438,1.486,1.491,2.7,3.329,3.317,5,5,5,5,0.836,0.81,1.012,1.003,1.023,0.418,0.4,0.393,0.402,1.588,2
0.447,1.468,1.447,1.428,1.439,1.458,2.718,2.699,2.716,3.318,5,5,0.878,1.087,0.84,0.805,0.838,0.991,1.018,0.419,0.396,0.39,0.398,1.589,2
0.448,0.479,1.439,1.43,1.439,1.458,2.722,2.701,3.324,3.316,5,5,5,5,5,0.806,0.835,0.988,1.016,0.427,0.396,0.389,0.396,0.423,4
0.433,0.47,1.442,1.432,1.531,1.458,5,2.705,3.327,3.321,5,3.942,5,5,0.828,0.808,0.829,0.995,1.005,0.484,0.395,0.387,0.393,0.418,2
0.428,0.468,1.446,1.434,1.45,1.603,5,1.531,2.725,3.336,3.334,5,5,5,0.827,0.813,0.827,0.999,0.999,1.312,0.395,0.386,0.408,0.412,2
0.425,0.464,1.45,1.437,1.449,1.572,5,1.527,2.721,2.735,3.331,3.964,5,5,0.83,0.814,0.822,0.993,0.997,0.431,0.396,0.386,0.387,0.405,2
0.425,0.463,1.455,1.439,1.444,1.559,1.503,1.53,2.718,2.732,3.331,3.96,5,5,0.832,0.813,0.816,0.992,0.995,0.433,0.397,0.386,0.387,0.405,2
0.423,0.465,1.456,1.439,1.444,1.598,1.66,1.533,2.715,2.729,3.328,3.96,5,5,0.835,0.812,0.819,0.995,0.995,0.434,0.397,0.387,0.387,0.402,2
0.422,0.464,1.456,1.44,1.444,1.468,1.653,1.536,2.716,2.729,3.328,5,5,5,0.835,0.815,0.818,0.991,0.994,0.43,0.396,0.386,0.386,0.403,2
0.421,0.466,1.456,1.44,1.444,1.468,1.652,1.528,2.716,2.729,3.329,5,5,5,0.835,0.812,0.818,0.99,0.994,0.43,0.396,0.386,0.385,0.4,2
0.42,0.468,1.461,1.44,1.445,1.462,1.651,1.531,2.717,2.73,3.332,5,3.934,5,0.835,0.815,0.817,0.99,0.993,0.43,0.399,0.385,0.385,0.398,2
0.418,0.469,1.468,1.442,1.442,1.458,1.65,1.516,2.718,2.733,3.329,5,3.935,5,0.839,0.814,0.816,0.993,0.99,0.428,0.4,0.388,0.384,0.397,2
0.416,0.8,1.498,1.443,1.442,1.458,1.499,1.513,2.718,2.733,3.33,5,3.935,5,0.852,0.817,0.814,0.992,0.989,0.431,0.399,0.388,0.382,0.396,2
0.414,0.464,1.508,1.447,1.443,1.458,1.503,1.506,2.72,2.734,3.331,5,3.939,5,0.856,0.823,0.799,0.833,0.984,0.432,0.4,0.397,0.381,0.394,2
0.414,0.461,1.484,1.448,1.443,1.455,1.492,1.504,2.721,2.734,3.332,5,3.939,5,5,0.814,0.792,0.811,0.983,0.433,0.403,0.388,0.38,0.392,4
0.431,0.445,1.477,1.464,1.444,1.455,1.475,1.5,2.722,2.735,3.333,5,3.936,5,5,0.813,0.79,0.83,0.981,0.437,0.403,0.388,0.379,0.387,4
0.443,0.439,1.556,1.453,1.445,1.452,1.475,1.496,2.723,3.341,3.334,5,3.939,5,5,0.812,0.789,0.821,0.977,0.442,0.404,0.387,0.378,0.386,4
0.44,0.438,1.556,1.455,1.448,1.454,1.475,1.499,2.725,3.341,3.334,5,3.942,5,5,0.809,0.788,0.815,0.978,0.453,0.405,0.387,0.377,0.384,4
0.454,0.437,0.471,1.453,1.448,1.454,1.496,1.502,2.725,3.339,3.335,5,3.939,5,5,0.811,0.787,0.817,0.977,0.987,0.415,0.384,0.374,0.384,1
0.451,0.438,1.56,1.454,1.448,1.454,1.489,1.502,2.724,3.341,3.334,5,3.941,5,5,0.811,0.787,0.818,0.978,5,0.416,0.385,0.378,0.385,1
0.455,0.439,1.491,1.453,1.448,1.455,1.489,1.499,2.724,3.341,3.334,5,3.938,5,5,0.808,0.787,0.801,0.978,1.097,0.41,0.385,0.378,0.385,1
0.445,0.439,0.47,1.453,1.448,1.454,1.492,1.503,2.724,3.341,3.333,5,3.941,5,5,0.808,0.787,0.818,0.978,1.045,0.407,0.386,0.375,0.386,1
0.42,0.44,1.561,1.454,1.448,1.454,1.49,1.503,2.723,3.34,3.332,5,3.939,5,5,0.81,0.787,0.814,0.978,0.85,0.417,0.386,0.376,0.386,1
0.427,0.442,1.56,1.458,1.449,1.456,1.491,1.502,2.721,3.338,3.329,5,3.939,5,5,0.809,0.785,0.817,0.978,5,0.417,0.389,0.382,0.39,1
0.43,0.449,1.568,1.458,1.452,1.459,1.481,1.504,2.717,3.33,3.323,5,3.936,5,5,0.806,0.783,0.81,0.979,1.041,0.419,0.395,0.388,0.395,1
0.435,0.458,1.571,1.462,1.456,1.463,1.484,1.508,2.71,3.326,3.314,5,3.936,5,5,0.803,0.78,0.803,0.981,0.998,0.429,0.404,0.397,0.404,1
0.471,0.469,1.5,1.469,1.46,1.467,1.489,1.513,2.702,3.316,3.302,5,3.911,5,5,0.798,0.779,0.799,0.983,0.997,0.439,0.415,0.408,0.415,1
0.46,0.482,1.559,1.475,1.466,1.473,1.505,1.518,2.694,3.309,3.288,5,4.481,5,5,0.793,0.783,0.79,0.82,0.999,0.449,0.429,0.421,0.429,1
0.47,0.496,1.513,1.481,1.473,1.479,1.505,1.525,2.684,3.295,3.271,5,5,5,5,0.786,0.776,0.783,0.81,0.998,0.467,0.443,0.436,0.443,1
0.513,0.508,1.569,1.488,1.479,1.486,1.508,1.532,2.674,3.272,3.256,5,5,5,5,0.78,0.769,0.78,0.8,0.998,0.491,0.458,0.451,0.458,1
0.529,0.524,1.527,1.496,1.486,1.494,1.518,1.539,2.664,3.265,3.242,5,5,5,5,0.773,0.762,0.77,0.793,1.002,0.54,0.474,0.467,0.474,1
0.523,0.545,1.531,1.503,1.494,1.501,1.532,1.546,2.652,2.669,3.224,5,5,5,5,0.765,0.754,0.762,0.785,1.002,0.515,0.492,0.485,0.492,1
0.565,0.563,1.542,1.51,1.502,1.512,1.54,1.554,2.64,3.223,3.203,5,5,5,5,0.757,0.747,0.754,0.777,1.006,0.53,0.51,0.503,0.51,1
0.555,0.577,1.557,1.516,1.51,1.516,1.541,1.558,2.628,3.228,3.188,5,5,5,5,0.75,0.739,0.749,0.77,0.591,0.551,0.528,0.521,0.528,1
0.573,0.596,1.562,1.527,1.518,1.525,1.55,1.566,2.616,3.213,3.168,5,5,5,5,0.742,0.731,0.741,0.761,1.021,0.57,0.55,0.54,0.547,1
0.596,0.615,1.56,1.535,1.526,1.533,1.558,1.574,2.603,3.205,3.149,5,5,5,5,0.734,0.723,0.733,0.754,0.632,0.586,0.566,0.559,0.566,1
0.639,0.634,1.564,1.543,1.534,1.541,1.559,1.582,2.59,3.146,3.129,5,5,5,5,0.726,0.715,0.723,0.746,0.654,0.605,0.585,0.579,0.585,1
0.659,0.654,1.573,1.548,1.542,1.549,1.571,1.591,2.578,3.121,3.11,5,5,5,5,0.719,0.708,0.715,0.738,1.039,0.624,0.605,0.598,0.605,1
0.647,0.676,1.581,1.557,1.551,1.557,1.579,1.599,2.565,3.104,3.09,5,5,5,0.881,0.711,0.7,0.707,0.733,1.045,0.643,0.627,0.617,0.624,2
0.666,0.696,1.593,1.565,1.559,1.566,1.587,1.61,2.55,3.082,3.071,5,5,5,5,0.703,0.692,0.699,0.719,1.053,0.662,0.646,0.636,0.643,1
0.69,0.715,1.598,1.574,1.567,1.574,1.595,1.615,2.537,3.065,3.051,5,5,5,5,0.695,0.684,0.691,0.714,0.723,0.682,0.663,0.656,0.663,1
0.706,0.738,1.606,1.582,1.576,1.582,1.604,1.624,2.527,3.039,3.031,5,5,5,5,0.687,0.676,0.683,0.706,1.067,0.701,0.682,0.676,0.683,1
0.725,0.757,1.615,1.59,1.584,1.591,1.619,1.635,2.514,3.029,3.012,5,5,5,5,0.68,0.668,0.675,0.699,0.733,0.72,0.705,0.695,0.702,1
0.743,0.776,1.62,1.598,1.592,1.599,1.621,1.64,2.502,3.001,2.994,5,5,5,5,0.672,0.661,0.668,0.694,1.084,0.739,0.723,0.714,0.721,1
0.761,0.793,1.627,1.605,1.6,1.606,1.631,1.651,2.491,2.987,2.973,5,5,5,5,0.665,0.654,0.661,0.687,0.715,0.756,0.737,0.731,0.738,1
0.778,0.81,1.64,1.613,1.607,1.613,1.635,1.655,2.483,2.973,2.957,5,5,5,5,0.662,0.648,0.654,0.681,0.709,0.773,0.758,0.748,0.755,1
0.794,0.826,1.644,1.62,1.614,1.62,1.642,1.662,2.476,2.953,2.94,5,5,5,5,0.663,0.641,0.648,0.674,0.699,0.79,0.774,0.764,0.775,1
0.81,0.842,1.828,1.626,1.621,1.627,1.652,1.669,2.476,2.94,2.924,5,5,5,0.811,0.657,0.635,0.641,0.678,0.692,0.806,0.79,0.781,0.788,2
0.826,0.858,1.659,1.634,1.628,1.634,1.662,1.679,3.027,2.921,2.908,5,5,5,0.795,0.654,0.632,0.638,0.661,0.685,0.822,0.806,0.797,0.804,2
0.842,0.873,1.666,1.641,1.635,1.641,1.666,1.683,3.013,2.905,2.892,5,5,5,0.778,0.647,0.626,0.648,0.733,0.675,0.838,0.822,0.812,0.822,2
0.854,0.889,1.87,1.648,1.642,1.648,5,1.688,2.449,2.889,2.875,5,5,5,0.781,0.641,0.629,0.636,0.734,0.668,0.854,0.838,0.829,0.838,2
0.87,0.904,1.684,1.655,1.649,1.655,5,1.698,2.426,2.873,2.859,5,3.463,5,5,0.634,0.623,0.629,0.654,0.664,0.87,0.854,0.844,0.854,1
0.885,0.919,1.687,1.662,1.655,1.661,5,1.707,2.417,2.858,2.845,5,5,5,0.749,0.629,0.617,0.62,0.648,0.661,0.889,0.869,0.859,0.868,2
0.9,0.931,1.69,1.668,1.661,1.669,5,2.986,2.41,2.849,2.835,2.875,5,5,5,0.624,0.612,0.612,0.64,0.652,0.898,0.882,0.872,0.881,1
0.909,0.933,1.698,1.672,1.665,1.676,5,2.987,2.407,2.844,2.829,5,5,5,5,0.621,0.608,0.608,0.635,1.164,0.906,0.889,0.878,0.887,1
0.909,0.933,1.916,1.673,1.666,1.677,5,2.99,2.403,2.847,2.828,2.867,5,5,5,0.624,0.607,0.607,0.631,1.165,0.907,0.89,0.879,0.926,1
0.907,0.933,1.709,1.673,1.666,1.674,1.708,2.99,2.406,2.843,2.828,2.867,5,5,5,0.623,0.607,0.604,0.631,1.165,0.904,0.891,0.879,0.892,1
0.911,0.935,1.702,1.675,1.665,1.674,5,2.988,2.405,2.841,2.827,2.869,5,5,5,0.623,0.607,0.607,0.631,1.166,0.908,0.892,0.881,0.89,1
0.912,0.938,1.708,1.672,1.665,1.673,5,2.987,2.404,2.841,2.826,2.861,5,5,5,0.62,0.607,0.608,0.638,1.167,0.909,0.893,0.882,0.891,1
0.912,0.944,1.706,1.673,1.666,1.675,5,2.986,2.404,2.84,2.825,5,5,5,5,0.619,0.607,0.607,0.631,1.167,0.91,0.893,0.883,0.891,1
0.915,0.939,1.702,1.673,1.666,1.675,5,2.985,2.402,2.838,2.823,5,5,5,5,0.619,0.606,0.607,0.631,1.169,0.912,0.896,0.885,0.897,1
0.914,0.938,1.7,1.674,1.667,1.678,5,2.984,2.401,2.839,2.821,5,5,5,5,0.618,0.605,0.606,0.63,1.169,0.911,0.897,0.886,0.899,1
0.916,0.94,1.701,1.675,1.668,1.677,5,2.981,2.403,2.834,2.819,2.84,5,5,5,0.618,0.605,0.606,0.632,1.171,0.913,0.9,0.889,0.898,1
0.919,0.946,1.702,1.675,1.668,1.677,5,2.976,2.398,2.834,2.817,5,5,5,5,0.617,0.604,0.606,0.638,1.172,0.919,0.902,0.891,0.9,1
0.92,0.948,1.706,1.677,1.669,1.675,5,2.878,2.397,2.83,2.815,5,5,5,5,0.616,0.604,0.605,0.644,1.174,0.92,0.904,0.893,0.902,1
0.923,0.95,1.703,1.678,1.67,1.676,5,2.97,2.393,2.827,2.813,5,5,5,5,0.616,0.603,0.605,0.64,1.175,0.923,0.906,0.895,0.905,1
0.927,0.955,1.712,1.679,1.672,1.677,5,2.971,2.393,2.83,2.809,5,5,5,5,0.614,0.601,0.6,1.223,1.178,0.927,0.911,0.9,0.912,1
0.935,0.962,1.708,1.682,1.675,1.68,5,2.961,2.392,2.816,2.801,2.819,5,5,5,0.612,0.599,0.599,1.59,1.182,0.935,0.918,0.907,0.917,1
