@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute Class {1,2,3,4}

@data
1.287,0.501,1.773,0.923,1
1.278,0.504,1.77,0.932,1
1.267,0.507,1.766,0.946,1
1.255,0.511,1.762,0.958,1
1.241,0.516,1.756,0.583,1
1.226,0.521,1.751,0.584,1
1.21,0.527,1.744,0.589,1
1.194,0.533,1.738,0.594,1
1.178,0.539,1.731,0.6,1
1.161,0.546,1.723,0.613,1
1.143,0.553,1.715,0.613,1
1.125,0.561,1.707,0.623,1
1.106,0.568,1.699,1.665,1
1.087,0.576,1.69,1.683,1
1.068,0.584,1.681,1.704,1
1.049,0.595,1.672,1.184,1
1.033,0.599,1.663,1.201,1
1.014,0.61,1.654,0.675,1
0.995,0.618,1.645,1.239,1
0.976,0.627,1.636,0.685,1
0.957,0.636,1.626,1.273,1
0.936,0.646,1.616,0.743,1
0.917,0.655,1.604,1.314,1
0.899,0.664,1.593,1.334,2
0.881,0.673,1.586,1.354,2
0.863,0.683,1.573,1.374,2
0.846,0.691,1.56,0.778,2
0.829,0.7,1.553,0.777,2
0.812,0.708,1.544,0.76,2
0.797,0.717,1.532,1.445,2
0.789,0.722,1.527,0.796,2
0.785,0.726,1.527,0.796,2
0.782,0.723,1.526,0.757,2
0.783,0.722,1.528,0.755,2
0.783,0.728,1.527,0.754,2
0.783,0.725,1.527,0.754,2
0.782,0.725,1.527,0.754,2
0.781,0.724,1.527,0.75,2
0.781,0.724,1.527,0.749,2
0.78,0.723,1.528,0.746,2
0.778,0.719,1.529,0.744,2
0.777,0.719,1.531,0.741,2
0.776,0.718,1.536,0.739,2
0.776,0.717,1.538,0.736,2
0.775,0.72,1.541,4.747,2
0.775,0.719,1.543,0.727,2
0.774,0.726,1.545,0.723,2
0.777,0.733,1.55,0.717,2
0.78,1.142,1.572,0.713,2
0.791,0.725,1.557,0.707,2
0.777,1.129,1.559,0.704,2
0.776,0.728,1.562,0.702,2
0.776,0.791,1.568,0.7,2
0.775,0.853,1.581,0.699,2
0.781,0.752,1.584,0.694,2
0.781,0.817,2.893,0.692,2
0.799,0.773,1.617,0.69,2
1.555,0.767,1.616,0.688,1
1.556,0.765,1.615,0.687,1
1.557,0.747,1.599,0.686,1
1.557,0.752,1.601,0.685,1
0.791,0.755,1.599,0.686,2
0.786,0.754,1.598,0.69,2
0.787,0.752,1.585,0.697,2
0.78,0.748,1.578,0.705,2
1.53,0.743,1.577,0.712,1
1.522,0.739,1.574,0.72,1
1.515,0.735,1.579,0.727,1
1.509,0.731,1.581,0.734,1
1.502,0.731,1.571,0.741,1
1.493,0.727,1.563,0.749,1
1.483,0.723,1.556,0.759,1
1.471,0.719,1.554,0.771,1
1.457,0.714,1.538,0.785,1
1.443,0.708,2.873,0.8,1
1.426,0.711,2.879,0.816,1
1.413,0.705,2.851,0.833,1
1.396,0.699,2.185,0.85,1
1.378,0.689,2.871,0.868,1
1.36,0.683,2.881,0.886,1
1.338,0.677,2.888,0.904,1
1.32,0.668,1.415,0.923,1
1.301,0.658,2.916,0.941,1
1.285,0.656,2.924,0.961,1
1.265,0.65,2.941,0.98,1
1.245,0.648,1.309,1,1
1.225,0.642,1.286,1.019,1
1.206,0.633,1.273,1.038,1
1.186,0.627,1.25,1.058,1
1.167,0.618,3.051,1.077,1
1.147,0.611,3.059,1.096,1
1.128,0.605,3.073,1.116,1
1.109,0.598,1.172,1.135,1
1.087,0.592,3.092,1.153,1
1.068,0.586,1.134,1.171,1
1.05,0.58,1.112,1.19,1
1.031,0.574,1.094,1.208,1
1.013,0.567,1.076,1.226,1
0.995,0.561,1.057,1.244,1
0.733,0.555,1.039,1.262,2
0.704,0.549,1.005,1.281,2
0.682,0.542,1.001,1.3,2
0.666,0.541,0.984,1.318,2
0.656,0.534,0.966,1.336,2
0.886,0.525,0.953,1.353,2
0.87,0.519,0.935,1.368,2
0.86,0.507,3.192,1.378,2
0.859,0.504,3.193,1.379,2
0.862,0.502,3.194,1.379,2
0.864,0.502,2.586,1.377,2
0.864,0.502,2.586,1.374,2
0.863,0.502,3.194,1.374,2
0.865,0.501,2.586,1.377,2
0.865,0.5,3.188,1.377,2
0.865,0.499,2.589,1.373,2
0.866,0.498,3.186,1.372,2
0.866,0.496,3.198,1.372,2
0.867,0.495,3.2,1.371,2
0.867,0.495,3.195,1.371,2
0.867,0.495,3.189,1.371,2
0.867,0.495,0.93,1.371,2
0.867,0.494,0.932,1.37,2
0.868,0.493,3.186,1.37,2
0.868,0.492,2.589,1.37,2
0.869,0.491,0.937,1.37,2
0.869,0.49,0.936,1.37,2
0.869,0.489,0.941,1.37,2
0.866,0.488,2.58,1.373,2
0.865,0.487,2.581,1.374,2
0.586,0.485,2.582,1.374,2
0.588,0.483,2.582,1.374,2
0.87,0.481,2.584,1.383,2
0.87,0.478,2.585,1.403,2
0.87,0.476,2.587,1.377,2
0.87,0.474,2.589,1.378,2
0.87,0.472,2.591,1.379,2
0.87,0.47,1.463,1.38,2
0.87,0.469,2.597,1.389,2
0.869,0.466,2.599,1.394,2
0.865,0.463,1.44,0.8,2
0.864,0.461,1.435,0.796,2
0.866,0.459,1.43,0.795,2
0.865,0.456,2.137,0.526,2
0.864,0.454,1.432,0.514,2
0.863,0.452,2.611,0.509,2
0.863,0.451,1.47,0.5,2
0.865,0.449,2.616,0.508,2
0.862,0.448,1.454,0.531,2
0.863,0.45,1.449,0.485,2
0.853,0.451,1.44,0.481,2
0.856,0.446,1.414,0.477,2
0.854,0.445,1.414,0.47,2
0.853,0.445,1.412,0.462,2
0.852,0.444,1.434,0.483,2
0.851,0.448,1.43,0.472,2
0.851,0.474,1.417,0.449,2
0.853,0.504,1.414,0.445,2
0.855,0.538,1.409,0.439,2
0.857,0.455,1.404,0.438,2
0.951,0.452,1.404,0.436,4
0.856,0.452,1.404,0.436,2
0.901,0.452,1.404,0.435,4
0.897,0.452,1.404,0.435,2
0.866,0.456,1.404,0.435,2
0.869,0.455,1.404,0.434,2
0.876,0.455,1.404,0.433,2
0.897,0.455,1.404,0.432,2
0.896,0.475,1.404,0.431,2
0.852,0.529,1.409,0.429,2
0.852,0.529,1.408,0.429,2
0.852,0.531,1.412,0.428,2
0.852,0.53,1.418,0.427,2
0.852,0.873,1.415,0.429,2
0.855,0.479,1.412,0.426,2
0.855,1.032,1.413,0.42,2
0.858,0.468,1.405,0.419,2
0.868,0.463,1.406,0.417,2
0.879,0.467,1.404,0.415,2
3.283,0.469,1.405,0.413,4
3.281,0.478,1.408,0.412,4
3.285,0.838,1.409,0.41,1
3.287,0.833,1.409,0.409,1
3.287,0.832,1.411,0.409,1
3.286,0.835,1.41,0.41,1
3.284,0.834,1.411,0.411,1
3.28,0.83,1.412,0.415,1
3.27,0.828,1.415,0.423,1
3.26,0.511,1.419,0.432,1
3.251,0.821,1.424,0.444,1
3.241,0.813,1.429,0.457,1
3.226,0.81,1.435,0.471,1
3.207,0.801,1.442,0.486,1
3.191,0.797,1.448,0.503,1
3.171,0.788,1.456,0.52,1
3.156,0.78,1.463,0.538,1
3.14,0.773,1.47,0.556,1
3.117,0.768,1.478,0.575,1
1.001,0.761,1.486,0.595,1
3.078,0.754,1.493,0.615,1
3.061,0.746,1.501,0.634,1
3.037,0.738,1.509,0.654,1
3.017,0.731,1.517,0.675,1
2.997,0.72,1.525,0.695,1
0.908,0.716,1.533,0.715,1
2.956,0.709,1.541,0.735,1
0.873,0.701,1.549,0.755,2
2.916,0.694,1.557,0.775,1
2.897,0.701,1.565,0.794,1
2.878,0.691,1.572,0.813,1
2.86,0.687,1.579,0.831,1
2.842,0.675,1.586,0.848,1
2.826,0.667,1.592,0.864,1
2.81,0.662,1.598,0.88,1
2.794,0.658,1.605,0.896,1
2.777,0.655,1.611,0.912,1
2.761,0.653,1.617,0.928,1
2.744,0.647,1.624,0.945,1
2.727,0.653,1.63,0.962,1
2.709,0.634,1.637,0.979,1
2.692,0.628,1.644,0.997,1
2.674,0.621,1.652,1.014,1
2.657,0.615,1.659,1.033,1
2.639,0.627,1.666,1.05,1
2.621,0.603,1.673,1.068,1
2.604,0.6,1.679,1.085,1
2.586,0.59,1.686,1.103,1
2.567,0.583,1.694,1.121,1
2.549,0.577,1.701,1.139,1
2.531,0.574,1.708,1.157,1
2.512,0.564,1.715,1.176,1
2.493,0.558,1.722,1.195,1
2.474,0.551,1.729,1.213,1
2.455,0.545,1.737,1.233,1
2.437,0.542,1.744,1.251,1
2.418,0.532,1.751,1.27,1
2.399,0.534,1.758,1.288,1
2.381,0.525,1.766,1.307,1
2.362,0.513,1.773,1.325,1
2.343,0.507,1.78,1.344,1
2.324,0.501,1.787,1.362,1
2.306,0.496,1.794,1.381,1
1.946,0.491,1.802,1.4,4
1.931,0.484,1.809,1.418,4
2.249,0.484,1.816,1.436,4
2.231,0.481,1.823,1.455,4
2.213,0.48,1.83,1.473,4
2.195,0.486,1.836,1.489,4
2.18,0.485,1.842,1.505,4
2.164,0.524,1.848,1.52,1
1.907,0.556,1.853,1.535,1
1.893,0.492,1.858,1.549,4
2.12,0.512,1.863,1.562,1
2.11,0.491,1.867,1.574,4
1.892,0.482,1.872,1.586,4
2.084,0.483,1.876,1.598,4
1.836,0.49,1.88,1.609,4
1.823,0.588,1.885,1.62,1
1.814,0.488,1.889,1.632,4
2.041,0.602,1.893,1.643,1
2.027,0.628,1.898,1.654,1
2.018,0.573,1.903,1.666,1
2.003,0.607,1.908,1.678,1
1.995,0.613,1.913,1.69,1
1.98,0.546,1.918,1.703,1
1.967,0.523,1.924,1.715,1
1.954,0.522,1.929,1.728,1
1.941,0.529,1.934,1.741,1
1.926,1.455,1.938,1.754,3
1.911,1.447,1.943,1.769,3
1.894,1.439,1.947,1.785,3
1.877,1.432,1.952,1.802,3
1.858,1.429,1.956,1.82,3
1.841,1.426,1.959,1.838,3
1.822,1.424,1.962,1.856,3
1.804,1.421,1.966,1.875,3
1.786,1.418,1.97,1.892,3
1.769,1.415,1.974,1.91,3
1.752,1.415,1.977,1.927,3
1.734,1.412,1.981,1.945,3
1.717,1.41,1.984,1.963,3
1.701,1.408,1.781,1.979,3
1.686,1.406,1.766,1.995,3
1.672,1.405,1.746,2.009,3
1.659,1.41,1.726,2.021,3
1.653,1.419,1.712,2.026,3
1.651,1.414,1.688,2.027,3
1.65,1.412,1.686,2.028,3
1.649,1.412,1.68,2.029,3
1.646,1.415,1.678,2.032,3
1.636,1.411,1.676,2.033,3
1.629,1.411,1.674,2.034,3
1.629,1.411,1.672,2.036,3
1.631,1.412,1.67,2.037,3
1.627,1.412,1.668,2.038,3
1.629,1.411,1.667,2.04,3
1.626,1.412,1.688,2.041,3
1.628,1.412,1.685,2.043,3
1.624,1.412,1.683,2.045,3
1.629,1.412,1.677,2.047,3
1.604,1.413,1.675,2.049,3
1.603,1.413,1.675,2.05,3
1.557,1.413,1.674,2.051,3
1.556,1.413,1.673,2.053,3
1.556,1.413,1.672,2.054,3
1.558,1.413,1.673,2.055,3
1.558,1.414,1.797,2.056,3
1.558,1.413,1.782,2.058,3
1.557,1.414,1.668,2.06,3
1.556,1.414,1.649,2.061,3
1.555,1.418,1.647,2.063,3
1.558,1.419,1.639,2.065,3
1.554,1.42,1.634,2.066,3
1.427,0.72,1.632,2.067,1
1.426,0.718,1.63,2.072,1
1.423,0.72,1.628,2.074,1
1.422,0.724,1.626,2.076,1
1.421,0.721,1.624,2.077,1
1.417,0.725,1.621,2.078,1
1.42,0.725,1.622,2.078,1
1.419,0.723,1.62,2.08,1
1.421,0.727,1.617,2.082,1
1.417,0.725,1.618,2.084,1
1.417,0.728,1.616,2.084,1
1.543,1.443,1.615,2.085,3
1.504,0.726,1.615,2.086,1
1.415,0.727,1.615,2.087,1
1.413,0.727,1.61,2.089,1
1.537,0.729,1.607,2.095,1
1.411,0.727,1.601,2.097,1
1.417,0.728,1.602,2.098,1
1.416,0.729,1.597,2.1,1
1.412,0.73,1.594,2.108,1
1.411,0.731,1.595,2.104,1
1.416,0.731,1.594,2.108,1
1.412,0.732,1.593,2.107,1
1.411,0.729,1.592,2.11,1
1.414,0.73,1.588,2.109,1
1.406,0.731,1.585,2.111,1
1.407,0.733,1.581,2.112,1
1.403,0.737,1.574,2.129,1
1.39,0.744,1.565,2.131,1
1.38,0.75,1.554,2.136,1
1.371,0.756,1.542,2.155,1
1.36,0.769,1.529,2.15,1
1.35,5,1.515,2.159,3
1.34,2.669,1.501,2.189,3
1.329,2.657,1.487,2.204,3
1.321,2.647,1.472,2.185,3
1.311,2.636,1.456,2.204,3
1.299,1.327,1.44,2.208,3
1.315,1.304,1.424,2.272,3
1.304,1.291,1.408,2.284,3
1.285,1.281,1.393,2.3,3
1.274,1.274,1.381,2.314,3
1.28,1.268,1.38,2.329,3
1.239,1.258,1.365,2.343,3
1.222,1.169,1.348,2.358,3
1.211,1.171,1.328,2.374,3
1.201,1.174,1.322,2.387,3
1.191,1.177,1.295,2.401,3
1.181,1.18,1.282,2.414,3
1.172,1.18,1.271,2.433,3
1.159,1.179,1.26,2.306,3
1.15,0.94,1.25,2.319,3
1.144,0.947,1.239,3.419,3
1.135,0.958,1.23,2.482,3
1.126,1.183,1.225,2.348,3
1.121,1.184,1.216,2.342,3
1.107,1.185,1.203,3.48,3
1.096,1.186,1.193,2.557,3
1.082,1.189,1.185,2.378,3
1.072,1.198,1.178,2.373,3
1.061,2.505,1.17,3.54,3
1.054,1.007,1.163,2.577,3
1.044,1.009,1.161,2.425,3
1.033,1.01,1.155,2.422,3
1.02,1.015,1.149,2.406,3
1.005,1.023,1.139,2.412,3
0.993,1.041,1.134,2.423,3
0.981,1.029,1.13,2.264,3
0.973,1.034,1.126,2.474,3
0.957,1.033,1.124,2.452,3
0.944,1.003,1.121,2.463,3
0.931,1.001,1.118,2.472,3
0.918,1.038,1.115,2.314,3
0.904,1.039,1.114,2.324,3
0.894,1.04,1.114,2.516,2
0.881,1.043,1.119,2.323,2
0.862,2.575,0.93,2.546,2
0.847,2.58,1.121,2.557,2
0.833,4.428,1.124,2.571,2
0.819,3.743,0.882,2.584,2
0.811,5,0.875,2.592,2
0.811,1.032,0.877,2.595,2
0.818,1.027,0.883,2.461,2
0.821,1.027,0.887,2.59,2
0.823,1.027,0.892,2.458,2
0.823,1.027,0.892,2.468,2
0.823,1.023,0.892,2.589,2
0.824,1.026,1.136,2.588,2
0.824,0.982,1.133,2.588,2
0.824,0.978,1.137,2.379,2
0.82,0.976,1.135,2.587,2
0.82,0.972,1.136,2.586,2
0.82,0.97,1.138,2.586,2
0.82,0.965,1.139,2.414,2
0.82,0.964,1.141,2.583,2
0.821,0.965,1.144,2.586,2
0.821,0.964,0.892,2.586,2
0.822,0.962,0.892,2.586,2
0.823,0.963,0.895,2.407,2
0.823,0.961,1.152,2.407,2
0.823,0.955,1.153,2.414,2
0.822,0.95,1.154,2.604,2
0.821,0.948,1.156,2.41,2
0.821,0.946,1.158,2.424,2
0.82,0.944,1.16,2.595,2
0.82,0.945,1.166,2.599,2
0.82,0.944,1.168,5,2
0.823,0.949,1.171,2.634,2
0.824,0.956,1.173,2.633,2
0.823,0.958,1.174,2.652,2
0.819,0.933,1.173,3.691,2
0.819,0.931,1.175,3.689,2
0.818,0.928,1.177,2.629,2
0.817,0.927,1.18,3.688,2
0.817,0.928,1.183,2.639,2
0.82,1.016,1.19,3.69,2
0.82,1.013,1.193,2.653,2
0.819,1.011,1.195,2.66,2
0.818,1.009,1.196,3.683,2
0.813,0.923,1.195,3.682,2
0.811,0.919,1.197,3.682,2
0.811,0.992,1.211,3.749,2
0.81,0.864,1.213,2.677,2
0.81,0.847,1.228,4.429,2
0.818,0.84,1.227,0.915,2
1.224,0.837,1.234,4.421,1
0.895,0.833,1.227,0.91,2
0.809,0.83,1.229,0.952,2
0.807,0.827,1.232,0.951,2
0.81,0.98,1.232,0.948,2
0.81,0.983,1.232,0.948,2
0.811,0.84,1.233,0.905,2
0.808,0.979,1.234,0.902,2
0.811,0.978,1.238,0.897,2
0.818,0.844,1.246,0.899,2
0.817,0.842,1.641,0.892,2
0.824,0.842,1.251,0.887,2
0.886,0.813,1.663,0.886,2
0.882,0.806,1.659,0.882,2
0.882,0.8,1.274,0.881,2
1.224,0.798,1.277,0.88,1
1.224,0.796,1.28,0.88,1
1.225,0.793,1.283,0.879,1
1.226,0.791,1.274,0.882,1
1.225,0.79,1.273,0.883,1
1.224,0.79,1.272,0.882,1
1.221,0.789,1.277,0.884,1
1.215,0.787,1.275,0.89,1
1.206,0.784,1.269,0.899,1
1.196,0.78,1.604,0.913,1
1.183,0.774,1.772,0.922,1
1.169,0.768,1.765,0.937,1
1.153,0.762,1.217,0.955,1
1.136,0.755,1.197,0.972,1
1.118,0.748,1.182,0.99,1
1.1,0.741,1.734,1.008,1
1.081,0.734,1.149,1.027,1
1.063,0.727,1.126,1.045,1
1.044,0.719,1.086,1.064,1
1.025,0.712,1.064,1.083,1
1.006,0.705,1.069,1.102,1
0.986,0.697,1.05,1.121,1
0.967,0.689,1.005,1.141,1
0.947,0.681,1.01,1.16,1
0.928,0.674,0.966,1.177,1
0.868,0.666,0.972,1.199,2
0.852,0.658,0.927,1.215,2
0.835,0.65,0.905,1.238,2
0.85,0.643,0.889,1.256,2
0.808,0.635,0.871,1.274,2
0.801,0.625,0.854,1.288,2
0.801,0.621,0.862,1.303,2
0.795,0.622,0.836,1.277,2
0.798,0.624,0.863,1.311,2
0.802,0.617,0.872,1.307,2
0.804,0.618,0.874,1.305,2
0.807,0.618,0.874,1.305,2
0.803,0.617,0.877,1.306,2
0.804,0.617,1.624,1.306,2
0.804,0.612,1.559,1.306,2
0.804,0.612,1.626,1.305,2
0.804,0.611,1.626,1.305,2
0.804,0.61,1.624,1.304,2
0.804,0.609,1.63,1.304,2
0.804,0.607,1.629,1.303,2
0.804,0.605,1.63,1.303,2
0.804,0.596,1.637,1.303,2
0.804,0.594,1.646,1.303,2
0.804,0.589,1.651,1.299,2
0.804,0.584,1.653,1.299,2
0.805,0.583,0.876,1.302,2
0.806,0.581,1.659,1.302,2
0.807,0.579,0.88,1.302,2
0.808,0.581,1.644,1.303,2
0.807,0.58,1.648,1.307,2
0.807,0.58,1.648,1.307,2
0.807,0.58,1.651,1.306,2
0.807,0.58,1.651,1.313,2
0.807,0.58,1.649,1.313,2
0.807,0.579,1.65,5,2
0.807,0.582,1.65,5,2
0.808,0.581,1.651,5,2
0.808,0.579,1.653,5,2
0.808,0.574,1.654,5,2
0.808,0.572,1.669,5,2
0.808,0.571,1.671,1.182,2
0.808,0.569,1.673,1.174,2
0.807,0.567,1.675,1.176,2
0.808,0.565,1.686,1.175,2
0.808,0.563,1.684,1.174,2
0.808,0.563,1.688,1.177,2
0.808,0.563,1.689,1.177,2
0.808,0.563,1.693,1.177,2
0.808,0.562,1.696,1.177,2
0.807,0.562,2.397,1.183,2
0.807,0.564,2.07,0.66,2
0.806,0.568,1.374,5,2
0.805,0.566,1.366,5,2
0.805,0.567,1.365,5,2
0.804,0.557,1.705,5,2
0.803,0.552,2.403,1.181,2
0.803,0.55,2.405,1.173,2
0.802,0.548,2.41,1.176,2
0.802,0.543,2.412,1.172,2
0.806,0.545,2.437,0.61,2
0.806,0.543,2.582,0.603,2
0.804,0.542,2.857,0.595,2
0.8,0.592,2.867,0.593,2
0.798,0.564,2.937,0.601,2
0.796,0.543,2.859,0.597,2
0.795,0.539,2.861,0.579,2
0.794,0.538,2.863,0.575,2
0.793,0.541,2.865,0.568,2
0.793,0.61,2.868,0.608,2
0.793,0.842,2.871,0.561,2
0.795,0.825,1.336,0.55,2
0.817,0.703,1.333,0.544,2
0.833,0.572,1.33,0.54,2
0.794,0.674,1.331,0.538,2
0.794,0.569,1.341,0.537,2
0.797,0.851,1.351,0.526,2
0.8,0.556,1.34,0.528,2
0.817,0.57,1.334,0.519,2
0.825,0.569,1.332,0.514,2
1.696,0.572,1.333,0.508,1
1.699,0.574,1.335,0.504,1
0.975,0.776,1.337,0.502,1
0.968,0.776,1.339,0.502,1
1.698,0.775,1.34,0.503,1
1.7,0.774,1.34,0.504,1
1.696,0.774,1.34,0.506,1
1.694,0.771,1.34,0.507,1
1.69,0.769,1.342,0.511,1
1.683,0.766,1.345,0.518,1
0.948,0.766,1.348,0.528,1
0.948,0.762,1.353,0.539,1
0.931,0.756,1.358,0.552,1
0.913,0.752,1.363,0.567,1
1.615,0.745,1.37,0.583,1
1.598,0.735,1.376,0.599,1
1.58,0.729,1.383,0.617,1
1.561,0.726,1.389,0.635,1
1.544,0.715,1.396,0.654,1
0.881,0.708,1.403,0.673,2
0.886,0.704,1.411,0.692,2
1.484,0.697,1.417,0.711,1
1.468,0.686,1.424,0.731,1
1.444,0.682,1.431,0.75,1
0.881,0.675,1.438,0.768,2
0.86,0.665,1.444,0.785,2
1.395,0.659,1.452,0.801,1
0.867,0.653,1.458,0.817,2
1.36,0.647,1.464,0.832,1
1.344,0.641,1.469,0.846,1
1.335,0.639,1.475,0.858,1
1.331,0.64,1.477,0.86,1
1.328,0.636,1.48,0.86,1
1.327,0.658,1.48,0.862,1
1.324,0.636,1.48,0.865,1
1.321,0.635,1.482,0.867,1
0.886,0.634,1.486,0.87,2
1.316,0.633,1.484,0.872,1
1.314,0.632,1.484,0.874,1
1.316,0.632,1.485,0.874,1
1.313,0.637,1.489,0.875,1
1.311,0.634,1.486,0.877,1
1.311,0.633,1.49,0.88,1
1.306,0.65,1.491,0.882,1
1.303,0.632,1.505,0.885,1
1.3,0.628,1.493,0.888,1
1.298,0.627,1.507,0.889,1
1.296,0.626,1.54,0.891,1
1.295,0.625,1.501,0.893,1
1.293,0.625,1.542,0.895,1
1.291,0.624,1.513,0.897,1
1.286,0.623,1.543,0.899,1
1.287,0.622,1.544,0.901,1
1.282,0.622,1.542,0.903,1
1.278,0.623,1.546,0.906,1
1.275,0.625,1.542,0.913,1
1.266,0.633,1.546,0.922,1
0.846,0.612,1.51,0.933,2
0.832,0.608,1.515,0.946,2
1.226,0.602,1.524,0.961,1
1.207,0.597,1.531,0.977,1
1.191,0.591,1.544,0.993,1
0.835,0.583,1.557,1.008,2
1.158,0.582,1.59,1.023,1
1.144,0.578,1.596,1.037,1
1.134,0.575,1.602,1.054,1
1.121,0.568,1.607,1.067,1
1.108,0.564,1.613,1.077,1
1.096,0.559,1.619,1.092,1
0.781,0.552,1.624,1.105,2
0.766,0.547,1.631,1.119,2
0.596,0.543,1.644,1.134,2
1.04,0.534,1.651,1.149,1
0.586,0.529,1.658,1.164,2
0.823,0.524,1.736,1.178,2
0.802,0.52,3.165,1.192,2
0.987,0.516,1.745,1.202,1
0.766,0.51,1.75,1.214,2
0.762,0.507,1.75,1.218,2
0.762,0.506,1.7,1.217,2
0.759,0.506,1.703,1.217,2
0.759,0.506,1.704,1.217,2
0.761,0.505,1.691,1.217,2
0.98,0.504,1.689,1.217,1
0.983,0.504,1.731,1.217,1
0.972,0.503,3.174,1.217,1
0.971,0.502,3.176,1.217,1
0.97,0.501,3.176,1.218,1
0.969,0.501,3.176,1.22,1
0.967,0.501,3.176,1.221,1
0.966,0.501,3.176,1.222,1
0.964,0.501,3.177,1.224,1
0.961,0.5,3.177,1.228,1
0.951,0.499,3.179,1.235,1
0.943,0.498,3.181,1.245,1
0.882,0.497,3.182,1.257,2
0.865,0.495,3.184,1.274,2
0.906,0.494,3.189,1.286,4
0.892,0.493,1.779,1.302,2
0.876,0.491,3.193,1.319,2
0.866,0.489,1.788,1.337,2
0.855,0.489,1.796,1.129,2
0.844,0.488,3.199,1.362,2
0.835,0.487,3.201,1.374,2
0.834,0.486,1.942,1.377,2
0.835,0.484,1.938,1.376,2
0.836,0.483,1.934,1.377,2
0.836,0.483,1.937,1.377,2
0.836,0.482,1.937,1.377,2
0.836,0.482,1.937,1.139,2
0.836,0.481,1.934,1.38,2
0.839,0.48,1.934,1.128,2
0.842,0.479,3.207,1.121,2
1.461,0.477,3.208,1.132,4
1.111,0.476,1.76,1.125,4
1.11,0.474,1.757,1.114,4
1.109,0.473,1.759,1.114,4
1.104,0.472,1.757,1.114,4
1.102,0.472,1.758,1.115,4
1.105,0.472,1.758,1.115,4
1.105,0.472,1.758,1.115,4
1.101,0.472,1.758,1.116,4
1.101,0.472,1.758,1.116,4
1.103,0.472,1.758,1.12,4
1.102,0.472,1.759,1.119,4
1.105,0.472,1.76,1.112,4
1.098,0.473,1.761,1.095,4
1.5,0.473,1.763,1.122,4
1.493,0.474,1.764,1.047,4
1.486,0.475,1.766,0.571,4
1.479,0.476,1.768,0.567,4
1.468,0.478,1.77,0.568,4
1.46,0.48,1.774,0.569,4
1.456,0.481,1.775,0.569,4
1.447,0.483,1.777,0.973,4
1.436,0.484,1.782,0.985,4
1.427,0.486,1.784,0.991,4
1.419,0.488,1.993,0.576,4
1.412,0.49,1.794,0.574,4
1.406,0.492,1.796,0.579,4
1.397,0.494,1.797,1.039,4
1.389,0.497,1.595,1.265,1
1.315,0.499,1.6,1.271,1
1.304,0.502,1.606,1.28,1
1.299,0.504,1.618,0.856,1
1.358,0.508,1.631,0.865,1
1.349,0.512,1.64,1.076,1
1.339,0.516,1.653,1.323,1
1.329,0.521,1.667,1.338,1
1.318,0.527,1.679,0.915,1
1.306,0.533,1.695,0.928,1
1.295,0.539,1.714,0.941,1
1.284,0.545,1.728,0.951,1
1.266,0.552,1.749,0.972,1
1.248,0.559,1.763,0.989,1
1.233,0.566,1.783,1.013,1
1.212,0.573,1.799,1.034,1
1.164,0.58,1.818,1.501,1
1.145,0.587,1.828,1.517,1
1.123,0.594,1.896,1.541,1
1.103,0.601,1.911,1.561,1
1.081,0.608,1.908,0.971,1
1.061,0.616,1.907,0.992,1
1.043,0.623,1.908,1.01,1
1.024,0.63,1.915,1.638,1
1.005,0.637,2.109,1.658,1
0.985,0.645,1.999,1.679,1
0.966,0.652,2.015,1.61,1
0.947,0.659,2.109,1.723,1
0.928,0.664,2.2,1.643,1
0.91,0.668,3.023,1.666,1
0.893,0.675,3.02,1.684,2
0.874,0.683,3.01,1.624,2
0.856,0.689,3.005,1.64,2
0.837,0.69,2.998,1.658,2
0.822,0.691,2.989,1.862,2
1.091,0.693,2.983,1.698,1
1.088,0.694,2.98,1.218,1
1.442,0.697,2.975,1.135,1
1.44,0.695,2.279,1.133,1
1.445,0.695,2.282,1.128,1
1.444,0.696,2.977,1.151,1
1.442,0.697,2.976,1.138,1
1.439,0.698,2.975,1.156,1
1.437,0.699,2.974,1.158,1
1.436,0.699,2.973,1.14,1
1.435,0.699,2.973,1.141,1
1.43,0.7,2.973,1.142,1
1.427,0.701,2.972,1.148,1
1.422,0.703,2.97,1.156,1
1.056,0.706,2.967,1.17,1
1.047,0.709,2.964,1.182,1
1.041,0.714,2.959,0.804,1
1.031,0.72,2.953,1.134,1
1.026,0.726,2.947,1.7,1
1.018,0.733,2.941,1.781,1
1.01,0.74,2.934,1.792,1
0.667,0.747,2.927,1.81,2
0.645,0.755,2.92,1.829,2
0.625,0.763,2.912,1.848,2
0.609,0.77,2.905,1.868,2
0.593,0.778,2.898,1.89,2
0.575,0.785,2.891,1.343,2
0.565,0.788,2.885,1.358,2
0.554,0.783,2.88,2.172,2
0.548,0.776,2.88,1.726,2
0.549,0.774,2.882,1.584,2
0.553,0.774,2.884,1.582,2
0.556,0.771,2.887,1.575,2
0.563,0.77,2.888,1.575,2
0.569,0.769,2.889,1.578,2
0.569,0.769,2.889,1.575,2
0.998,0.768,2.89,1.559,1
0.995,0.768,2.417,1.578,1
0.995,0.767,2.892,1.559,1
0.994,0.766,2.892,5,1
0.996,0.766,2.891,1.565,1
0.995,0.766,2.891,1.559,1
0.99,0.766,2.89,1.565,1
